# Program:featureCounts v2.0.1; Command:"featureCounts" "../GFP_2.bam" "-a" "Hd2_EVErep.randoms.gff" "-o" "GFP_2.Hd2_EVErep.randoms.counts.txt" "-t" "random loci" "-g" "locus" "-C" "-p" "-s" "0" "-O" "-T" "12" 
Geneid	Chr	Start	End	Strand	Length	../GFP_2.bam
random1268	HD2_scaffold_2	2373577	2377698	+	4122	702
random1269	HD2_scaffold_2	20018634	20021995	+	3362	731
random1270	HD2_scaffold_4	8819672	8824128	+	4457	943
random1271	HD2_scaffold_3	20024711	20028884	+	4174	793
random1272	HD2_scaffold_3	17343932	17350438	+	6507	1339
random1273	HD2_scaffold_1	18165208	18174397	+	9190	1764
random1274	HD2_scaffold_2	3303980	3311683	+	7704	1514
random1275	HD2_scaffold_6	5951287	5957188	+	5902	1241
random1276	HD2_scaffold_8	5170259	5174614	+	4356	900
random1277	HD2_scaffold_5	14481977	14486673	+	4697	719
random1278	HD2_scaffold_2	1043257	1047091	+	3835	405
random1279	HD2_scaffold_8	3844738	3849724	+	4987	1076
random1280	HD2_scaffold_4	12312013	12317208	+	5196	1060
random1281	HD2_scaffold_7	3116309	3124224	+	7916	1818
random1282	HD2_scaffold_3	14989835	14992991	+	3157	703
random1283	HD2_scaffold_4	6639698	6644065	+	4368	885
random1284	HD2_scaffold_7	11386650	11391998	+	5349	1061
random1285	HD2_scaffold_1	14495719	14505732	+	10014	1917
random1286	HD2_scaffold_1	3298747	3302454	+	3708	765
random1287	HD2_scaffold_8	5173835	5178448	+	4614	919
random1288	HD2_scaffold_2	8927191	8930900	+	3710	826
random1289	HD2_scaffold_8	1043160	1048177	+	5018	1002
random1290	HD2_scaffold_9	5912319	5915982	+	3664	789
random1291	HD2_scaffold_1	6939367	6943104	+	3738	830
random1292	HD2_scaffold_2	17865542	17871328	+	5787	1259
random1293	HD2_scaffold_1	22232569	22237833	+	5265	1018
random1294	HD2_scaffold_4	4541810	4545918	+	4109	840
random1295	HD2_scaffold_4	9445254	9449412	+	4159	942
random1296	HD2_scaffold_5	5626108	5630285	+	4178	953
random1297	HD2_scaffold_2	7763329	7766337	+	3009	544
random1298	HD2_scaffold_10	1123329	1128159	+	4831	632
random1299	HD2_scaffold_7	10411122	10415285	+	4164	928
random1300	HD2_scaffold_7	1340632	1350304	+	9673	3236
random1301	HD2_scaffold_8	1023597	1028036	+	4440	1043
random1302	HD2_scaffold_7	5389700	5397652	+	7953	1569
random1303	HD2_scaffold_8	3857646	3859696	+	2051	464
random1304	HD2_scaffold_5	5432344	5436557	+	4214	933
random1305	HD2_scaffold_11	4115184	4120940	+	5757	1104
random1306	HD2_scaffold_12	5307926	5311419	+	3494	318
random1307	HD2_scaffold_3	11067353	11085244	+	17892	3291
random1308	HD2_scaffold_1	24958565	24973335	+	14771	2839
random1309	HD2_scaffold_6	12298528	12302646	+	4119	744
random1310	HD2_scaffold_7	10588789	10592790	+	4002	819
random1311	HD2_scaffold_3	19592627	19596697	+	4071	735
random1312	HD2_scaffold_4	15250580	15264292	+	13713	2422
random1313	HD2_scaffold_1	20367598	20372100	+	4503	927
random1314	HD2_scaffold_6	8575656	8583721	+	8066	1708
random1315	HD2_scaffold_3	7243331	7257267	+	13937	2822
random1316	HD2_scaffold_5	2494715	2505175	+	10461	2298
random1317	HD2_scaffold_1	8184628	8186164	+	1537	364
random1318	HD2_scaffold_3	14326771	14333634	+	6864	1351
random1319	HD2_scaffold_9	4821578	4828933	+	7356	1582
random1320	HD2_scaffold_12	4389445	4399770	+	10326	1965
random1321	HD2_scaffold_135	13175	20904	+	7730	796
random1322	HD2_scaffold_8	9073471	9079389	+	5919	1450
random1323	HD2_scaffold_2	19355179	19359874	+	4696	967
random1324	HD2_scaffold_9	4673044	4677165	+	4122	870
random1325	HD2_scaffold_4	9434206	9437567	+	3362	792
random1326	HD2_scaffold_9	3121628	3126084	+	4457	978
random1327	HD2_scaffold_3	13770220	13774393	+	4174	954
random1328	HD2_scaffold_7	4971982	4978488	+	6507	1296
random1329	HD2_scaffold_5	6613681	6622870	+	9190	1677
random1330	HD2_scaffold_8	3867149	3874852	+	7704	1548
random1331	HD2_scaffold_2	10649464	10655365	+	5902	1105
random1332	HD2_scaffold_7	14332699	14337054	+	4356	964
random1333	HD2_scaffold_3	3240336	3245032	+	4697	870
random1334	HD2_scaffold_1	20923080	20926914	+	3835	837
random1335	HD2_scaffold_6	4683097	4688083	+	4987	1145
random1336	HD2_scaffold_7	1503326	1508521	+	5196	873
random1337	HD2_scaffold_9	5023874	5031789	+	7916	1593
random1338	HD2_scaffold_10	1464791	1467947	+	3157	441
random1339	HD2_scaffold_1	25696159	25700526	+	4368	876
random1340	HD2_scaffold_10	9045139	9050487	+	5349	1290
random1341	HD2_scaffold_8	10596234	10606247	+	10014	2261
random1342	HD2_scaffold_3	14381051	14384758	+	3708	717
random1343	HD2_scaffold_9	9652679	9657292	+	4614	826
random1344	HD2_scaffold_5	7568744	7572453	+	3710	768
random1345	HD2_scaffold_2	9887424	9892441	+	5018	973
random1346	HD2_scaffold_1	24233972	24237635	+	3664	818
random1347	HD2_scaffold_3	554893	558630	+	3738	741
random1348	HD2_scaffold_3	2587589	2593375	+	5787	1356
random1349	HD2_scaffold_1	15208216	15213480	+	5265	1068
random1350	HD2_scaffold_2	19937651	19941759	+	4109	772
random1351	HD2_scaffold_9	7364263	7368421	+	4159	923
random1352	HD2_scaffold_11	6987905	6992082	+	4178	357
random1353	HD2_scaffold_2	14860759	14863767	+	3009	906
random1354	HD2_scaffold_7	11811870	11816700	+	4831	1012
random1355	HD2_scaffold_3	20394757	20398920	+	4164	600
random1356	HD2_scaffold_12	392592	402264	+	9673	1797
random1357	HD2_scaffold_2	2510790	2515229	+	4440	869
random1358	HD2_scaffold_6	8638996	8646948	+	7953	1624
random1359	HD2_scaffold_4	1631794	1633844	+	2051	403
random1360	HD2_scaffold_1	12768999	12773212	+	4214	903
random1361	HD2_scaffold_2	9607065	9612821	+	5757	1021
random1362	HD2_scaffold_3	14508587	14512080	+	3494	880
random1363	HD2_scaffold_2	5545475	5563366	+	17892	3909
random1364	HD2_scaffold_3	18626012	18640782	+	14771	2807
random1365	HD2_scaffold_6	10703250	10707368	+	4119	927
random1366	HD2_scaffold_7	12560246	12564247	+	4002	839
random1367	HD2_scaffold_8	5539457	5543527	+	4071	697
random1368	HD2_scaffold_8	1694486	1708198	+	13713	3163
random1369	HD2_scaffold_9	3783032	3787534	+	4503	869
random1370	HD2_scaffold_4	5454885	5462950	+	8066	1621
random1371	HD2_scaffold_3	3010340	3024276	+	13937	2945
random1372	HD2_scaffold_284	3213	13673	+	10461	2975
random1373	HD2_scaffold_3	6748886	6750422	+	1537	382
random1374	HD2_scaffold_8	8910916	8917779	+	6864	1231
random1375	HD2_scaffold_1	10427758	10435113	+	7356	1624
random1376	HD2_scaffold_3	10606771	10617096	+	10326	2243
random1377	HD2_scaffold_8	2124295	2132024	+	7730	2088
random1378	HD2_scaffold_2	4606393	4612311	+	5919	1158
random1379	HD2_scaffold_1	17924737	17929432	+	4696	766
random1380	HD2_scaffold_4	14338979	14343100	+	4122	742
random1381	HD2_scaffold_6	2492141	2495502	+	3362	791
random1382	HD2_scaffold_5	9450532	9454988	+	4457	957
random1383	HD2_scaffold_7	2212589	2216762	+	4174	857
random1384	HD2_scaffold_7	13067854	13074360	+	6507	1861
random1385	HD2_scaffold_5	6815920	6825109	+	9190	1879
random1386	HD2_scaffold_9	7097953	7105656	+	7704	1406
random1387	HD2_scaffold_9	8455615	8461516	+	5902	1301
random1388	HD2_scaffold_10	11575724	11580079	+	4356	107
random1389	HD2_scaffold_5	5162568	5167264	+	4697	1615
random1390	HD2_scaffold_6	8386871	8390705	+	3835	747
random1391	HD2_scaffold_3	16929598	16934584	+	4987	976
random1392	HD2_scaffold_9	11149342	11154537	+	5196	712
random1393	HD2_scaffold_9	5118327	5126242	+	7916	1679
random1394	HD2_scaffold_1	24032032	24035188	+	3157	715
random1395	HD2_scaffold_2	2977445	2981812	+	4368	744
random1396	HD2_scaffold_1	13486322	13491670	+	5349	1073
random1397	HD2_scaffold_5	11014855	11024868	+	10014	1905
random1398	HD2_scaffold_3	19901531	19905238	+	3708	874
random1399	HD2_scaffold_9	10432420	10437033	+	4614	957
random1400	HD2_scaffold_8	1306101	1309810	+	3710	707
random1401	HD2_scaffold_8	7757580	7762597	+	5018	884
random1402	HD2_scaffold_8	8132110	8135773	+	3664	662
random1403	HD2_scaffold_2	18513503	18517240	+	3738	783
random1404	HD2_scaffold_1	23473800	23479586	+	5787	1116
random1405	HD2_scaffold_9	11771774	11777038	+	5265	933
random1406	HD2_scaffold_9	1067582	1071690	+	4109	838
random1407	HD2_scaffold_1	5737450	5741608	+	4159	695
random1408	HD2_scaffold_5	11544431	11548608	+	4178	964
random1409	HD2_scaffold_8	342486	345494	+	3009	673
random1410	HD2_scaffold_9	8508496	8513326	+	4831	961
random1411	HD2_scaffold_9	2308006	2312169	+	4164	1104
random1412	HD2_scaffold_1	25266169	25275841	+	9673	1792
random1413	HD2_scaffold_11	2557867	2562306	+	4440	811
random1414	HD2_scaffold_12	4373755	4381707	+	7953	1575
random1415	HD2_scaffold_6	4918440	4920490	+	2051	380
random1416	HD2_scaffold_7	8137241	8141454	+	4214	1013
random1417	HD2_scaffold_6	4028267	4034023	+	5757	1197
random1418	HD2_scaffold_7	4857064	4860557	+	3494	657
random1419	HD2_scaffold_7	3665447	3683338	+	17892	3405
random1420	HD2_scaffold_8	5762599	5777369	+	14771	4986
random1421	HD2_scaffold_7	1277362	1281480	+	4119	582
random1422	HD2_scaffold_7	1844673	1848674	+	4002	661
random1423	HD2_scaffold_2	3427108	3431178	+	4071	818
random1424	HD2_scaffold_5	2220459	2234171	+	13713	3151
random1425	HD2_scaffold_3	3925161	3929663	+	4503	962
random1426	HD2_scaffold_1	991627	999692	+	8066	1477
random1427	HD2_scaffold_9	5965942	5979878	+	13937	2649
random1428	HD2_scaffold_7	12498901	12509361	+	10461	2000
random1429	HD2_scaffold_3	16234814	16236350	+	1537	287
random1430	HD2_scaffold_1	22837766	22844629	+	6864	1098
random1431	HD2_scaffold_1	6684478	6691833	+	7356	1390
random1432	HD2_scaffold_1	5149835	5160160	+	10326	2276
random1433	HD2_scaffold_1	12497836	12505565	+	7730	1730
random1434	HD2_scaffold_32	4524	10442	+	5919	1477
random1435	HD2_scaffold_7	11051601	11056296	+	4696	849
random1436	HD2_scaffold_41	12824	16945	+	4122	1214
random1437	HD2_scaffold_6	8019627	8022988	+	3362	728
random1438	HD2_scaffold_3	13582715	13587171	+	4457	880
random1439	HD2_scaffold_2	22433605	22437778	+	4174	950
random1440	HD2_scaffold_3	17423819	17430325	+	6507	1361
random1441	HD2_scaffold_17	54945	64134	+	9190	6158
random1442	HD2_scaffold_9	8968088	8975791	+	7704	1702
random1443	HD2_scaffold_8	2600404	2606305	+	5902	1306
random1444	HD2_scaffold_3	11552906	11557261	+	4356	854
random1445	HD2_scaffold_10	8618918	8623614	+	4697	899
random1446	HD2_scaffold_1	11203656	11207490	+	3835	725
random1447	HD2_scaffold_2	10241690	10246676	+	4987	1001
random1448	HD2_scaffold_2	19742585	19747780	+	5196	884
random1449	HD2_scaffold_7	9129922	9137837	+	7916	1840
random1450	HD2_scaffold_4	8043670	8046826	+	3157	763
random1451	HD2_scaffold_10	5471710	5476077	+	4368	955
random1452	HD2_scaffold_7	4152597	4157945	+	5349	992
random1453	HD2_scaffold_1	18148254	18158267	+	10014	2173
random1454	HD2_scaffold_6	5448223	5451930	+	3708	777
random1455	HD2_scaffold_3	5148511	5153124	+	4614	1045
random1456	HD2_scaffold_3	12611193	12614902	+	3710	821
random1457	HD2_scaffold_7	2684399	2689416	+	5018	1140
random1458	HD2_scaffold_9	2966491	2970154	+	3664	723
random1459	HD2_scaffold_3	6671809	6675546	+	3738	819
random1460	HD2_scaffold_5	1611257	1617043	+	5787	1240
random1461	HD2_scaffold_4	14337425	14342689	+	5265	893
random1462	HD2_scaffold_5	12186906	12191014	+	4109	687
random1463	HD2_scaffold_9	1027421	1031579	+	4159	955
random1464	HD2_scaffold_6	4216852	4221029	+	4178	766
random1465	HD2_scaffold_1	21899192	21902200	+	3009	633
random1466	HD2_scaffold_1	24841739	24846569	+	4831	936
random1467	HD2_scaffold_1	23080385	23084548	+	4164	785
random1468	HD2_scaffold_3	3917287	3926959	+	9673	1770
random1469	HD2_scaffold_8	8284642	8289081	+	4440	742
random1470	HD2_scaffold_2	9354082	9362034	+	7953	1252
random1471	HD2_scaffold_4	6915135	6917185	+	2051	539
random1472	HD2_scaffold_4	2700602	2704815	+	4214	1075
random1473	HD2_scaffold_1	5983220	5988976	+	5757	1177
random1474	HD2_scaffold_7	3717573	3721066	+	3494	777
random1475	HD2_scaffold_1	22712498	22730389	+	17892	3191
random1476	HD2_scaffold_6	2761847	2776617	+	14771	3123
random1477	HD2_scaffold_5	814443	818561	+	4119	874
random1478	HD2_scaffold_1	25183909	25187910	+	4002	1110
random1479	HD2_scaffold_3	11865377	11869447	+	4071	651
random1480	HD2_scaffold_1	5093865	5107577	+	13713	2851
random1481	HD2_scaffold_3	8232426	8236928	+	4503	1134
random1482	HD2_scaffold_1	12094209	12102274	+	8066	1636
random1483	HD2_scaffold_12	2091670	2105606	+	13937	2388
random1484	HD2_scaffold_11	5925002	5935462	+	10461	1387
random1485	HD2_scaffold_7	1764986	1766522	+	1537	269
random1486	HD2_scaffold_1	7631671	7638534	+	6864	1436
random1487	HD2_scaffold_2	12347125	12354480	+	7356	1415
random1488	HD2_scaffold_3	3365739	3376064	+	10326	2118
random1489	HD2_scaffold_6	8513631	8521360	+	7730	1465
random1490	HD2_scaffold_8	2903450	2909368	+	5919	1442
random1491	HD2_scaffold_12	6284110	6288805	+	4696	920
random1492	HD2_scaffold_7	10814071	10818192	+	4122	815
random1493	HD2_scaffold_6	13137997	13141358	+	3362	788
random1494	HD2_scaffold_2	21199623	21204079	+	4457	805
random1495	HD2_scaffold_3	38736	42909	+	4174	942
random1496	HD2_scaffold_5	777463	783969	+	6507	1468
random1497	HD2_scaffold_2	14116412	14125601	+	9190	1949
random1498	HD2_scaffold_2	5809599	5817302	+	7704	1739
random1499	HD2_scaffold_2	8907054	8912955	+	5902	1189
random1500	HD2_scaffold_2	7002829	7007184	+	4356	857
random1501	HD2_scaffold_8	11630019	11634715	+	4697	725
random1502	HD2_scaffold_9	3703777	3707611	+	3835	833
random1503	HD2_scaffold_1	7667187	7672173	+	4987	937
random1504	HD2_scaffold_7	8481278	8486473	+	5196	1221
random1505	HD2_scaffold_1	21674777	21682692	+	7916	1697
random1506	HD2_scaffold_9	5842331	5845487	+	3157	618
random1507	HD2_scaffold_6	3974662	3979029	+	4368	863
random1508	HD2_scaffold_7	293053	298401	+	5349	975
random1509	HD2_scaffold_163	4078	14091	+	10014	2266
random1510	HD2_scaffold_10	7891177	7894884	+	3708	924
random1511	HD2_scaffold_33	9629	14242	+	4614	1013
random1512	HD2_scaffold_10	4085148	4088857	+	3710	908
random1513	HD2_scaffold_8	11839062	11844079	+	5018	952
random1514	HD2_scaffold_7	6472069	6475732	+	3664	800
random1515	HD2_scaffold_1	17277632	17281369	+	3738	764
random1516	HD2_scaffold_2	7313316	7319102	+	5787	1484
random1517	HD2_scaffold_1	12668362	12673626	+	5265	1190
random1518	HD2_scaffold_4	12220115	12224223	+	4109	823
random1519	HD2_scaffold_4	6909534	6913692	+	4159	1020
random1520	HD2_scaffold_2	21358092	21362269	+	4178	1129
random1521	HD2_scaffold_2	3512531	3515539	+	3009	412
random1522	HD2_scaffold_2	19174672	19179502	+	4831	1062
random1523	HD2_scaffold_10	2539752	2543915	+	4164	722
random1524	HD2_scaffold_3	5918001	5927673	+	9673	2117
random1525	HD2_scaffold_7	10680938	10685377	+	4440	873
random1526	HD2_scaffold_5	6975626	6983578	+	7953	1754
random1527	HD2_scaffold_1	4065952	4068002	+	2051	474
random1528	HD2_scaffold_10	3101706	3105919	+	4214	822
random1529	HD2_scaffold_1	11031398	11037154	+	5757	1282
random1530	HD2_scaffold_6	231368	234861	+	3494	480
random1531	HD2_scaffold_8	12292503	12310394	+	17892	4002
random1532	HD2_scaffold_5	7252040	7266810	+	14771	3066
random1533	HD2_scaffold_6	13324611	13328729	+	4119	995
random1534	HD2_scaffold_3	8499940	8503941	+	4002	930
random1535	HD2_scaffold_6	3337715	3341785	+	4071	730
random1536	HD2_scaffold_4	4517849	4531561	+	13713	2982
random1537	HD2_scaffold_3	18937506	18942008	+	4503	841
random1538	HD2_scaffold_1	15061612	15069677	+	8066	1441
random1539	HD2_scaffold_3	791870	805806	+	13937	2838
random1540	HD2_scaffold_1	17551746	17562206	+	10461	2156
random1541	HD2_scaffold_7	11346050	11347586	+	1537	281
random1542	HD2_scaffold_1	7456312	7463175	+	6864	1453
random1543	HD2_scaffold_5	15258513	15265868	+	7356	9128
random1544	HD2_scaffold_6	5702583	5712908	+	10326	2274
random1545	HD2_scaffold_7	8547358	8555087	+	7730	1507
random1546	HD2_scaffold_8	11027230	11033148	+	5919	1063
random1547	HD2_scaffold_6	3671943	3676638	+	4696	1079
random1548	HD2_scaffold_1	19579214	19583335	+	4122	811
random1549	HD2_scaffold_2	21141351	21144712	+	3362	696
random1550	HD2_scaffold_6	2917878	2922334	+	4457	864
random1551	HD2_scaffold_4	5202284	5206457	+	4174	1029
random1552	HD2_scaffold_2	9438414	9444920	+	6507	1161
random1553	HD2_scaffold_5	13693689	13702878	+	9190	1706
random1554	HD2_scaffold_5	2040700	2048403	+	7704	1589
random1555	HD2_scaffold_7	11487326	11493227	+	5902	1190
random1556	HD2_scaffold_8	4668133	4672488	+	4356	923
random1557	HD2_scaffold_4	9364381	9369077	+	4697	1125
random1558	HD2_scaffold_12	2094695	2098529	+	3835	711
random1559	HD2_scaffold_6	3272394	3277380	+	4987	864
random1560	HD2_scaffold_7	2586990	2592185	+	5196	1125
random1561	HD2_scaffold_1	25801542	25809457	+	7916	1820
random1562	HD2_scaffold_8	12038957	12042113	+	3157	792
random1563	HD2_scaffold_2	13449347	13453714	+	4368	954
random1564	HD2_scaffold_6	1437055	1442403	+	5349	1089
random1565	HD2_scaffold_7	2851902	2861915	+	10014	2138
random1566	HD2_scaffold_8	6092860	6096567	+	3708	816
random1567	HD2_scaffold_1	8352090	8356703	+	4614	1062
random1568	HD2_scaffold_4	15888544	15892253	+	3710	1083
random1569	HD2_scaffold_2	5588787	5593804	+	5018	1036
random1570	HD2_scaffold_9	1718448	1722111	+	3664	842
random1571	HD2_scaffold_10	2875094	2878831	+	3738	704
random1572	HD2_scaffold_4	7269695	7275481	+	5787	1141
random1573	HD2_scaffold_11	1474576	1479840	+	5265	894
random1574	HD2_scaffold_6	13061579	13065687	+	4109	1090
random1575	HD2_scaffold_3	13033033	13037191	+	4159	694
random1576	HD2_scaffold_9	4429041	4433218	+	4178	920
random1577	HD2_scaffold_6	2479613	2482621	+	3009	425
random1578	HD2_scaffold_11	5534005	5538835	+	4831	923
random1579	HD2_scaffold_1	22779321	22783484	+	4164	1198
random1580	HD2_scaffold_2	18530821	18540493	+	9673	1957
random1581	HD2_scaffold_4	5329234	5333673	+	4440	997
random1582	HD2_scaffold_7	9373296	9381248	+	7953	1494
random1583	HD2_scaffold_8	8118458	8120508	+	2051	492
random1584	HD2_scaffold_1	23346520	23350733	+	4214	1046
random1585	HD2_scaffold_1	27775930	27781686	+	5757	1222
random1586	HD2_scaffold_4	5249700	5253193	+	3494	736
random1587	HD2_scaffold_7	10441991	10459882	+	17892	3778
random1588	HD2_scaffold_2	2451485	2466255	+	14771	2535
random1589	HD2_scaffold_4	14778276	14782394	+	4119	772
random1590	HD2_scaffold_1	21985020	21989021	+	4002	800
random1591	HD2_scaffold_6	6961118	6965188	+	4071	716
random1592	HD2_scaffold_6	7920889	7934601	+	13713	2733
random1593	HD2_scaffold_2	332950	337452	+	4503	859
random1594	HD2_scaffold_1	18994569	19002634	+	8066	1720
random1595	HD2_scaffold_8	2446752	2460688	+	13937	2988
random1596	HD2_scaffold_12	3674731	3685191	+	10461	1771
random1597	HD2_scaffold_6	12827033	12828569	+	1537	268
random1598	HD2_scaffold_12	4793639	4800502	+	6864	1015
random1599	HD2_scaffold_6	7261257	7268612	+	7356	1606
random1600	HD2_scaffold_8	9621786	9632111	+	10326	2059
random1601	HD2_scaffold_5	4197070	4204799	+	7730	1412
random1602	HD2_scaffold_6	6299626	6305544	+	5919	1389
random1603	HD2_scaffold_10	5095938	5100633	+	4696	1170
random1604	HD2_scaffold_3	8846139	8850260	+	4122	929
random1605	HD2_scaffold_6	5251902	5255263	+	3362	744
random1606	HD2_scaffold_9	7611443	7615899	+	4457	918
random1607	HD2_scaffold_1	8854962	8859135	+	4174	827
random1608	HD2_scaffold_6	3895911	3902417	+	6507	1547
random1609	HD2_scaffold_1	23817366	23826555	+	9190	1791
random1610	HD2_scaffold_4	5378387	5386090	+	7704	1777
random1611	HD2_scaffold_1	24465767	24471668	+	5902	1055
random1612	HD2_scaffold_4	9760655	9765010	+	4356	973
random1613	HD2_scaffold_3	18158076	18162772	+	4697	955
random1614	HD2_scaffold_5	10895421	10899255	+	3835	984
random1615	HD2_scaffold_2	4757164	4762150	+	4987	1198
random1616	HD2_scaffold_12	5947569	5952764	+	5196	269
random1617	HD2_scaffold_8	11284421	11292336	+	7916	1802
random1618	HD2_scaffold_1	5728393	5731549	+	3157	627
random1619	HD2_scaffold_10	6041752	6046119	+	4368	945
random1620	HD2_scaffold_6	9530533	9535881	+	5349	1394
random1621	HD2_scaffold_1	12332002	12342015	+	10014	1840
random1622	HD2_scaffold_2	14726064	14729771	+	3708	737
random1623	HD2_scaffold_1	3713042	3717655	+	4614	1027
random1624	HD2_scaffold_1	3008378	3012087	+	3710	787
random1625	HD2_scaffold_4	11899067	11904084	+	5018	1063
random1626	HD2_scaffold_12	3597090	3600753	+	3664	584
random1627	HD2_scaffold_97	9231	12968	+	3738	480
random1628	HD2_scaffold_8	1928159	1933945	+	5787	1168
random1629	HD2_scaffold_9	11431452	11436716	+	5265	491
random1630	HD2_scaffold_3	609448	613556	+	4109	791
random1631	HD2_scaffold_5	8260574	8264732	+	4159	910
random1632	HD2_scaffold_3	9877911	9882088	+	4178	829
random1633	HD2_scaffold_12	5550314	5553322	+	3009	423
random1634	HD2_scaffold_1	26833726	26838556	+	4831	889
random1635	HD2_scaffold_12	2804289	2808452	+	4164	826
random1636	HD2_scaffold_8	7544047	7553719	+	9673	1380
random1637	HD2_scaffold_8	7130505	7134944	+	4440	829
random1638	HD2_scaffold_2	9541985	9549937	+	7953	1736
random1639	HD2_scaffold_6	4958409	4960459	+	2051	471
random1640	HD2_scaffold_11	283642	287855	+	4214	899
random1641	HD2_scaffold_3	3357067	3362823	+	5757	1238
random1642	HD2_scaffold_10	1791244	1794737	+	3494	818
random1643	HD2_scaffold_9	5883552	5901443	+	17892	3430
random1644	HD2_scaffold_5	14854381	14869151	+	14771	2649
random1645	HD2_scaffold_3	2821773	2825891	+	4119	931
random1646	HD2_scaffold_10	10015378	10019379	+	4002	708
random1647	HD2_scaffold_7	1896955	1901025	+	4071	896
random1648	HD2_scaffold_1	10724063	10737775	+	13713	2673
random1649	HD2_scaffold_11	5377431	5381933	+	4503	1071
random1650	HD2_scaffold_11	1398928	1406993	+	8066	1246
random1651	HD2_scaffold_1	12184087	12198023	+	13937	3102
random1652	HD2_scaffold_5	8783453	8793913	+	10461	2134
random1653	HD2_scaffold_4	7750213	7751749	+	1537	382
random1654	HD2_scaffold_1	7607871	7614734	+	6864	1346
random1655	HD2_scaffold_9	9093815	9101170	+	7356	1442
random1656	HD2_scaffold_8	10077885	10088210	+	10326	1741
random1657	HD2_scaffold_1	11581742	11589471	+	7730	1410
random1658	HD2_scaffold_1	8991016	8996934	+	5919	1137
random1659	HD2_scaffold_6	12900184	12904879	+	4696	1213
random1660	HD2_scaffold_2	8678861	8682982	+	4122	883
random1661	HD2_scaffold_7	679287	682648	+	3362	611
random1662	HD2_scaffold_5	8244639	8249095	+	4457	1028
random1663	HD2_scaffold_11	710894	715067	+	4174	1005
random1664	HD2_scaffold_6	11441151	11447657	+	6507	1334
random1665	HD2_scaffold_9	10955429	10964618	+	9190	1448
random1666	HD2_scaffold_3	20818833	20826536	+	7704	1458
random1667	HD2_scaffold_9	11860086	11865987	+	5902	1110
random1668	HD2_scaffold_4	3845332	3849687	+	4356	966
random1669	HD2_scaffold_2	17050086	17054782	+	4697	1163
random1670	HD2_scaffold_12	4175996	4179830	+	3835	684
random1671	HD2_scaffold_5	12224095	12229081	+	4987	850
random1672	HD2_scaffold_2	7314837	7320032	+	5196	1326
random1673	HD2_scaffold_10	4529734	4537649	+	7916	1740
random1674	HD2_scaffold_1	16566992	16570148	+	3157	680
random1675	HD2_scaffold_1	2776187	2780554	+	4368	985
random1676	HD2_scaffold_11	3621481	3626829	+	5349	1169
random1677	HD2_scaffold_3	5021574	5031587	+	10014	2950
random1678	HD2_scaffold_1	21658323	21662030	+	3708	715
random1679	HD2_scaffold_1	12433243	12437856	+	4614	924
random1680	HD2_scaffold_5	1902128	1905837	+	3710	885
random1681	HD2_scaffold_7	8228935	8233952	+	5018	1086
random1682	HD2_scaffold_9	9920258	9923921	+	3664	617
random1683	HD2_scaffold_7	12425809	12429546	+	3738	790
random1684	HD2_scaffold_2	22024750	22030536	+	5787	1211
random1685	HD2_scaffold_3	4868130	4873394	+	5265	984
random1686	HD2_scaffold_7	5552101	5556209	+	4109	917
random1687	HD2_scaffold_2	135084	139242	+	4159	1004
random1688	HD2_scaffold_4	15432090	15436267	+	4178	694
random1689	HD2_scaffold_8	1482187	1485195	+	3009	646
random1690	HD2_scaffold_4	5869868	5874698	+	4831	1008
random1691	HD2_scaffold_10	9132293	9136456	+	4164	864
random1692	HD2_scaffold_12	1227291	1236963	+	9673	1627
random1693	HD2_scaffold_11	2534502	2538941	+	4440	795
random1694	HD2_scaffold_3	189474	197426	+	7953	1646
random1695	HD2_scaffold_16	74268	76318	+	2051	165
random1696	HD2_scaffold_11	5814093	5818306	+	4214	604
random1697	HD2_scaffold_2	15175942	15181698	+	5757	1379
random1698	HD2_scaffold_1	27349704	27353197	+	3494	697
random1699	HD2_scaffold_2	925611	943502	+	17892	2200
random1700	HD2_scaffold_4	12940036	12954806	+	14771	2870
random1701	HD2_scaffold_6	5851048	5855166	+	4119	891
random1702	HD2_scaffold_1	22934483	22938484	+	4002	1451
random1703	HD2_scaffold_4	14056896	14060966	+	4071	748
random1704	HD2_scaffold_1	28916892	28930604	+	13713	2450
random1705	HD2_scaffold_5	8050612	8055114	+	4503	988
random1706	HD2_scaffold_2	8136613	8144678	+	8066	1519
random1707	HD2_scaffold_9	942568	956504	+	13937	2661
random1708	HD2_scaffold_4	11315899	11326359	+	10461	2022
random1709	HD2_scaffold_5	15035388	15036924	+	1537	220
random1710	HD2_scaffold_9	9504278	9511141	+	6864	1354
random1711	HD2_scaffold_1	19364530	19371885	+	7356	1618
random1712	HD2_scaffold_12	5617705	5628030	+	10326	1837
random1713	HD2_scaffold_3	20373729	20381458	+	7730	763
random1714	HD2_scaffold_8	3449100	3455018	+	5919	1069
random1715	HD2_scaffold_6	13454670	13459365	+	4696	1167
random1716	HD2_scaffold_10	8961668	8965789	+	4122	863
random1717	HD2_scaffold_4	9472439	9475800	+	3362	749
random1718	HD2_scaffold_8	12291581	12296037	+	4457	978
random1719	HD2_scaffold_4	3512717	3516890	+	4174	831
random1720	HD2_scaffold_5	7839225	7845731	+	6507	1279
random1721	HD2_scaffold_2	17432555	17441744	+	9190	1950
random1722	HD2_scaffold_3	4375231	4382934	+	7704	1402
