# Program:featureCounts v2.0.1; Command:"featureCounts" "../GFP_3.bam" "-a" "Hd2_EVErep.randoms.gff" "-o" "GFP_3.Hd2_EVErep.randoms.counts.txt" "-t" "random loci" "-g" "locus" "-C" "-p" "-s" "0" "-O" "-T" "12" 
Geneid	Chr	Start	End	Strand	Length	../GFP_3.bam
random1448	HD2_scaffold_2	19742585	19747780	+	5196	1107
random1449	HD2_scaffold_7	9129922	9137837	+	7916	2074
random1450	HD2_scaffold_4	8043670	8046826	+	3157	825
random1451	HD2_scaffold_10	5471710	5476077	+	4368	1124
random1452	HD2_scaffold_7	4152597	4157945	+	5349	1269
random1453	HD2_scaffold_1	18148254	18158267	+	10014	2503
random1454	HD2_scaffold_6	5448223	5451930	+	3708	939
random1455	HD2_scaffold_3	5148511	5153124	+	4614	1246
random1456	HD2_scaffold_3	12611193	12614902	+	3710	1037
random1457	HD2_scaffold_7	2684399	2689416	+	5018	1254
random1458	HD2_scaffold_9	2966491	2970154	+	3664	884
random1459	HD2_scaffold_3	6671809	6675546	+	3738	964
random1460	HD2_scaffold_5	1611257	1617043	+	5787	1517
random1461	HD2_scaffold_4	14337425	14342689	+	5265	1437
random1462	HD2_scaffold_5	12186906	12191014	+	4109	940
random1463	HD2_scaffold_9	1027421	1031579	+	4159	1091
random1464	HD2_scaffold_6	4216852	4221029	+	4178	1098
random1465	HD2_scaffold_1	21899192	21902200	+	3009	719
random1466	HD2_scaffold_1	24841739	24846569	+	4831	1257
random1467	HD2_scaffold_1	23080385	23084548	+	4164	1007
random1468	HD2_scaffold_3	3917287	3926959	+	9673	2222
random1469	HD2_scaffold_8	8284642	8289081	+	4440	998
random1470	HD2_scaffold_2	9354082	9362034	+	7953	1629
random1471	HD2_scaffold_4	6915135	6917185	+	2051	587
random1472	HD2_scaffold_4	2700602	2704815	+	4214	1069
random1473	HD2_scaffold_1	5983220	5988976	+	5757	1364
random1474	HD2_scaffold_7	3717573	3721066	+	3494	938
random1475	HD2_scaffold_1	22712498	22730389	+	17892	3902
random1476	HD2_scaffold_6	2761847	2776617	+	14771	3727
random1477	HD2_scaffold_5	814443	818561	+	4119	1051
random1478	HD2_scaffold_1	25183909	25187910	+	4002	1392
random1479	HD2_scaffold_3	11865377	11869447	+	4071	917
random1480	HD2_scaffold_1	5093865	5107577	+	13713	3358
random1481	HD2_scaffold_3	8232426	8236928	+	4503	1214
random1482	HD2_scaffold_1	12094209	12102274	+	8066	1934
random1483	HD2_scaffold_12	2091670	2105606	+	13937	3151
random1484	HD2_scaffold_11	5925002	5935462	+	10461	1654
random1485	HD2_scaffold_7	1764986	1766522	+	1537	320
random1486	HD2_scaffold_1	7631671	7638534	+	6864	1650
random1487	HD2_scaffold_2	12347125	12354480	+	7356	1754
random1488	HD2_scaffold_3	3365739	3376064	+	10326	2567
random1489	HD2_scaffold_6	8513631	8521360	+	7730	1874
random1490	HD2_scaffold_8	2903450	2909368	+	5919	1581
random1491	HD2_scaffold_12	6284110	6288805	+	4696	1153
random1492	HD2_scaffold_7	10814071	10818192	+	4122	1034
random1493	HD2_scaffold_6	13137997	13141358	+	3362	926
random1494	HD2_scaffold_2	21199623	21204079	+	4457	999
random1495	HD2_scaffold_3	38736	42909	+	4174	1113
random1496	HD2_scaffold_5	777463	783969	+	6507	1637
random1497	HD2_scaffold_2	14116412	14125601	+	9190	2400
random1498	HD2_scaffold_2	5809599	5817302	+	7704	1986
random1499	HD2_scaffold_2	8907054	8912955	+	5902	1558
random1500	HD2_scaffold_2	7002829	7007184	+	4356	1084
random1501	HD2_scaffold_8	11630019	11634715	+	4697	878
random1502	HD2_scaffold_9	3703777	3707611	+	3835	949
random1503	HD2_scaffold_1	7667187	7672173	+	4987	1234
random1504	HD2_scaffold_7	8481278	8486473	+	5196	1435
random1505	HD2_scaffold_1	21674777	21682692	+	7916	2023
random1506	HD2_scaffold_9	5842331	5845487	+	3157	816
random1507	HD2_scaffold_6	3974662	3979029	+	4368	1081
random1508	HD2_scaffold_7	293053	298401	+	5349	1302
random1509	HD2_scaffold_163	4078	14091	+	10014	2907
random1510	HD2_scaffold_10	7891177	7894884	+	3708	980
random1511	HD2_scaffold_33	9629	14242	+	4614	1147
random1512	HD2_scaffold_10	4085148	4088857	+	3710	955
random1513	HD2_scaffold_8	11839062	11844079	+	5018	1186
random1514	HD2_scaffold_7	6472069	6475732	+	3664	824
random1515	HD2_scaffold_1	17277632	17281369	+	3738	940
random1516	HD2_scaffold_2	7313316	7319102	+	5787	1648
random1517	HD2_scaffold_1	12668362	12673626	+	5265	1390
random1518	HD2_scaffold_4	12220115	12224223	+	4109	943
random1519	HD2_scaffold_4	6909534	6913692	+	4159	1054
random1520	HD2_scaffold_2	21358092	21362269	+	4178	1146
random1521	HD2_scaffold_2	3512531	3515539	+	3009	537
random1522	HD2_scaffold_2	19174672	19179502	+	4831	1239
random1523	HD2_scaffold_10	2539752	2543915	+	4164	888
random1524	HD2_scaffold_3	5918001	5927673	+	9673	2445
random1525	HD2_scaffold_7	10680938	10685377	+	4440	1134
random1526	HD2_scaffold_5	6975626	6983578	+	7953	2160
random1527	HD2_scaffold_1	4065952	4068002	+	2051	574
random1528	HD2_scaffold_10	3101706	3105919	+	4214	1062
random1529	HD2_scaffold_1	11031398	11037154	+	5757	1515
random1530	HD2_scaffold_6	231368	234861	+	3494	594
random1531	HD2_scaffold_8	12292503	12310394	+	17892	4424
random1532	HD2_scaffold_5	7252040	7266810	+	14771	3556
random1533	HD2_scaffold_6	13324611	13328729	+	4119	1101
random1534	HD2_scaffold_3	8499940	8503941	+	4002	961
random1535	HD2_scaffold_6	3337715	3341785	+	4071	958
random1536	HD2_scaffold_4	4517849	4531561	+	13713	3532
random1537	HD2_scaffold_3	18937506	18942008	+	4503	1106
random1538	HD2_scaffold_1	15061612	15069677	+	8066	1992
random1539	HD2_scaffold_3	791870	805806	+	13937	3402
random1540	HD2_scaffold_1	17551746	17562206	+	10461	2609
random1541	HD2_scaffold_7	11346050	11347586	+	1537	419
random1542	HD2_scaffold_1	7456312	7463175	+	6864	1693
random1543	HD2_scaffold_5	15258513	15265868	+	7356	10093
random1544	HD2_scaffold_6	5702583	5712908	+	10326	2534
random1545	HD2_scaffold_7	8547358	8555087	+	7730	1886
random1546	HD2_scaffold_8	11027230	11033148	+	5919	1335
random1547	HD2_scaffold_6	3671943	3676638	+	4696	1202
random1548	HD2_scaffold_1	19579214	19583335	+	4122	1117
random1549	HD2_scaffold_2	21141351	21144712	+	3362	821
random1550	HD2_scaffold_6	2917878	2922334	+	4457	1026
random1551	HD2_scaffold_4	5202284	5206457	+	4174	1104
random1552	HD2_scaffold_2	9438414	9444920	+	6507	1364
random1553	HD2_scaffold_5	13693689	13702878	+	9190	2151
random1554	HD2_scaffold_5	2040700	2048403	+	7704	1978
random1555	HD2_scaffold_7	11487326	11493227	+	5902	1318
random1556	HD2_scaffold_8	4668133	4672488	+	4356	1152
random1557	HD2_scaffold_4	9364381	9369077	+	4697	1264
random1558	HD2_scaffold_12	2094695	2098529	+	3835	911
random1559	HD2_scaffold_6	3272394	3277380	+	4987	1242
random1560	HD2_scaffold_7	2586990	2592185	+	5196	1355
random1561	HD2_scaffold_1	25801542	25809457	+	7916	2031
random1562	HD2_scaffold_8	12038957	12042113	+	3157	918
random1563	HD2_scaffold_2	13449347	13453714	+	4368	1172
random1564	HD2_scaffold_6	1437055	1442403	+	5349	1237
random1565	HD2_scaffold_7	2851902	2861915	+	10014	2537
random1566	HD2_scaffold_8	6092860	6096567	+	3708	997
random1567	HD2_scaffold_1	8352090	8356703	+	4614	1245
random1568	HD2_scaffold_4	15888544	15892253	+	3710	990
random1569	HD2_scaffold_2	5588787	5593804	+	5018	1349
random1570	HD2_scaffold_9	1718448	1722111	+	3664	983
random1571	HD2_scaffold_10	2875094	2878831	+	3738	946
random1572	HD2_scaffold_4	7269695	7275481	+	5787	1498
random1573	HD2_scaffold_11	1474576	1479840	+	5265	1133
random1574	HD2_scaffold_6	13061579	13065687	+	4109	1214
random1575	HD2_scaffold_3	13033033	13037191	+	4159	852
random1576	HD2_scaffold_9	4429041	4433218	+	4178	1067
random1577	HD2_scaffold_6	2479613	2482621	+	3009	524
random1578	HD2_scaffold_11	5534005	5538835	+	4831	1194
random1579	HD2_scaffold_1	22779321	22783484	+	4164	1382
random1580	HD2_scaffold_2	18530821	18540493	+	9673	2330
random1581	HD2_scaffold_4	5329234	5333673	+	4440	1128
random1582	HD2_scaffold_7	9373296	9381248	+	7953	1922
random1583	HD2_scaffold_8	8118458	8120508	+	2051	547
random1584	HD2_scaffold_1	23346520	23350733	+	4214	1182
random1585	HD2_scaffold_1	27775930	27781686	+	5757	1374
random1586	HD2_scaffold_4	5249700	5253193	+	3494	888
random1587	HD2_scaffold_7	10441991	10459882	+	17892	4344
random1588	HD2_scaffold_2	2451485	2466255	+	14771	3232
random1589	HD2_scaffold_4	14778276	14782394	+	4119	943
random1590	HD2_scaffold_1	21985020	21989021	+	4002	1056
random1591	HD2_scaffold_6	6961118	6965188	+	4071	922
random1592	HD2_scaffold_6	7920889	7934601	+	13713	3473
random1593	HD2_scaffold_2	332950	337452	+	4503	945
random1594	HD2_scaffold_1	18994569	19002634	+	8066	1955
random1595	HD2_scaffold_8	2446752	2460688	+	13937	3455
random1596	HD2_scaffold_12	3674731	3685191	+	10461	2302
random1597	HD2_scaffold_6	12827033	12828569	+	1537	349
random1598	HD2_scaffold_12	4793639	4800502	+	6864	1441
random1599	HD2_scaffold_6	7261257	7268612	+	7356	1794
random1600	HD2_scaffold_8	9621786	9632111	+	10326	3172
random1601	HD2_scaffold_5	4197070	4204799	+	7730	1786
random1602	HD2_scaffold_6	6299626	6305544	+	5919	1521
random1603	HD2_scaffold_10	5095938	5100633	+	4696	1293
random1604	HD2_scaffold_3	8846139	8850260	+	4122	1047
random1605	HD2_scaffold_6	5251902	5255263	+	3362	872
random1606	HD2_scaffold_9	7611443	7615899	+	4457	1012
random1607	HD2_scaffold_1	8854962	8859135	+	4174	1066
random1608	HD2_scaffold_6	3895911	3902417	+	6507	1660
random1609	HD2_scaffold_1	23817366	23826555	+	9190	2235
random1610	HD2_scaffold_4	5378387	5386090	+	7704	1985
random1611	HD2_scaffold_1	24465767	24471668	+	5902	1369
random1612	HD2_scaffold_4	9760655	9765010	+	4356	1144
random1613	HD2_scaffold_3	18158076	18162772	+	4697	1180
random1614	HD2_scaffold_5	10895421	10899255	+	3835	1064
random1615	HD2_scaffold_2	4757164	4762150	+	4987	1330
random1616	HD2_scaffold_12	5947569	5952764	+	5196	355
random1617	HD2_scaffold_8	11284421	11292336	+	7916	2073
random1618	HD2_scaffold_1	5728393	5731549	+	3157	843
random1619	HD2_scaffold_10	6041752	6046119	+	4368	1072
random1620	HD2_scaffold_6	9530533	9535881	+	5349	1367
random1621	HD2_scaffold_1	12332002	12342015	+	10014	2549
random1622	HD2_scaffold_2	14726064	14729771	+	3708	1045
random1623	HD2_scaffold_1	3713042	3717655	+	4614	1314
random1624	HD2_scaffold_1	3008378	3012087	+	3710	920
random1625	HD2_scaffold_4	11899067	11904084	+	5018	1348
random1626	HD2_scaffold_12	3597090	3600753	+	3664	922
random1627	HD2_scaffold_97	9231	12968	+	3738	562
random1628	HD2_scaffold_8	1928159	1933945	+	5787	1474
random1629	HD2_scaffold_9	11431452	11436716	+	5265	777
random1630	HD2_scaffold_3	609448	613556	+	4109	936
random1631	HD2_scaffold_5	8260574	8264732	+	4159	1037
random1632	HD2_scaffold_3	9877911	9882088	+	4178	983
random1633	HD2_scaffold_12	5550314	5553322	+	3009	692
random1634	HD2_scaffold_1	26833726	26838556	+	4831	1175
random1635	HD2_scaffold_12	2804289	2808452	+	4164	904
random1636	HD2_scaffold_8	7544047	7553719	+	9673	2123
random1637	HD2_scaffold_8	7130505	7134944	+	4440	1128
random1638	HD2_scaffold_2	9541985	9549937	+	7953	2054
random1639	HD2_scaffold_6	4958409	4960459	+	2051	536
random1640	HD2_scaffold_11	283642	287855	+	4214	1046
random1641	HD2_scaffold_3	3357067	3362823	+	5757	1503
random1642	HD2_scaffold_10	1791244	1794737	+	3494	848
random1643	HD2_scaffold_9	5883552	5901443	+	17892	4321
random1644	HD2_scaffold_5	14854381	14869151	+	14771	3330
random1645	HD2_scaffold_3	2821773	2825891	+	4119	1108
random1646	HD2_scaffold_10	10015378	10019379	+	4002	881
random1647	HD2_scaffold_7	1896955	1901025	+	4071	985
random1648	HD2_scaffold_1	10724063	10737775	+	13713	3346
random1649	HD2_scaffold_11	5377431	5381933	+	4503	1238
random1650	HD2_scaffold_11	1398928	1406993	+	8066	1587
random1651	HD2_scaffold_1	12184087	12198023	+	13937	3629
random1652	HD2_scaffold_5	8783453	8793913	+	10461	2554
random1653	HD2_scaffold_4	7750213	7751749	+	1537	451
random1654	HD2_scaffold_1	7607871	7614734	+	6864	1777
random1655	HD2_scaffold_9	9093815	9101170	+	7356	1769
random1656	HD2_scaffold_8	10077885	10088210	+	10326	2293
random1657	HD2_scaffold_1	11581742	11589471	+	7730	1882
random1658	HD2_scaffold_1	8991016	8996934	+	5919	1422
random1659	HD2_scaffold_6	12900184	12904879	+	4696	1215
random1660	HD2_scaffold_2	8678861	8682982	+	4122	1050
random1661	HD2_scaffold_7	679287	682648	+	3362	753
random1662	HD2_scaffold_5	8244639	8249095	+	4457	1127
random1663	HD2_scaffold_11	710894	715067	+	4174	1172
random1664	HD2_scaffold_6	11441151	11447657	+	6507	1648
random1665	HD2_scaffold_9	10955429	10964618	+	9190	1974
random1666	HD2_scaffold_3	20818833	20826536	+	7704	1775
random1667	HD2_scaffold_9	11860086	11865987	+	5902	1307
random1668	HD2_scaffold_4	3845332	3849687	+	4356	1167
random1669	HD2_scaffold_2	17050086	17054782	+	4697	1328
random1670	HD2_scaffold_12	4175996	4179830	+	3835	925
random1671	HD2_scaffold_5	12224095	12229081	+	4987	1128
random1672	HD2_scaffold_2	7314837	7320032	+	5196	1454
random1673	HD2_scaffold_10	4529734	4537649	+	7916	2040
random1674	HD2_scaffold_1	16566992	16570148	+	3157	818
random1675	HD2_scaffold_1	2776187	2780554	+	4368	1181
random1676	HD2_scaffold_11	3621481	3626829	+	5349	1341
random1677	HD2_scaffold_3	5021574	5031587	+	10014	3356
random1678	HD2_scaffold_1	21658323	21662030	+	3708	905
random1679	HD2_scaffold_1	12433243	12437856	+	4614	1192
random1680	HD2_scaffold_5	1902128	1905837	+	3710	987
random1681	HD2_scaffold_7	8228935	8233952	+	5018	1280
random1682	HD2_scaffold_9	9920258	9923921	+	3664	821
random1683	HD2_scaffold_7	12425809	12429546	+	3738	1003
random1684	HD2_scaffold_2	22024750	22030536	+	5787	1500
random1685	HD2_scaffold_3	4868130	4873394	+	5265	1227
random1686	HD2_scaffold_7	5552101	5556209	+	4109	1084
random1687	HD2_scaffold_2	135084	139242	+	4159	1172
random1688	HD2_scaffold_4	15432090	15436267	+	4178	964
random1689	HD2_scaffold_8	1482187	1485195	+	3009	771
random1690	HD2_scaffold_4	5869868	5874698	+	4831	1252
random1691	HD2_scaffold_10	9132293	9136456	+	4164	1069
random1692	HD2_scaffold_12	1227291	1236963	+	9673	2065
random1693	HD2_scaffold_11	2534502	2538941	+	4440	1081
random1694	HD2_scaffold_3	189474	197426	+	7953	1991
random1695	HD2_scaffold_16	74268	76318	+	2051	263
random1696	HD2_scaffold_11	5814093	5818306	+	4214	733
random1697	HD2_scaffold_2	15175942	15181698	+	5757	1459
random1698	HD2_scaffold_1	27349704	27353197	+	3494	844
random1699	HD2_scaffold_2	925611	943502	+	17892	2972
random1700	HD2_scaffold_4	12940036	12954806	+	14771	3625
random1701	HD2_scaffold_6	5851048	5855166	+	4119	1051
random1702	HD2_scaffold_1	22934483	22938484	+	4002	1774
random1703	HD2_scaffold_4	14056896	14060966	+	4071	916
random1704	HD2_scaffold_1	28916892	28930604	+	13713	3123
random1705	HD2_scaffold_5	8050612	8055114	+	4503	1094
random1706	HD2_scaffold_2	8136613	8144678	+	8066	2078
random1707	HD2_scaffold_9	942568	956504	+	13937	3187
random1708	HD2_scaffold_4	11315899	11326359	+	10461	2573
random1709	HD2_scaffold_5	15035388	15036924	+	1537	299
random1710	HD2_scaffold_9	9504278	9511141	+	6864	1609
random1711	HD2_scaffold_1	19364530	19371885	+	7356	1828
random1712	HD2_scaffold_12	5617705	5628030	+	10326	2164
random1713	HD2_scaffold_3	20373729	20381458	+	7730	941
random1714	HD2_scaffold_8	3449100	3455018	+	5919	1225
random1715	HD2_scaffold_6	13454670	13459365	+	4696	1234
random1716	HD2_scaffold_10	8961668	8965789	+	4122	1013
random1717	HD2_scaffold_4	9472439	9475800	+	3362	838
random1718	HD2_scaffold_8	12291581	12296037	+	4457	1036
random1719	HD2_scaffold_4	3512717	3516890	+	4174	1089
random1720	HD2_scaffold_5	7839225	7845731	+	6507	1615
random1721	HD2_scaffold_2	17432555	17441744	+	9190	2253
random1722	HD2_scaffold_3	4375231	4382934	+	7704	1774
random1723	HD2_scaffold_3	5929310	5935211	+	5902	1548
random1724	HD2_scaffold_2	12706267	12710622	+	4356	1145
random1725	HD2_scaffold_5	1615056	1619752	+	4697	1287
random1726	HD2_scaffold_3	14935513	14939347	+	3835	973
random1727	HD2_scaffold_3	14712118	14717104	+	4987	1345
random1728	HD2_scaffold_7	9434690	9439885	+	5196	1379
random1729	HD2_scaffold_5	15156233	15164148	+	7916	802
random1730	HD2_scaffold_11	6847500	6850656	+	3157	800
random1731	HD2_scaffold_2	2050265	2054632	+	4368	1036
random1732	HD2_scaffold_2	16730385	16735733	+	5349	1251
random1733	HD2_scaffold_8	1273707	1283720	+	10014	2580
random1734	HD2_scaffold_3	16485491	16489198	+	3708	993
random1735	HD2_scaffold_5	2090973	2095586	+	4614	1233
random1736	HD2_scaffold_6	11997623	12001332	+	3710	948
random1737	HD2_scaffold_155	11890	16907	+	5018	1210
random1738	HD2_scaffold_5	12982410	12986073	+	3664	904
random1739	HD2_scaffold_7	7667789	7671526	+	3738	907
random1740	HD2_scaffold_10	4001141	4006927	+	5787	1492
random1741	HD2_scaffold_1	22632875	22638139	+	5265	1440
random1742	HD2_scaffold_11	4095875	4099983	+	4109	1604
random1743	HD2_scaffold_5	219141	223299	+	4159	1106
random1744	HD2_scaffold_4	4367913	4372090	+	4178	1110
random1745	HD2_scaffold_1	4128896	4131904	+	3009	817
random1746	HD2_scaffold_5	10309845	10314675	+	4831	1198
random1747	HD2_scaffold_12	6343101	6347264	+	4164	1052
random1748	HD2_scaffold_8	8353294	8362966	+	9673	2159
random1749	HD2_scaffold_10	9099821	9104260	+	4440	1154
random1750	HD2_scaffold_9	7028331	7036283	+	7953	1921
random1751	HD2_scaffold_11	1644370	1646420	+	2051	450
random1752	HD2_scaffold_1	5696299	5700512	+	4214	1148
random1753	HD2_scaffold_4	4436536	4442292	+	5757	1527
random1754	HD2_scaffold_5	11130419	11133912	+	3494	875
random1755	HD2_scaffold_4	15652300	15670191	+	17892	4358
random1756	HD2_scaffold_6	2749632	2764402	+	14771	3491
random1757	HD2_scaffold_9	4423577	4427695	+	4119	1015
random1758	HD2_scaffold_1	4480629	4484630	+	4002	1003
random1759	HD2_scaffold_3	13782173	13786243	+	4071	1058
random1760	HD2_scaffold_145	13597	27309	+	13713	3595
random1761	HD2_scaffold_11	551511	556013	+	4503	1126
random1762	HD2_scaffold_8	4203112	4211177	+	8066	2048
random1763	HD2_scaffold_7	2175542	2189478	+	13937	3180
random1764	HD2_scaffold_10	5068253	5078713	+	10461	2616
random1765	HD2_scaffold_7	317230	318766	+	1537	382
random1766	HD2_scaffold_3	19088322	19095185	+	6864	1762
random1767	HD2_scaffold_10	333181	340536	+	7356	1424
random1768	HD2_scaffold_2	6963704	6974029	+	10326	2413
random1769	HD2_scaffold_8	8744034	8751763	+	7730	1740
random1770	HD2_scaffold_3	1113983	1119901	+	5919	1525
random1771	HD2_scaffold_10	3220856	3225551	+	4696	1214
random1772	HD2_scaffold_7	4632153	4636274	+	4122	1103
random1773	HD2_scaffold_8	2090039	2093400	+	3362	836
random1774	HD2_scaffold_7	9502669	9507125	+	4457	1171
random1775	HD2_scaffold_7	751478	755651	+	4174	953
random1776	HD2_scaffold_2	19356352	19362858	+	6507	1693
random1777	HD2_scaffold_5	2340914	2350103	+	9190	2286
random1778	HD2_scaffold_1	27564814	27572517	+	7704	1942
random1779	HD2_scaffold_8	1312700	1318601	+	5902	1378
random1780	HD2_scaffold_5	4095788	4100143	+	4356	1106
random1781	HD2_scaffold_6	1202039	1206735	+	4697	1040
random1782	HD2_scaffold_10	10077458	10081292	+	3835	1031
random1783	HD2_scaffold_2	20398343	20403329	+	4987	1427
random1784	HD2_scaffold_3	5276455	5281650	+	5196	1343
random1785	HD2_scaffold_9	3765358	3773273	+	7916	1831
random1786	HD2_scaffold_7	11161828	11164984	+	3157	808
random1787	HD2_scaffold_7	4194610	4198977	+	4368	1080
random1788	HD2_scaffold_3	7497892	7503240	+	5349	1376
random1789	HD2_scaffold_2	11065480	11075493	+	10014	2564
random1790	HD2_scaffold_10	8203650	8207357	+	3708	884
random1791	HD2_scaffold_5	11282612	11287225	+	4614	1189
random1792	HD2_scaffold_1	28992727	28996436	+	3710	851
random1793	HD2_scaffold_6	5680030	5685047	+	5018	1253
random1794	HD2_scaffold_2	9175786	9179449	+	3664	897
random1795	HD2_scaffold_1	28197437	28201174	+	3738	856
random1796	HD2_scaffold_330	7090	12876	+	5787	3351
random1797	HD2_scaffold_1	12572917	12578181	+	5265	1401
random1798	HD2_scaffold_9	8143978	8148086	+	4109	1098
random1799	HD2_scaffold_7	1748472	1752630	+	4159	951
random1800	HD2_scaffold_9	8735182	8739359	+	4178	1028
random1801	HD2_scaffold_3	11303273	11306281	+	3009	646
random1802	HD2_scaffold_1	17905299	17910129	+	4831	1099
random1803	HD2_scaffold_4	7289617	7293780	+	4164	1048
random1804	HD2_scaffold_12	4369562	4379234	+	9673	2321
random1805	HD2_scaffold_9	1796055	1800494	+	4440	944
random1806	HD2_scaffold_4	14729628	14737580	+	7953	1676
random1807	HD2_scaffold_1	5640624	5642674	+	2051	557
random1808	HD2_scaffold_2	7586158	7590371	+	4214	1087
random1809	HD2_scaffold_5	1875080	1880836	+	5757	1413
random1810	HD2_scaffold_6	6683072	6686565	+	3494	987
random1811	HD2_scaffold_3	2913471	2931362	+	17892	4344
random1812	HD2_scaffold_4	14075819	14090589	+	14771	2769
random1813	HD2_scaffold_9	236286	240404	+	4119	986
random1814	HD2_scaffold_1	26272142	26276143	+	4002	743
random1815	HD2_scaffold_5	4657287	4661357	+	4071	1060
random1816	HD2_scaffold_2	8692681	8706393	+	13713	3448
random1817	HD2_scaffold_9	6526510	6531012	+	4503	1039
random1818	HD2_scaffold_4	11942708	11950773	+	8066	1967
random1819	HD2_scaffold_11	2763395	2777331	+	13937	2867
random1820	HD2_scaffold_2	20115212	20125672	+	10461	2670
random1821	HD2_scaffold_6	376799	378335	+	1537	373
random1822	HD2_scaffold_3	5505029	5511892	+	6864	1642
random1823	HD2_scaffold_2	17956654	17964009	+	7356	1663
random1824	HD2_scaffold_1	19056531	19066856	+	10326	2631
random1825	HD2_scaffold_8	4063546	4071275	+	7730	1964
random1826	HD2_scaffold_4	11480393	11486311	+	5919	1492
random1827	HD2_scaffold_6	3613268	3617963	+	4696	1152
random1828	HD2_scaffold_5	6597378	6601499	+	4122	1048
random1829	HD2_scaffold_6	9530329	9533690	+	3362	925
random1830	HD2_scaffold_3	19976552	19981008	+	4457	860
random1831	HD2_scaffold_3	20577427	20581600	+	4174	930
random1832	HD2_scaffold_1	24181411	24187917	+	6507	1621
random1833	HD2_scaffold_2	19155390	19164579	+	9190	2401
random1834	HD2_scaffold_7	1120109	1127812	+	7704	1697
random1835	HD2_scaffold_3	12332458	12338359	+	5902	1474
random1836	HD2_scaffold_7	1824714	1829069	+	4356	968
random1837	HD2_scaffold_6	6207096	6211792	+	4697	1247
random1838	HD2_scaffold_11	2295889	2299723	+	3835	955
random1839	HD2_scaffold_11	3010947	3015933	+	4987	1223
random1840	HD2_scaffold_12	4002478	4007673	+	5196	1223
random1841	HD2_scaffold_1	23423642	23431557	+	7916	1883
random1842	HD2_scaffold_9	11404071	11407227	+	3157	666
random1843	HD2_scaffold_10	11518671	11523038	+	4368	649
random1844	HD2_scaffold_7	7560833	7566181	+	5349	1304
random1845	HD2_scaffold_3	11417521	11427534	+	10014	2202
random1846	HD2_scaffold_2	6895744	6899451	+	3708	1071
random1847	HD2_scaffold_9	8253383	8257996	+	4614	1037
random1848	HD2_scaffold_5	13044387	13048096	+	3710	1008
random1849	HD2_scaffold_3	16496768	16501785	+	5018	1289
random1850	HD2_scaffold_8	6303620	6307283	+	3664	990
random1851	HD2_scaffold_4	14763563	14767300	+	3738	632
random1852	HD2_scaffold_1	20784771	20790557	+	5787	1330
random1853	HD2_scaffold_3	18082532	18087796	+	5265	1363
random1854	HD2_scaffold_1	17755521	17759629	+	4109	1005
random1855	HD2_scaffold_1	6577254	6581412	+	4159	1066
random1856	HD2_scaffold_1	12807804	12811981	+	4178	1098
random1857	HD2_scaffold_9	871552	874560	+	3009	646
random1858	HD2_scaffold_1	15348569	15353399	+	4831	1241
random1859	HD2_scaffold_4	13705936	13710099	+	4164	1000
random1860	HD2_scaffold_5	11209593	11219265	+	9673	2411
random1861	HD2_scaffold_1	191197	195636	+	4440	929
random1862	HD2_scaffold_5	11909431	11917383	+	7953	1838
random1863	HD2_scaffold_12	4950030	4952080	+	2051	560
random1864	HD2_scaffold_1	9436108	9440321	+	4214	896
random1865	HD2_scaffold_1	15260155	15265911	+	5757	1386
random1866	HD2_scaffold_12	1924667	1928160	+	3494	978
random1867	HD2_scaffold_5	11331125	11349016	+	17892	4500
random1868	HD2_scaffold_2	22228625	22243395	+	14771	3753
random1869	HD2_scaffold_10	2735951	2740069	+	4119	1159
random1870	HD2_scaffold_2	9594471	9598472	+	4002	961
random1871	HD2_scaffold_10	8112121	8116191	+	4071	1066
random1872	HD2_scaffold_5	7868615	7882327	+	13713	3272
random1873	HD2_scaffold_3	3067246	3071748	+	4503	1167
random1874	HD2_scaffold_6	5586728	5594793	+	8066	1987
random1875	HD2_scaffold_10	6792376	6806312	+	13937	3666
random1876	HD2_scaffold_9	8667903	8678363	+	10461	2074
random1877	HD2_scaffold_10	4649929	4651465	+	1537	447
random1878	HD2_scaffold_3	9796859	9803722	+	6864	1693
random1879	HD2_scaffold_87	11769	19124	+	7356	861
random1880	HD2_scaffold_10	4240761	4251086	+	10326	2473
random1881	HD2_scaffold_9	3179366	3187095	+	7730	1847
random1882	HD2_scaffold_2	18131073	18136991	+	5919	1645
random1883	HD2_scaffold_11	6927546	6932241	+	4696	976
random1884	HD2_scaffold_11	3525345	3529466	+	4122	1108
random1885	HD2_scaffold_4	13599133	13602494	+	3362	867
random1886	HD2_scaffold_1	26705072	26709528	+	4457	10
random1887	HD2_scaffold_4	13930418	13934591	+	4174	1037
random1888	HD2_scaffold_3	10669458	10675964	+	6507	1712
random1889	HD2_scaffold_3	16286386	16295575	+	9190	2227
random1890	HD2_scaffold_6	1121661	1129364	+	7704	1903
random1891	HD2_scaffold_3	6205275	6211176	+	5902	1405
random1892	HD2_scaffold_6	10254614	10258969	+	4356	1216
random1893	HD2_scaffold_5	14069427	14074123	+	4697	1219
random1894	HD2_scaffold_5	6315429	6319263	+	3835	991
random1895	HD2_scaffold_206	10939	15925	+	4987	1462
random1896	HD2_scaffold_10	5351878	5357073	+	5196	1146
random1897	HD2_scaffold_9	9634075	9641990	+	7916	1380
random1898	HD2_scaffold_10	6407722	6410878	+	3157	855
random1899	HD2_scaffold_7	5692580	5696947	+	4368	1132
