# Program:featureCounts v2.0.1; Command:"featureCounts" "../U16_2.bam" "-a" "Hd2_EVErep.randoms.gff" "-o" "U16_2.Hd2_EVErep.randoms.counts.txt" "-t" "random loci" "-g" "locus" "-C" "-p" "-s" "0" "-O" "-T" "12" 
Geneid	Chr	Start	End	Strand	Length	../U16_2.bam
random884	HD2_scaffold_2	10976570	10980925	+	4356	1543
random885	HD2_scaffold_2	250166	254862	+	4697	1561
random886	HD2_scaffold_4	12913224	12917058	+	3835	993
random887	HD2_scaffold_5	3302445	3307431	+	4987	1632
random888	HD2_scaffold_9	10481641	10486836	+	5196	1562
random889	HD2_scaffold_11	1279895	1287810	+	7916	2459
random890	HD2_scaffold_7	14150471	14153627	+	3157	990
random891	HD2_scaffold_6	8966202	8970569	+	4368	1664
random892	HD2_scaffold_1	13425741	13431089	+	5349	1661
random893	HD2_scaffold_2	1000475	1010488	+	10014	1886
random894	HD2_scaffold_4	11877226	11880933	+	3708	1278
random895	HD2_scaffold_9	11048630	11053243	+	4614	1626
random896	HD2_scaffold_12	3649472	3653181	+	3710	1191
random897	HD2_scaffold_3	17666137	17671154	+	5018	1914
random898	HD2_scaffold_5	2046451	2050114	+	3664	1260
random899	HD2_scaffold_5	9816315	9820052	+	3738	1306
random900	HD2_scaffold_4	2745211	2750997	+	5787	1905
random901	HD2_scaffold_2	6740444	6745708	+	5265	1736
random902	HD2_scaffold_78	20398	24506	+	4109	3957
random903	HD2_scaffold_10	10324138	10328296	+	4159	1450
random904	HD2_scaffold_7	11108052	11112229	+	4178	1614
random905	HD2_scaffold_12	1953294	1956302	+	3009	890
random906	HD2_scaffold_6	12679224	12684054	+	4831	1640
random907	HD2_scaffold_1	827225	831388	+	4164	1392
random908	HD2_scaffold_6	1101226	1110898	+	9673	3577
random909	HD2_scaffold_6	10051035	10055474	+	4440	1508
random910	HD2_scaffold_7	9296067	9304019	+	7953	2532
random911	HD2_scaffold_5	14148404	14150454	+	2051	750
random912	HD2_scaffold_1	3969065	3973278	+	4214	1263
random913	HD2_scaffold_4	13262814	13268570	+	5757	1079
random914	HD2_scaffold_5	11524312	11527805	+	3494	1239
random915	HD2_scaffold_7	3699359	3717250	+	17892	5393
random916	HD2_scaffold_10	3187031	3201801	+	14771	4988
random917	HD2_scaffold_10	10992341	10996459	+	4119	1201
random918	HD2_scaffold_2	11567647	11571648	+	4002	1376
random919	HD2_scaffold_5	1886812	1890882	+	4071	1440
random920	HD2_scaffold_1	23731454	23745166	+	13713	4465
random921	HD2_scaffold_8	402031	406533	+	4503	1525
random922	HD2_scaffold_4	15190914	15198979	+	8066	2422
random923	HD2_scaffold_1	16308964	16322900	+	13937	4481
random924	HD2_scaffold_3	12631515	12641975	+	10461	3307
random925	HD2_scaffold_12	5966662	5968198	+	1537	286
random926	HD2_scaffold_1	23131965	23138828	+	6864	2371
random927	HD2_scaffold_5	1489997	1497352	+	7356	2479
random928	HD2_scaffold_2	19657501	19667826	+	10326	3488
random929	HD2_scaffold_143	14200	21929	+	7730	2715
random930	HD2_scaffold_8	2828646	2834564	+	5919	2060
random931	HD2_scaffold_11	711106	715801	+	4696	1679
random932	HD2_scaffold_2	14705955	14710076	+	4122	1440
random933	HD2_scaffold_12	2085670	2089031	+	3362	994
random934	HD2_scaffold_1	6800059	6804515	+	4457	1468
random935	HD2_scaffold_7	1552155	1556328	+	4174	964
random936	HD2_scaffold_7	10486273	10492779	+	6507	2250
random937	HD2_scaffold_3	16310488	16319677	+	9190	3037
random938	HD2_scaffold_163	6995	14698	+	7704	3016
random939	HD2_scaffold_9	6391130	6397031	+	5902	1958
random940	HD2_scaffold_4	3586758	3591113	+	4356	1499
random941	HD2_scaffold_4	2126961	2131657	+	4697	1687
random942	HD2_scaffold_1	2629645	2633479	+	3835	1225
random943	HD2_scaffold_3	12438750	12443736	+	4987	1634
random944	HD2_scaffold_2	15990551	15995746	+	5196	1768
random945	HD2_scaffold_6	4807265	4815180	+	7916	2729
random946	HD2_scaffold_10	3198117	3201273	+	3157	1072
random947	HD2_scaffold_1	13765421	13769788	+	4368	1514
random948	HD2_scaffold_2	11920659	11926007	+	5349	1677
random949	HD2_scaffold_3	12528134	12538147	+	10014	3813
random950	HD2_scaffold_8	11744907	11748614	+	3708	1157
random951	HD2_scaffold_2	18990115	18994728	+	4614	1611
random952	HD2_scaffold_6	12868524	12872233	+	3710	1329
random953	HD2_scaffold_12	5378895	5383912	+	5018	1325
random954	HD2_scaffold_2	4494249	4497912	+	3664	1273
random955	HD2_scaffold_7	3320068	3323805	+	3738	1240
random956	HD2_scaffold_1	22825673	22831459	+	5787	1925
random957	HD2_scaffold_12	5113034	5118298	+	5265	1636
random958	HD2_scaffold_3	2509878	2513986	+	4109	1306
random959	HD2_scaffold_10	2530035	2534193	+	4159	1453
random960	HD2_scaffold_6	3717606	3721783	+	4178	1643
random961	HD2_scaffold_9	6664363	6667371	+	3009	1099
random962	HD2_scaffold_318	6343	11173	+	4831	1791
random963	HD2_scaffold_9	9240894	9245057	+	4164	1266
random964	HD2_scaffold_6	10166699	10176371	+	9673	3215
random965	HD2_scaffold_5	6523779	6528218	+	4440	1624
random966	HD2_scaffold_8	7498891	7506843	+	7953	2647
random967	HD2_scaffold_2	22446166	22448216	+	2051	731
random968	HD2_scaffold_10	5605125	5609338	+	4214	1446
random969	HD2_scaffold_8	11773537	11779293	+	5757	1666
random970	HD2_scaffold_3	7162010	7165503	+	3494	1060
random971	HD2_scaffold_5	784165	802056	+	17892	6118
random972	HD2_scaffold_4	9734776	9749546	+	14771	5073
random973	HD2_scaffold_12	899306	903424	+	4119	1357
random974	HD2_scaffold_118	26416	30417	+	4002	2043
random975	HD2_scaffold_1	15582531	15586601	+	4071	1305
random976	HD2_scaffold_3	7287739	7301451	+	13713	4459
random977	HD2_scaffold_2	4751626	4756128	+	4503	1317
random978	HD2_scaffold_59	18114	26179	+	8066	1871
random979	HD2_scaffold_6	13908689	13922625	+	13937	4266
random980	HD2_scaffold_3	7521518	7531978	+	10461	3327
random981	HD2_scaffold_6	14301043	14302579	+	1537	554
random982	HD2_scaffold_3	8946038	8952901	+	6864	2150
random983	HD2_scaffold_4	4756043	4763398	+	7356	2535
random984	HD2_scaffold_1	16747971	16758296	+	10326	3421
random985	HD2_scaffold_10	4087856	4095585	+	7730	2557
random986	HD2_scaffold_5	10108473	10114391	+	5919	1994
random987	HD2_scaffold_8	6853373	6858068	+	4696	1575
random988	HD2_scaffold_3	7372817	7376938	+	4122	1282
random989	HD2_scaffold_2	19215380	19218741	+	3362	1212
random990	HD2_scaffold_3	3480147	3484603	+	4457	1396
random991	HD2_scaffold_4	12473109	12477282	+	4174	1385
random992	HD2_scaffold_5	10590733	10597239	+	6507	2146
random993	HD2_scaffold_1	12618928	12628117	+	9190	3042
random994	HD2_scaffold_1	26262419	26270122	+	7704	2388
random995	HD2_scaffold_10	10924908	10930809	+	5902	2006
random996	HD2_scaffold_5	8427244	8431599	+	4356	1418
random997	HD2_scaffold_7	2066928	2071624	+	4697	1340
random998	HD2_scaffold_10	2965976	2969810	+	3835	1348
random999	HD2_scaffold_3	20125282	20130268	+	4987	1337
random1000	HD2_scaffold_5	14560967	14566162	+	5196	554
random1001	HD2_scaffold_10	9910903	9918818	+	7916	2599
random1002	HD2_scaffold_278	11784	14940	+	3157	969
random1003	HD2_scaffold_1	2803037	2807404	+	4368	1400
random1004	HD2_scaffold_2	21916420	21921768	+	5349	1886
random1005	HD2_scaffold_4	14757795	14767808	+	10014	2710
random1006	HD2_scaffold_7	5121071	5124778	+	3708	1209
random1007	HD2_scaffold_4	7161093	7165706	+	4614	1573
random1008	HD2_scaffold_5	13173820	13177529	+	3710	1024
random1009	HD2_scaffold_6	12752104	12757121	+	5018	1756
random1010	HD2_scaffold_23	28873	32536	+	3664	763
random1011	HD2_scaffold_1	28273062	28276799	+	3738	1360
random1012	HD2_scaffold_5	13350989	13356775	+	5787	1237
random1013	HD2_scaffold_4	5789855	5795119	+	5265	1720
random1014	HD2_scaffold_5	10705704	10709812	+	4109	1314
random1015	HD2_scaffold_3	17228289	17232447	+	4159	1427
random1016	HD2_scaffold_10	6214754	6218931	+	4178	1487
random1017	HD2_scaffold_1	26680297	26683305	+	3009	910
random1018	HD2_scaffold_2	2486111	2490941	+	4831	1408
random1019	HD2_scaffold_2	16422281	16426444	+	4164	1435
random1020	HD2_scaffold_11	2770203	2779875	+	9673	2945
random1021	HD2_scaffold_1	9059950	9064389	+	4440	1574
random1022	HD2_scaffold_228	10689	18641	+	7953	2976
random1023	HD2_scaffold_9	3310252	3312302	+	2051	742
random1024	HD2_scaffold_10	6182175	6186388	+	4214	1397
random1025	HD2_scaffold_10	11678132	11683888	+	5757	1943
random1026	HD2_scaffold_8	3184764	3188257	+	3494	1217
random1027	HD2_scaffold_6	13473805	13491696	+	17892	5616
random1028	HD2_scaffold_10	9559299	9574069	+	14771	4784
random1029	HD2_scaffold_6	6465320	6469438	+	4119	1641
random1030	HD2_scaffold_1	12731503	12735504	+	4002	1247
random1031	HD2_scaffold_1	14245053	14249123	+	4071	1498
random1032	HD2_scaffold_1	7238708	7252420	+	13713	4442
random1033	HD2_scaffold_12	3719540	3724042	+	4503	1307
random1034	HD2_scaffold_1	2912341	2920406	+	8066	2161
random1035	HD2_scaffold_1	14011295	14025231	+	13937	4607
random1036	HD2_scaffold_1	8983374	8993834	+	10461	3463
random1037	HD2_scaffold_1	23859272	23860808	+	1537	421
random1038	HD2_scaffold_1	2796971	2803834	+	6864	2499
random1039	HD2_scaffold_3	19374001	19381356	+	7356	2183
random1040	HD2_scaffold_10	3648327	3658652	+	10326	3210
random1041	HD2_scaffold_5	8557653	8565382	+	7730	2615
random1042	HD2_scaffold_162	4040	9958	+	5919	91
random1043	HD2_scaffold_121	18380	23075	+	4696	1469
random1044	HD2_scaffold_29	54492	58613	+	4122	1581
random1045	HD2_scaffold_5	3389358	3392719	+	3362	1730
random1046	HD2_scaffold_4	7188821	7193277	+	4457	1507
random1047	HD2_scaffold_172	7091	11264	+	4174	2361
random1048	HD2_scaffold_2	15375712	15382218	+	6507	2127
random1049	HD2_scaffold_1	8868529	8877718	+	9190	3066
random1050	HD2_scaffold_5	2851599	2859302	+	7704	2550
random1051	HD2_scaffold_2	14857740	14863641	+	5902	2336
random1052	HD2_scaffold_5	13066730	13071085	+	4356	1500
random1053	HD2_scaffold_3	8490130	8494826	+	4697	1518
random1054	HD2_scaffold_2	12745220	12749054	+	3835	1392
random1055	HD2_scaffold_2	4549919	4554905	+	4987	1691
random1056	HD2_scaffold_4	2704028	2709223	+	5196	1818
random1057	HD2_scaffold_3	17995601	18003516	+	7916	2415
random1058	HD2_scaffold_10	3690325	3693481	+	3157	1084
random1059	HD2_scaffold_10	4151227	4155594	+	4368	1539
random1060	HD2_scaffold_194	14176	19524	+	5349	1684
random1061	HD2_scaffold_2	22485818	22495831	+	10014	3339
random1062	HD2_scaffold_7	2498090	2501797	+	3708	1252
random1063	HD2_scaffold_1	2635740	2640353	+	4614	1565
random1064	HD2_scaffold_11	2654329	2658038	+	3710	1262
random1065	HD2_scaffold_12	5472169	5477186	+	5018	1429
random1066	HD2_scaffold_1	18132441	18136104	+	3664	1194
random1067	HD2_scaffold_9	3799281	3803018	+	3738	1247
random1068	HD2_scaffold_11	173112	178898	+	5787	1867
random1069	HD2_scaffold_7	11599942	11605206	+	5265	1770
random1070	HD2_scaffold_2	8335118	8339226	+	4109	1307
random1071	HD2_scaffold_4	11152229	11156387	+	4159	1393
random1072	HD2_scaffold_5	11165471	11169648	+	4178	1406
random1073	HD2_scaffold_5	9556777	9559785	+	3009	1166
random1074	HD2_scaffold_3	8563269	8568099	+	4831	1686
random1075	HD2_scaffold_7	753669	757832	+	4164	1160
random1076	HD2_scaffold_5	1788688	1798360	+	9673	3347
random1077	HD2_scaffold_5	1137975	1142414	+	4440	1604
random1078	HD2_scaffold_9	6354019	6361971	+	7953	2544
random1079	HD2_scaffold_7	9902201	9904251	+	2051	752
random1080	HD2_scaffold_8	9324665	9328878	+	4214	1490
random1081	HD2_scaffold_12	3084812	3090568	+	5757	1650
random1082	HD2_scaffold_1	2832751	2836244	+	3494	1270
random1083	HD2_scaffold_5	3850641	3868532	+	17892	6063
random1084	HD2_scaffold_68	26333	41103	+	14771	5078
random1085	HD2_scaffold_9	2183617	2187735	+	4119	1437
random1086	HD2_scaffold_5	2781897	2785898	+	4002	1415
random1087	HD2_scaffold_1	6397759	6401829	+	4071	1548
random1088	HD2_scaffold_9	10436650	10450362	+	13713	3822
random1089	HD2_scaffold_3	7564479	7568981	+	4503	1672
random1090	HD2_scaffold_7	10916545	10924610	+	8066	2797
random1091	HD2_scaffold_1	11823354	11837290	+	13937	4353
random1092	HD2_scaffold_3	17286519	17296979	+	10461	3808
random1093	HD2_scaffold_8	2532551	2534087	+	1537	544
random1094	HD2_scaffold_9	1882136	1888999	+	6864	2274
random1095	HD2_scaffold_41	19594	26949	+	7356	2922
random1096	HD2_scaffold_1	8461567	8471892	+	10326	3643
random1097	HD2_scaffold_3	20049724	20057453	+	7730	2125
random1098	HD2_scaffold_7	6436812	6442730	+	5919	1903
random1099	HD2_scaffold_8	1669315	1674010	+	4696	2950
random1100	HD2_scaffold_7	6485982	6490103	+	4122	1418
random1101	HD2_scaffold_1	24378452	24381813	+	3362	1057
random1102	HD2_scaffold_9	1513041	1517497	+	4457	1576
random1103	HD2_scaffold_10	8869048	8873221	+	4174	1373
random1104	HD2_scaffold_5	14306892	14313398	+	6507	1919
random1105	HD2_scaffold_3	19134134	19143323	+	9190	2347
random1106	HD2_scaffold_9	5845320	5853023	+	7704	2532
random1107	HD2_scaffold_3	17334920	17340821	+	5902	2166
random1108	HD2_scaffold_3	11245555	11249910	+	4356	1460
random1109	HD2_scaffold_1	24337841	24342537	+	4697	1225
random1110	HD2_scaffold_7	12698999	12702833	+	3835	1369
random1111	HD2_scaffold_4	13429074	13434060	+	4987	1492
random1112	HD2_scaffold_9	1464069	1469264	+	5196	1899
random1113	HD2_scaffold_2	6439186	6447101	+	7916	2566
random1114	HD2_scaffold_10	6099738	6102894	+	3157	1182
random1115	HD2_scaffold_1	21575364	21579731	+	4368	1437
random1116	HD2_scaffold_2	366550	371898	+	5349	1538
random1117	HD2_scaffold_8	2110038	2120051	+	10014	3438
random1118	HD2_scaffold_15	57813	61520	+	3708	726
random1119	HD2_scaffold_7	9109702	9114315	+	4614	1664
random1120	HD2_scaffold_2	13831905	13835614	+	3710	1325
random1121	HD2_scaffold_6	5004246	5009263	+	5018	1686
random1122	HD2_scaffold_11	1617047	1620710	+	3664	1153
random1123	HD2_scaffold_5	13061139	13064876	+	3738	1321
random1124	HD2_scaffold_1	1383607	1389393	+	5787	985
random1125	HD2_scaffold_9	6721245	6726509	+	5265	1697
random1126	HD2_scaffold_10	8840783	8844891	+	4109	1360
random1127	HD2_scaffold_3	2213665	2217823	+	4159	1414
random1128	HD2_scaffold_8	3032765	3036942	+	4178	1524
random1129	HD2_scaffold_5	316168	319176	+	3009	1057
random1130	HD2_scaffold_12	675019	679849	+	4831	1967
random1131	HD2_scaffold_1	20994087	20998250	+	4164	1364
random1132	HD2_scaffold_1	28710047	28719719	+	9673	3200
random1133	HD2_scaffold_2	17782654	17787093	+	4440	1407
random1134	HD2_scaffold_7	5427946	5435898	+	7953	2623
random1135	HD2_scaffold_3	9014017	9016067	+	2051	714
random1136	HD2_scaffold_10	4761008	4765221	+	4214	1520
random1137	HD2_scaffold_10	680790	686546	+	5757	2007
random1138	HD2_scaffold_1	21258578	21262071	+	3494	1195
random1139	HD2_scaffold_12	6557176	6575067	+	17892	5685
random1140	HD2_scaffold_9	2804045	2818815	+	14771	5012
random1141	HD2_scaffold_2	12375491	12379609	+	4119	1316
random1142	HD2_scaffold_4	7276031	7280032	+	4002	1362
random1143	HD2_scaffold_8	1685288	1689358	+	4071	1487
random1144	HD2_scaffold_1	24167426	24181138	+	13713	4535
random1145	HD2_scaffold_1	25070587	25075089	+	4503	1425
random1146	HD2_scaffold_9	12011108	12019173	+	8066	2686
random1147	HD2_scaffold_8	3637646	3651582	+	13937	4685
random1148	HD2_scaffold_2	21949609	21960069	+	10461	2876
random1149	HD2_scaffold_1	2090623	2092159	+	1537	396
random1150	HD2_scaffold_3	13744395	13751258	+	6864	2357
random1151	HD2_scaffold_10	9875354	9882709	+	7356	2605
random1152	HD2_scaffold_6	7521557	7531882	+	10326	3354
random1153	HD2_scaffold_5	14008294	14016023	+	7730	2324
random1154	HD2_scaffold_5	3045261	3051179	+	5919	2014
random1155	HD2_scaffold_8	9230	13925	+	4696	18323
random1156	HD2_scaffold_1	10143074	10147195	+	4122	1371
random1157	HD2_scaffold_9	5381851	5385212	+	3362	1149
random1158	HD2_scaffold_7	6918615	6923071	+	4457	1473
random1159	HD2_scaffold_2	21284887	21289060	+	4174	1409
random1160	HD2_scaffold_56	7256	13762	+	6507	2298
random1161	HD2_scaffold_9	10292988	10302177	+	9190	2924
random1162	HD2_scaffold_9	8176115	8183818	+	7704	2539
random1163	HD2_scaffold_4	8933694	8939595	+	5902	2005
random1164	HD2_scaffold_1	1616235	1620590	+	4356	1395
random1165	HD2_scaffold_3	11498596	11503292	+	4697	1610
random1166	HD2_scaffold_8	10724871	10728705	+	3835	1257
random1167	HD2_scaffold_7	3396310	3401296	+	4987	1537
random1168	HD2_scaffold_2	15364527	15369722	+	5196	1837
random1169	HD2_scaffold_1	3391485	3399400	+	7916	3132
random1170	HD2_scaffold_9	7323278	7326434	+	3157	1135
random1171	HD2_scaffold_1	6257921	6262288	+	4368	1361
random1172	HD2_scaffold_2	11664765	11670113	+	5349	1803
random1173	HD2_scaffold_1	8072258	8082271	+	10014	3331
random1174	HD2_scaffold_2	15180805	15184512	+	3708	848
random1175	HD2_scaffold_8	11643951	11648564	+	4614	1470
random1176	HD2_scaffold_3	13815086	13818795	+	3710	1399
random1177	HD2_scaffold_8	6357666	6362683	+	5018	1668
random1178	HD2_scaffold_3	15069783	15073446	+	3664	1323
random1179	HD2_scaffold_3	19846813	19850550	+	3738	1064
random1180	HD2_scaffold_2	474389	480175	+	5787	1798
random1181	HD2_scaffold_54	37896	43160	+	5265	1222
random1182	HD2_scaffold_3	13258998	13263106	+	4109	1641
random1183	HD2_scaffold_11	255415	259573	+	4159	1460
random1184	HD2_scaffold_7	1297959	1302136	+	4178	1138
random1185	HD2_scaffold_6	12985877	12988885	+	3009	1036
random1186	HD2_scaffold_11	6755248	6760078	+	4831	1397
random1187	HD2_scaffold_3	2374301	2378464	+	4164	1435
random1188	HD2_scaffold_3	4029014	4038686	+	9673	2954
random1189	HD2_scaffold_3	15319115	15323554	+	4440	1441
random1190	HD2_scaffold_1	1980938	1988890	+	7953	2501
random1191	HD2_scaffold_9	5931241	5933291	+	2051	693
random1192	HD2_scaffold_10	5949412	5953625	+	4214	1468
random1193	HD2_scaffold_3	14570560	14576316	+	5757	4750
random1194	HD2_scaffold_8	7337364	7340857	+	3494	1129
random1195	HD2_scaffold_2	15685541	15703432	+	17892	5932
random1196	HD2_scaffold_11	1959655	1974425	+	14771	4916
random1197	HD2_scaffold_9	11539449	11543567	+	4119	1090
random1198	HD2_scaffold_4	12983608	12987609	+	4002	1399
random1199	HD2_scaffold_6	1282793	1286863	+	4071	1328
random1200	HD2_scaffold_1	7979007	7992719	+	13713	4648
random1201	HD2_scaffold_4	9354155	9358657	+	4503	1498
random1202	HD2_scaffold_8	8216272	8224337	+	8066	2344
random1203	HD2_scaffold_3	11027177	11041113	+	13937	4120
random1204	HD2_scaffold_8	12188771	12199231	+	10461	2960
random1205	HD2_scaffold_2	8533655	8535191	+	1537	580
random1206	HD2_scaffold_3	20778027	20784890	+	6864	2362
random1207	HD2_scaffold_9	6206833	6214188	+	7356	2493
random1208	HD2_scaffold_1	1760825	1771150	+	10326	2108
random1209	HD2_scaffold_1	3012717	3020446	+	7730	2947
random1210	HD2_scaffold_6	10964753	10970671	+	5919	1906
random1211	HD2_scaffold_3	2531630	2536325	+	4696	1530
random1212	HD2_scaffold_3	2420430	2424551	+	4122	1514
random1213	HD2_scaffold_5	1931070	1934431	+	3362	1203
random1214	HD2_scaffold_3	19261067	19265523	+	4457	809
random1215	HD2_scaffold_2	20873038	20877211	+	4174	1523
random1216	HD2_scaffold_6	12360650	12367156	+	6507	2378
random1217	HD2_scaffold_7	5208422	5217611	+	9190	2876
random1218	HD2_scaffold_3	3230252	3237955	+	7704	2464
random1219	HD2_scaffold_3	9499067	9504968	+	5902	2109
random1220	HD2_scaffold_2	1200632	1204987	+	4356	560
random1221	HD2_scaffold_10	11436589	11441285	+	4697	1517
random1222	HD2_scaffold_1	28970351	28974185	+	3835	1109
random1223	HD2_scaffold_4	12753163	12758149	+	4987	1430
random1224	HD2_scaffold_607	284	5479	+	5196	845
random1225	HD2_scaffold_1	19782421	19790336	+	7916	2573
random1226	HD2_scaffold_5	13302867	13306023	+	3157	960
random1227	HD2_scaffold_2	16739986	16744353	+	4368	1577
random1228	HD2_scaffold_6	3541010	3546358	+	5349	1842
random1229	HD2_scaffold_1	17257631	17267644	+	10014	3297
random1230	HD2_scaffold_1	24879408	24883115	+	3708	1254
random1231	HD2_scaffold_11	682075	686688	+	4614	1455
random1232	HD2_scaffold_4	15575066	15578775	+	3710	1226
random1233	HD2_scaffold_1	28518241	28523258	+	5018	1700
random1234	HD2_scaffold_4	9638771	9642434	+	3664	1292
random1235	HD2_scaffold_5	5788263	5792000	+	3738	1329
random1236	HD2_scaffold_4	13965470	13971256	+	5787	1938
random1237	HD2_scaffold_2	907157	912421	+	5265	1736
random1238	HD2_scaffold_2	3778598	3782706	+	4109	1342
random1239	HD2_scaffold_1	5093826	5097984	+	4159	1393
random1240	HD2_scaffold_3	3166637	3170814	+	4178	1376
random1241	HD2_scaffold_1	7409883	7412891	+	3009	596
random1242	HD2_scaffold_12	3854821	3859651	+	4831	1414
random1243	HD2_scaffold_5	8829355	8833518	+	4164	1387
random1244	HD2_scaffold_9	4648208	4657880	+	9673	3269
random1245	HD2_scaffold_1	14612143	14616582	+	4440	1682
random1246	HD2_scaffold_9	677821	685773	+	7953	2443
random1247	HD2_scaffold_3	3584225	3586275	+	2051	827
random1248	HD2_scaffold_3	4294039	4298252	+	4214	1453
random1249	HD2_scaffold_5	12840919	12846675	+	5757	2018
random1250	HD2_scaffold_7	6753759	6757252	+	3494	1284
random1251	HD2_scaffold_7	8072746	8090637	+	17892	5776
random1252	HD2_scaffold_2	2905011	2919781	+	14771	4562
random1253	HD2_scaffold_8	12333658	12337776	+	4119	1458
random1254	HD2_scaffold_1	14701709	14705710	+	4002	1380
random1255	HD2_scaffold_6	10374390	10378460	+	4071	1399
random1256	HD2_scaffold_1	1516498	1530210	+	13713	3363
random1257	HD2_scaffold_9	1582284	1586786	+	4503	1472
random1258	HD2_scaffold_10	1548772	1556837	+	8066	2264
random1259	HD2_scaffold_11	879879	893815	+	13937	4411
random1260	HD2_scaffold_1	8988965	8999425	+	10461	3456
random1261	HD2_scaffold_9	696545	698081	+	1537	533
random1262	HD2_scaffold_2	221242	228105	+	6864	2211
random1263	HD2_scaffold_1	23049875	23057230	+	7356	2460
random1264	HD2_scaffold_2	18741225	18751550	+	10326	3142
random1265	HD2_scaffold_5	10090842	10098571	+	7730	2560
random1266	HD2_scaffold_4	3524208	3530126	+	5919	1921
random1267	HD2_scaffold_6	4146097	4150792	+	4696	1571
random1268	HD2_scaffold_2	2373577	2377698	+	4122	1348
random1269	HD2_scaffold_2	20018634	20021995	+	3362	1156
random1270	HD2_scaffold_4	8819672	8824128	+	4457	1607
random1271	HD2_scaffold_3	20024711	20028884	+	4174	1308
random1272	HD2_scaffold_3	17343932	17350438	+	6507	2314
random1273	HD2_scaffold_1	18165208	18174397	+	9190	2960
random1274	HD2_scaffold_2	3303980	3311683	+	7704	2313
random1275	HD2_scaffold_6	5951287	5957188	+	5902	2040
random1276	HD2_scaffold_8	5170259	5174614	+	4356	1446
random1277	HD2_scaffold_5	14481977	14486673	+	4697	1207
random1278	HD2_scaffold_2	1043257	1047091	+	3835	802
random1279	HD2_scaffold_8	3844738	3849724	+	4987	1735
random1280	HD2_scaffold_4	12312013	12317208	+	5196	1761
random1281	HD2_scaffold_7	3116309	3124224	+	7916	2772
random1282	HD2_scaffold_3	14989835	14992991	+	3157	1165
random1283	HD2_scaffold_4	6639698	6644065	+	4368	1614
random1284	HD2_scaffold_7	11386650	11391998	+	5349	1913
random1285	HD2_scaffold_1	14495719	14505732	+	10014	3275
random1286	HD2_scaffold_1	3298747	3302454	+	3708	1242
random1287	HD2_scaffold_8	5173835	5178448	+	4614	1523
random1288	HD2_scaffold_2	8927191	8930900	+	3710	1353
random1289	HD2_scaffold_8	1043160	1048177	+	5018	1654
random1290	HD2_scaffold_9	5912319	5915982	+	3664	1347
random1291	HD2_scaffold_1	6939367	6943104	+	3738	1236
random1292	HD2_scaffold_2	17865542	17871328	+	5787	1899
random1293	HD2_scaffold_1	22232569	22237833	+	5265	1899
random1294	HD2_scaffold_4	4541810	4545918	+	4109	1311
random1295	HD2_scaffold_4	9445254	9449412	+	4159	1392
random1296	HD2_scaffold_5	5626108	5630285	+	4178	1626
random1297	HD2_scaffold_2	7763329	7766337	+	3009	982
random1298	HD2_scaffold_10	1123329	1128159	+	4831	1221
random1299	HD2_scaffold_7	10411122	10415285	+	4164	1504
random1300	HD2_scaffold_7	1340632	1350304	+	9673	3298
random1301	HD2_scaffold_8	1023597	1028036	+	4440	1539
random1302	HD2_scaffold_7	5389700	5397652	+	7953	2479
random1303	HD2_scaffold_8	3857646	3859696	+	2051	840
random1304	HD2_scaffold_5	5432344	5436557	+	4214	1516
random1305	HD2_scaffold_11	4115184	4120940	+	5757	1909
random1306	HD2_scaffold_12	5307926	5311419	+	3494	583
random1307	HD2_scaffold_3	11067353	11085244	+	17892	5541
random1308	HD2_scaffold_1	24958565	24973335	+	14771	4710
random1309	HD2_scaffold_6	12298528	12302646	+	4119	1264
random1310	HD2_scaffold_7	10588789	10592790	+	4002	1381
random1311	HD2_scaffold_3	19592627	19596697	+	4071	1336
random1312	HD2_scaffold_4	15250580	15264292	+	13713	4145
random1313	HD2_scaffold_1	20367598	20372100	+	4503	1554
random1314	HD2_scaffold_6	8575656	8583721	+	8066	2695
random1315	HD2_scaffold_3	7243331	7257267	+	13937	4502
random1316	HD2_scaffold_5	2494715	2505175	+	10461	3642
random1317	HD2_scaffold_1	8184628	8186164	+	1537	563
random1318	HD2_scaffold_3	14326771	14333634	+	6864	2270
random1319	HD2_scaffold_9	4821578	4828933	+	7356	2478
random1320	HD2_scaffold_12	4389445	4399770	+	10326	3193
random1321	HD2_scaffold_135	13175	20904	+	7730	1029
random1322	HD2_scaffold_8	9073471	9079389	+	5919	2395
random1323	HD2_scaffold_2	19355179	19359874	+	4696	1565
random1324	HD2_scaffold_9	4673044	4677165	+	4122	1396
random1325	HD2_scaffold_4	9434206	9437567	+	3362	1151
random1326	HD2_scaffold_9	3121628	3126084	+	4457	1595
random1327	HD2_scaffold_3	13770220	13774393	+	4174	1493
random1328	HD2_scaffold_7	4971982	4978488	+	6507	2113
random1329	HD2_scaffold_5	6613681	6622870	+	9190	3039
random1330	HD2_scaffold_8	3867149	3874852	+	7704	2685
random1331	HD2_scaffold_2	10649464	10655365	+	5902	1953
random1332	HD2_scaffold_7	14332699	14337054	+	4356	1297
random1333	HD2_scaffold_3	3240336	3245032	+	4697	1357
random1334	HD2_scaffold_1	20923080	20926914	+	3835	1241
random1335	HD2_scaffold_6	4683097	4688083	+	4987	1791
random1336	HD2_scaffold_7	1503326	1508521	+	5196	1555
random1337	HD2_scaffold_9	5023874	5031789	+	7916	2620
