# Program:featureCounts v2.0.1; Command:"featureCounts" "../GFP_4.bam" "-a" "Hd2_IVSPER2.randoms.gff" "-o" "GFP_4.Hd2_IVSPER2.randoms.counts.txt" "-t" "random loci" "-g" "locus" "-C" "-p" "-s" "0" "-O" "-T" "12" 
Geneid	Chr	Start	End	Strand	Length	../GFP_4.bam
random469	HD2_scaffold_9	2125522	2141333	+	15812	3081
random470	HD2_scaffold_7	9015923	9017839	+	1917	479
random471	HD2_scaffold_4	15720213	15722683	+	2471	421
random472	HD2_scaffold_2	1428428	1455038	+	26611	3937
random473	HD2_scaffold_56	11885	25904	+	14020	2992
random474	HD2_scaffold_7	606471	608309	+	1839	246
random475	HD2_scaffold_2	20954736	20955824	+	1089	278
random476	HD2_scaffold_9	9592708	9594435	+	1728	416
random477	HD2_scaffold_2	3100489	3102118	+	1630	318
random478	HD2_scaffold_8	10744877	10770308	+	25432	4692
random479	HD2_scaffold_7	1632149	1635403	+	3255	696
random480	HD2_scaffold_1	9646693	9662504	+	15812	2934
random481	HD2_scaffold_3	6830012	6831928	+	1917	412
random482	HD2_scaffold_9	4348663	4351133	+	2471	482
random483	HD2_scaffold_1	8219374	8245984	+	26611	5220
random484	HD2_scaffold_9	426050	440069	+	14020	2447
random485	HD2_scaffold_7	1099936	1101774	+	1839	310
random486	HD2_scaffold_1	21197685	21198773	+	1089	232
random487	HD2_scaffold_9	2689705	2691432	+	1728	339
random488	HD2_scaffold_3	13832588	13834217	+	1630	344
random489	HD2_scaffold_1	5479231	5504662	+	25432	4850
random490	HD2_scaffold_7	4417789	4421043	+	3255	574
random491	HD2_scaffold_4	6802080	6817891	+	15812	3032
random492	HD2_scaffold_5	6102802	6104718	+	1917	382
random493	HD2_scaffold_11	5285632	5288102	+	2471	483
random494	HD2_scaffold_9	471698	498308	+	26611	4749
random495	HD2_scaffold_9	6496072	6510091	+	14020	2546
random496	HD2_scaffold_2	3538091	3539929	+	1839	349
random497	HD2_scaffold_4	143149	144237	+	1089	237
random498	HD2_scaffold_3	18768662	18770389	+	1728	285
random499	HD2_scaffold_7	5925070	5926699	+	1630	316
random500	HD2_scaffold_2	18073507	18098938	+	25432	5429
random501	HD2_scaffold_9	7006764	7010018	+	3255	643
random502	HD2_scaffold_3	3181233	3197044	+	15812	2789
random503	HD2_scaffold_7	12294593	12296509	+	1917	463
random504	HD2_scaffold_12	2517457	2519927	+	2471	488
random505	HD2_scaffold_2	21347795	21374405	+	26611	5081
random506	HD2_scaffold_3	16154856	16168875	+	14020	3070
random507	HD2_scaffold_9	11415660	11417498	+	1839	288
random508	HD2_scaffold_2	6354703	6355791	+	1089	275
random509	HD2_scaffold_1	9016915	9018642	+	1728	373
random510	HD2_scaffold_3	4346103	4347732	+	1630	375
random511	HD2_scaffold_2	12982702	13008133	+	25432	4992
random512	HD2_scaffold_1	19719098	19722352	+	3255	705
random513	HD2_scaffold_6	8404395	8420206	+	15812	2937
random514	HD2_scaffold_3	18821132	18823048	+	1917	408
random515	HD2_scaffold_2	1827640	1830110	+	2471	336
random516	HD2_scaffold_6	9770399	9797009	+	26611	5030
random517	HD2_scaffold_3	16864968	16878987	+	14020	2492
random518	HD2_scaffold_6	3138534	3140372	+	1839	310
random519	HD2_scaffold_8	697137	698225	+	1089	272
random520	HD2_scaffold_3	11070416	11072143	+	1728	344
random521	HD2_scaffold_7	10559026	10560655	+	1630	360
random522	HD2_scaffold_6	4999795	5025226	+	25432	4910
random523	HD2_scaffold_1	13906925	13910179	+	3255	1645
random524	HD2_scaffold_8	10535517	10551328	+	15812	2530
random525	HD2_scaffold_3	16175699	16177615	+	1917	439
random526	HD2_scaffold_2	7189918	7192388	+	2471	491
random527	HD2_scaffold_2	10682260	10708870	+	26611	4253
random528	HD2_scaffold_3	2734797	2748816	+	14020	2733
random529	HD2_scaffold_226	3511	5349	+	1839	510
random530	HD2_scaffold_6	1138209	1139297	+	1089	95
random531	HD2_scaffold_3	20137440	20139167	+	1728	220
random532	HD2_scaffold_6	3640618	3642247	+	1630	381
random533	HD2_scaffold_10	10823433	10848864	+	25432	4490
random534	HD2_scaffold_8	3344558	3347812	+	3255	719
random535	HD2_scaffold_5	10988443	11004254	+	15812	2893
random536	HD2_scaffold_5	5576366	5578282	+	1917	387
random537	HD2_scaffold_3	18577284	18579754	+	2471	480
random538	HD2_scaffold_6	9284012	9310622	+	26611	5277
random539	HD2_scaffold_1	4673287	4687306	+	14020	2513
random540	HD2_scaffold_8	1929002	1930840	+	1839	381
random541	HD2_scaffold_8	1291301	1292389	+	1089	220
random542	HD2_scaffold_7	191124	192851	+	1728	340
random543	HD2_scaffold_12	2223595	2225224	+	1630	325
random544	HD2_scaffold_6	1324325	1349756	+	25432	3984
random545	HD2_scaffold_3	5717130	5720384	+	3255	643
random546	HD2_scaffold_7	5148571	5164382	+	15812	3111
random547	HD2_scaffold_4	9049437	9051353	+	1917	394
random548	HD2_scaffold_5	11089464	11091934	+	2471	494
random549	HD2_scaffold_2	13520520	13547130	+	26611	4973
random550	HD2_scaffold_8	8337065	8351084	+	14020	2309
random551	HD2_scaffold_1	20172732	20174570	+	1839	368
random552	HD2_scaffold_3	20448580	20449668	+	1089	128
random553	HD2_scaffold_4	11425252	11426979	+	1728	302
random554	HD2_scaffold_2	20084905	20086534	+	1630	366
random555	HD2_scaffold_1	24522683	24548114	+	25432	4748
random556	HD2_scaffold_1	7451633	7454887	+	3255	664
random557	HD2_scaffold_1	4045093	4060904	+	15812	2994
random558	HD2_scaffold_961	832	2748	+	1917	1326
random559	HD2_scaffold_1	14005428	14007898	+	2471	468
random560	HD2_scaffold_1	2299532	2326142	+	26611	3369
random561	HD2_scaffold_8	6729494	6743513	+	14020	2675
random562	HD2_scaffold_3	19379627	19381465	+	1839	275
random563	HD2_scaffold_2	18265338	18266426	+	1089	271
random564	HD2_scaffold_9	7714138	7715865	+	1728	346
random565	HD2_scaffold_1	5454082	5455711	+	1630	321
random566	HD2_scaffold_2	6096092	6121523	+	25432	4781
random567	HD2_scaffold_9	2097362	2100616	+	3255	618
random568	HD2_scaffold_8	2878259	2894070	+	15812	3167
random569	HD2_scaffold_11	5810389	5812305	+	1917	291
random570	HD2_scaffold_10	7022359	7024829	+	2471	490
random571	HD2_scaffold_6	13219552	13246162	+	26611	5104
random572	HD2_scaffold_3	20534443	20548462	+	14020	2368
random573	HD2_scaffold_3	8252889	8254727	+	1839	422
random574	HD2_scaffold_11	4728890	4729978	+	1089	226
random575	HD2_scaffold_6	9190474	9192201	+	1728	380
random576	HD2_scaffold_5	12312289	12313918	+	1630	406
random577	HD2_scaffold_12	2661119	2686550	+	25432	4282
random578	HD2_scaffold_3	1793873	1797127	+	3255	680
random579	HD2_scaffold_8	6371330	6387141	+	15812	3057
random580	HD2_scaffold_7	1239570	1241486	+	1917	419
random581	HD2_scaffold_1	18612581	18615051	+	2471	512
random582	HD2_scaffold_10	5802989	5829599	+	26611	4948
random583	HD2_scaffold_3	11181058	11195077	+	14020	2536
random584	HD2_scaffold_2	19905358	19907196	+	1839	374
random585	HD2_scaffold_10	1736971	1738059	+	1089	126
random586	HD2_scaffold_7	13802943	13804670	+	1728	402
random587	HD2_scaffold_3	15542439	15544068	+	1630	348
random588	HD2_scaffold_5	9719844	9745275	+	25432	5101
random589	HD2_scaffold_10	4331909	4335163	+	3255	715
random590	HD2_scaffold_2	709857	725668	+	15812	2215
random591	HD2_scaffold_2	17222752	17224668	+	1917	413
random592	HD2_scaffold_2	21175374	21177844	+	2471	591
random593	HD2_scaffold_6	6485910	6512520	+	26611	4926
random594	HD2_scaffold_1	23764178	23778197	+	14020	2476
random595	HD2_scaffold_2	10601693	10603531	+	1839	279
random596	HD2_scaffold_7	806204	807292	+	1089	166
random597	HD2_scaffold_10	716629	718356	+	1728	383
random598	HD2_scaffold_7	1914878	1916507	+	1630	319
random599	HD2_scaffold_4	11407315	11432746	+	25432	4799
random600	HD2_scaffold_1	27334228	27337482	+	3255	641
random601	HD2_scaffold_6	12112528	12128339	+	15812	2886
random602	HD2_scaffold_7	11891599	11893515	+	1917	444
random603	HD2_scaffold_6	13301191	13303661	+	2471	521
random604	HD2_scaffold_8	7619639	7646249	+	26611	4127
random605	HD2_scaffold_31	17053	31072	+	14020	15479
random606	HD2_scaffold_4	8954014	8955852	+	1839	346
random607	HD2_scaffold_10	7021301	7022389	+	1089	268
random608	HD2_scaffold_3	7660058	7661785	+	1728	350
random609	HD2_scaffold_7	13822651	13824280	+	1630	247
random610	HD2_scaffold_3	13564199	13589630	+	25432	4834
random611	HD2_scaffold_3	2420255	2423509	+	3255	682
random612	HD2_scaffold_5	10527266	10543077	+	15812	3073
random613	HD2_scaffold_5	10463833	10465749	+	1917	383
random614	HD2_scaffold_8	5462067	5464537	+	2471	549
random615	HD2_scaffold_4	2075079	2101689	+	26611	4827
random616	HD2_scaffold_1	4255216	4269235	+	14020	2639
random617	HD2_scaffold_10	7402042	7403880	+	1839	395
random618	HD2_scaffold_4	3560404	3561492	+	1089	247
random619	HD2_scaffold_2	18560423	18562150	+	1728	378
random620	HD2_scaffold_1	20178479	20180108	+	1630	359
random621	HD2_scaffold_4	14322582	14348013	+	25432	4191
random622	HD2_scaffold_1	15794530	15797784	+	3255	563
random623	HD2_scaffold_11	6719341	6735152	+	15812	1659
random624	HD2_scaffold_10	4535351	4537267	+	1917	450
random625	HD2_scaffold_10	3841404	3843874	+	2471	503
random626	HD2_scaffold_7	12830122	12856732	+	26611	4794
random627	HD2_scaffold_6	12985378	12999397	+	14020	2620
random628	HD2_scaffold_9	861480	863318	+	1839	385
random629	HD2_scaffold_3	9619362	9620450	+	1089	245
random630	HD2_scaffold_73	33216	34943	+	1728	402
random631	HD2_scaffold_2	2377705	2379334	+	1630	309
random632	HD2_scaffold_1	18816825	18842256	+	25432	4335
random633	HD2_scaffold_3	2060669	2063923	+	3255	663
random634	HD2_scaffold_2	10199068	10214879	+	15812	2674
random635	HD2_scaffold_121	4819	6735	+	1917	246
random636	HD2_scaffold_5	8226949	8229419	+	2471	519
random637	HD2_scaffold_10	4569929	4596539	+	26611	5276
random638	HD2_scaffold_1	2924445	2938464	+	14020	2430
random639	HD2_scaffold_8	7772889	7774727	+	1839	344
random640	HD2_scaffold_3	8098205	8099293	+	1089	262
random641	HD2_scaffold_9	3333287	3335014	+	1728	360
random642	HD2_scaffold_9	1869555	1871184	+	1630	320
random643	HD2_scaffold_5	6716699	6742130	+	25432	5100
random644	HD2_scaffold_1	15760545	15763799	+	3255	552
random645	HD2_scaffold_3	14167706	14183517	+	15812	3100
random646	HD2_scaffold_2	15940425	15942341	+	1917	439
random647	HD2_scaffold_3	16130228	16132698	+	2471	486
random648	HD2_scaffold_2	2856843	2883453	+	26611	4456
random649	HD2_scaffold_4	1757710	1771729	+	14020	2686
random650	HD2_scaffold_9	6271195	6273033	+	1839	415
random651	HD2_scaffold_6	9946418	9947506	+	1089	238
random652	HD2_scaffold_315	2405	4132	+	1728	153
random653	HD2_scaffold_3	5459897	5461526	+	1630	351
random654	HD2_scaffold_5	7329155	7354586	+	25432	4749
random655	HD2_scaffold_1	11885562	11888816	+	3255	684
random656	HD2_scaffold_1	6164115	6179926	+	15812	2961
random657	HD2_scaffold_3	19901605	19903521	+	1917	377
random658	HD2_scaffold_8	290826	293296	+	2471	425
random659	HD2_scaffold_10	5818305	5844915	+	26611	5034
random660	HD2_scaffold_1	28965621	28979640	+	14020	2077
random661	HD2_scaffold_8	8903865	8905703	+	1839	335
random662	HD2_scaffold_6	6352519	6353607	+	1089	236
random663	HD2_scaffold_2	13039467	13041194	+	1728	362
random664	HD2_scaffold_3	13995642	13997271	+	1630	409
random665	HD2_scaffold_2	11098378	11123809	+	25432	4953
random666	HD2_scaffold_8	2227440	2230694	+	3255	684
random667	HD2_scaffold_3	9670916	9686727	+	15812	2484
random668	HD2_scaffold_6	5364014	5365930	+	1917	418
random669	HD2_scaffold_10	1741557	1744027	+	2471	439
random670	HD2_scaffold_3	10595731	10622341	+	26611	5045
random671	HD2_scaffold_3	5770166	5784185	+	14020	2773
random672	HD2_scaffold_4	14246500	14248338	+	1839	262
random673	HD2_scaffold_47	26738	27826	+	1089	652
random674	HD2_scaffold_6	1971874	1973601	+	1728	307
random675	HD2_scaffold_169	15907	17536	+	1630	2259
random676	HD2_scaffold_10	6759713	6785144	+	25432	4459
random677	HD2_scaffold_1	20902634	20905888	+	3255	703
random678	HD2_scaffold_1	4201548	4217359	+	15812	3114
random679	HD2_scaffold_2	10614292	10616208	+	1917	373
random680	HD2_scaffold_8	12042894	12045364	+	2471	550
random681	HD2_scaffold_6	7164279	7190889	+	26611	4923
random682	HD2_scaffold_16	6539	20558	+	14020	3666
random683	HD2_scaffold_5	771239	773077	+	1839	421
random684	HD2_scaffold_1	28415554	28416642	+	1089	217
random685	HD2_scaffold_7	3718591	3720318	+	1728	374
random686	HD2_scaffold_1	26239480	26241109	+	1630	328
random687	HD2_scaffold_4	12646434	12671865	+	25432	4588
random688	HD2_scaffold_7	8370142	8373396	+	3255	779
random689	HD2_scaffold_5	14346260	14362071	+	15812	2179
random690	HD2_scaffold_10	2618326	2620242	+	1917	360
random691	HD2_scaffold_4	11947173	11949643	+	2471	460
random692	HD2_scaffold_12	3962618	3989228	+	26611	5329
random693	HD2_scaffold_8	3444523	3458542	+	14020	2777
random694	HD2_scaffold_1	19860958	19862796	+	1839	343
random695	HD2_scaffold_9	10680870	10681958	+	1089	255
random696	HD2_scaffold_3	8815217	8816944	+	1728	370
random697	HD2_scaffold_11	3620190	3621819	+	1630	301
random698	HD2_scaffold_1	174372	199803	+	25432	3782
random699	HD2_scaffold_8	4379632	4382886	+	3255	660
random700	HD2_scaffold_5	14271049	14286860	+	15812	2461
random701	HD2_scaffold_10	6364683	6366599	+	1917	426
random702	HD2_scaffold_2	16162715	16165185	+	2471	573
random703	HD2_scaffold_6	1810133	1836743	+	26611	3509
random704	HD2_scaffold_5	3642879	3656898	+	14020	2615
random705	HD2_scaffold_1	593849	595687	+	1839	280
random706	HD2_scaffold_7	2861934	2863022	+	1089	275
random707	HD2_scaffold_1	5310295	5312022	+	1728	382
random708	HD2_scaffold_41	42805	44434	+	1630	989
random709	HD2_scaffold_1	14278491	14303922	+	25432	4803
random710	HD2_scaffold_4	7253678	7256932	+	3255	677
random711	HD2_scaffold_1	26775313	26791124	+	15812	3201
random712	HD2_scaffold_4	12151087	12153003	+	1917	335
random713	HD2_scaffold_1	18904969	18907439	+	2471	434
random714	HD2_scaffold_2	4229241	4255851	+	26611	4597
random715	HD2_scaffold_1	25418784	25432803	+	14020	1442
random716	HD2_scaffold_6	7838711	7840549	+	1839	366
random717	HD2_scaffold_11	2550574	2551662	+	1089	285
random718	HD2_scaffold_10	7443157	7444884	+	1728	378
random719	HD2_scaffold_4	13313551	13315180	+	1630	358
random720	HD2_scaffold_5	14812122	14837553	+	25432	3037
random721	HD2_scaffold_4	9072245	9075499	+	3255	622
random722	HD2_scaffold_8	7379691	7395502	+	15812	2188
random723	HD2_scaffold_6	8815862	8817778	+	1917	394
random724	HD2_scaffold_9	2210537	2213007	+	2471	484
random725	HD2_scaffold_5	11539760	11566370	+	26611	5233
random726	HD2_scaffold_1	20515650	20529669	+	14020	2484
random727	HD2_scaffold_39	26591	28429	+	1839	937
random728	HD2_scaffold_5	9210040	9211128	+	1089	232
random729	HD2_scaffold_11	3463307	3465034	+	1728	392
random730	HD2_scaffold_10	4288409	4290038	+	1630	375
random731	HD2_scaffold_7	6253042	6278473	+	25432	4807
random732	HD2_scaffold_2	18806866	18810120	+	3255	642
random733	HD2_scaffold_47	15520	31331	+	15812	4976
random734	HD2_scaffold_3	11392411	11394327	+	1917	340
random735	HD2_scaffold_6	11015924	11018394	+	2471	479
random736	HD2_scaffold_3	19185019	19211629	+	26611	4002
random737	HD2_scaffold_2	14429862	14443881	+	14020	2751
random738	HD2_scaffold_9	9613944	9615782	+	1839	354
random739	HD2_scaffold_1	8239468	8240556	+	1089	255
random740	HD2_scaffold_579	772	2499	+	1728	537
random741	HD2_scaffold_6	7970654	7972283	+	1630	342
random742	HD2_scaffold_6	11674264	11699695	+	25432	4589
random743	HD2_scaffold_2	12162776	12166030	+	3255	697
random744	HD2_scaffold_35	33454	49265	+	15812	3880
random745	HD2_scaffold_8	10465336	10467252	+	1917	398
random746	HD2_scaffold_1	21781399	21783869	+	2471	443
random747	HD2_scaffold_6	4259413	4286023	+	26611	4586
random748	HD2_scaffold_1	23869258	23883277	+	14020	2712
random749	HD2_scaffold_9	9022782	9024620	+	1839	440
random750	HD2_scaffold_10	9510604	9511692	+	1089	219
random751	HD2_scaffold_177	9077	10804	+	1728	642
random752	HD2_scaffold_3	16337553	16339182	+	1630	359
random753	HD2_scaffold_3	14235631	14261062	+	25432	5020
random754	HD2_scaffold_12	3878698	3881952	+	3255	519
random755	HD2_scaffold_2	14787225	14803036	+	15812	3003
random756	HD2_scaffold_5	2419463	2421379	+	1917	419
random757	HD2_scaffold_8	1521337	1523807	+	2471	479
random758	HD2_scaffold_12	2706734	2733344	+	26611	4998
random759	HD2_scaffold_9	7569695	7583714	+	14020	2540
random760	HD2_scaffold_1	3015505	3017343	+	1839	415
random761	HD2_scaffold_44	19158	20246	+	1089	0
random762	HD2_scaffold_5	9575621	9577348	+	1728	381
random763	HD2_scaffold_5	4538611	4540240	+	1630	294
random764	HD2_scaffold_3	20440695	20466126	+	25432	3170
random765	HD2_scaffold_7	6431474	6434728	+	3255	650
random766	HD2_scaffold_4	4716997	4732808	+	15812	3158
random767	HD2_scaffold_3	18020092	18022008	+	1917	451
random768	HD2_scaffold_2	7615658	7618128	+	2471	599
random769	HD2_scaffold_12	2666625	2693235	+	26611	4468
random770	HD2_scaffold_3	2697410	2711429	+	14020	2716
random771	HD2_scaffold_4	6472399	6474237	+	1839	350
random772	HD2_scaffold_9	8619997	8621085	+	1089	279
random773	HD2_scaffold_8	4990644	4992371	+	1728	339
random774	HD2_scaffold_3	10276379	10278008	+	1630	322
random775	HD2_scaffold_3	12530515	12555946	+	25432	4485
random776	HD2_scaffold_2	14311697	14314951	+	3255	683
random777	HD2_scaffold_2	21463352	21479163	+	15812	3143
random778	HD2_scaffold_5	2268327	2270243	+	1917	440
random779	HD2_scaffold_6	1324651	1327121	+	2471	492
random780	HD2_scaffold_6	6197712	6224322	+	26611	4810
random781	HD2_scaffold_58	21054	35073	+	14020	12271
random782	HD2_scaffold_46	2444	4282	+	1839	170
random783	HD2_scaffold_5	3492649	3493737	+	1089	253
random784	HD2_scaffold_2	9019951	9021678	+	1728	331
random785	HD2_scaffold_6	4928026	4929655	+	1630	341
random786	HD2_scaffold_1	9641897	9667328	+	25432	4643
random787	HD2_scaffold_2	22013281	22016535	+	3255	680
random788	HD2_scaffold_7	8393906	8409717	+	15812	3026
random789	HD2_scaffold_2	17145938	17147854	+	1917	398
random790	HD2_scaffold_6	13321891	13324361	+	2471	621
random791	HD2_scaffold_3	5049313	5075923	+	26611	4968
random792	HD2_scaffold_9	6324402	6338421	+	14020	2744
random793	HD2_scaffold_5	7568542	7570380	+	1839	384
random794	HD2_scaffold_4	2091944	2093032	+	1089	192
random795	HD2_scaffold_2	8351372	8353099	+	1728	357
random796	HD2_scaffold_12	4941676	4943305	+	1630	211
random797	HD2_scaffold_6	7160485	7185916	+	25432	4906
random798	HD2_scaffold_1	24722895	24726149	+	3255	636
random799	HD2_scaffold_7	9035270	9051081	+	15812	3221
random800	HD2_scaffold_5	12658183	12660099	+	1917	420
random801	HD2_scaffold_1	12569576	12572046	+	2471	539
random802	HD2_scaffold_12	6075904	6102514	+	26611	4080
random803	HD2_scaffold_6	1166791	1180810	+	14020	1713
random804	HD2_scaffold_12	3836324	3838162	+	1839	312
random805	HD2_scaffold_5	732348	733436	+	1089	427
random806	HD2_scaffold_10	8975622	8977349	+	1728	327
random807	HD2_scaffold_7	12240412	12242041	+	1630	283
random808	HD2_scaffold_2	2155174	2180605	+	25432	4258
random809	HD2_scaffold_1	7574007	7577261	+	3255	561
random810	HD2_scaffold_8	6527983	6543794	+	15812	2997
random811	HD2_scaffold_4	3857491	3859407	+	1917	407
random812	HD2_scaffold_4	13777121	13779591	+	2471	498
random813	HD2_scaffold_3	7606429	7633039	+	26611	5466
random814	HD2_scaffold_2	10450047	10464066	+	14020	2584
random815	HD2_scaffold_6	7280062	7281900	+	1839	385
random816	HD2_scaffold_3	1496051	1497139	+	1089	287
random817	HD2_scaffold_4	4223341	4225068	+	1728	352
random818	HD2_scaffold_452	5645	7274	+	1630	463
random819	HD2_scaffold_4	11619595	11645026	+	25432	4709
random820	HD2_scaffold_1	26392902	26396156	+	3255	622
random821	HD2_scaffold_3	1555596	1571407	+	15812	3184
random822	HD2_scaffold_4	8333983	8335899	+	1917	401
random823	HD2_scaffold_5	9890672	9893142	+	2471	483
random824	HD2_scaffold_7	10825515	10852125	+	26611	5347
random825	HD2_scaffold_10	9789798	9803817	+	14020	2679
random826	HD2_scaffold_8	176292	178130	+	1839	362
random827	HD2_scaffold_9	10278656	10279744	+	1089	217
random828	HD2_scaffold_8	5458120	5459847	+	1728	386
random829	HD2_scaffold_6	9186231	9187860	+	1630	312
random830	HD2_scaffold_8	5599311	5624742	+	25432	4825
random831	HD2_scaffold_6	2648391	2651645	+	3255	704
random832	HD2_scaffold_12	3574360	3590171	+	15812	2700
random833	HD2_scaffold_445	3179	5095	+	1917	549
random834	HD2_scaffold_8	2559441	2561911	+	2471	573
random835	HD2_scaffold_5	81717	108327	+	26611	4985
random836	HD2_scaffold_7	9422511	9436530	+	14020	2651
random837	HD2_scaffold_10	1000830	1002668	+	1839	230
random838	HD2_scaffold_1	28023715	28024803	+	1089	270
random839	HD2_scaffold_10	8592715	8594442	+	1728	232
random840	HD2_scaffold_8	4692157	4693786	+	1630	342
random841	HD2_scaffold_4	7195564	7220995	+	25432	4988
random842	HD2_scaffold_10	6331459	6334713	+	3255	629
random843	HD2_scaffold_1	15993541	16009352	+	15812	2908
random844	HD2_scaffold_3	17759834	17761750	+	1917	342
random845	HD2_scaffold_3	19845968	19848438	+	2471	332
random846	HD2_scaffold_5	2089528	2116138	+	26611	4792
random847	HD2_scaffold_11	2125168	2139187	+	14020	2493
random848	HD2_scaffold_9	2328747	2330585	+	1839	452
random849	HD2_scaffold_12	4573155	4574243	+	1089	254
random850	HD2_scaffold_9	7836500	7838227	+	1728	394
random851	HD2_scaffold_8	2755643	2757272	+	1630	419
random852	HD2_scaffold_9	2051205	2076636	+	25432	4798
random853	HD2_scaffold_4	10318193	10321447	+	3255	650
random854	HD2_scaffold_3	19278876	19294687	+	15812	2583
random855	HD2_scaffold_3	20341144	20343060	+	1917	423
random856	HD2_scaffold_11	2664623	2667093	+	2471	438
random857	HD2_scaffold_7	2273353	2299963	+	26611	4613
random858	HD2_scaffold_11	5258215	5272234	+	14020	3011
random859	HD2_scaffold_4	14662047	14663885	+	1839	224
random860	HD2_scaffold_8	11134490	11135578	+	1089	150
random861	HD2_scaffold_4	699686	701413	+	1728	318
random862	HD2_scaffold_7	2868036	2869665	+	1630	368
random863	HD2_scaffold_10	10308731	10334162	+	25432	4469
random864	HD2_scaffold_11	5349732	5352986	+	3255	551
random865	HD2_scaffold_3	13083708	13099519	+	15812	2797
random866	HD2_scaffold_1	1120835	1122751	+	1917	87
random867	HD2_scaffold_9	6350242	6352712	+	2471	495
random868	HD2_scaffold_14	90534	117144	+	26611	14934
random869	HD2_scaffold_9	1668519	1682538	+	14020	2803
random870	HD2_scaffold_3	15048371	15050209	+	1839	392
random871	HD2_scaffold_6	5684734	5685822	+	1089	236
random872	HD2_scaffold_9	6486026	6487753	+	1728	294
random873	HD2_scaffold_3	2419698	2421327	+	1630	359
random874	HD2_scaffold_4	9155631	9181062	+	25432	4915
random875	HD2_scaffold_10	1226816	1230070	+	3255	588
random876	HD2_scaffold_6	10905675	10921486	+	15812	2613
random877	HD2_scaffold_6	6066303	6068219	+	1917	420
random878	HD2_scaffold_5	14087242	14089712	+	2471	1548
random879	HD2_scaffold_6	3976350	4002960	+	26611	5021
random880	HD2_scaffold_6	7651610	7665629	+	14020	2771
random881	HD2_scaffold_6	10762088	10763926	+	1839	404
random882	HD2_scaffold_952	720	1808	+	1089	68
random883	HD2_scaffold_3	11759461	11761188	+	1728	363
random884	HD2_scaffold_8	9598336	9599965	+	1630	312
random885	HD2_scaffold_3	14301596	14327027	+	25432	4989
random886	HD2_scaffold_10	11081244	11084498	+	3255	503
random887	HD2_scaffold_9	11950016	11965827	+	15812	2923
random888	HD2_scaffold_5	613683	615599	+	1917	364
random889	HD2_scaffold_11	4696019	4698489	+	2471	438
random890	HD2_scaffold_4	13046795	13073405	+	26611	5054
random891	HD2_scaffold_10	6313021	6327040	+	14020	2804
random892	HD2_scaffold_2	11304087	11305925	+	1839	353
random893	HD2_scaffold_7	1177689	1178777	+	1089	191
random894	HD2_scaffold_5	1838213	1839940	+	1728	437
random895	HD2_scaffold_1	11460019	11461648	+	1630	313
random896	HD2_scaffold_2	4756174	4781605	+	25432	4531
random897	HD2_scaffold_9	363629	366883	+	3255	585
random898	HD2_scaffold_2	8790231	8806042	+	15812	3067
random899	HD2_scaffold_4	11860225	11862141	+	1917	304
random900	HD2_scaffold_12	6271337	6273807	+	2471	296
random901	HD2_scaffold_54	9477	36087	+	26611	5650
random902	HD2_scaffold_3	10148557	10162576	+	14020	2558
random903	HD2_scaffold_4	3015495	3017333	+	1839	396
random904	HD2_scaffold_3	2700395	2701483	+	1089	252
random905	HD2_scaffold_5	12226527	12228254	+	1728	283
random906	HD2_scaffold_6	8869895	8871524	+	1630	351
random907	HD2_scaffold_6	12901353	12926784	+	25432	4838
random908	HD2_scaffold_1	1852009	1855263	+	3255	556
random909	HD2_scaffold_7	8609831	8625642	+	15812	3024
random910	HD2_scaffold_9	9913190	9915106	+	1917	492
random911	HD2_scaffold_12	1380237	1382707	+	2471	451
random912	HD2_scaffold_5	14875437	14902047	+	26611	3855
random913	HD2_scaffold_1	15147975	15161994	+	14020	2593
random914	HD2_scaffold_12	4050471	4052309	+	1839	295
random915	HD2_scaffold_11	4472169	4473257	+	1089	217
random916	HD2_scaffold_6	12207690	12209417	+	1728	351
random917	HD2_scaffold_6	1098723	1100352	+	1630	292
random918	HD2_scaffold_7	12596185	12621616	+	25432	4737
random919	HD2_scaffold_1	17540400	17543654	+	3255	590
random920	HD2_scaffold_3	16444590	16460401	+	15812	3108
random921	HD2_scaffold_4	7695844	7697760	+	1917	395
random922	HD2_scaffold_8	4057381	4059851	+	2471	494
random923	HD2_scaffold_9	2519237	2545847	+	26611	5095
random924	HD2_scaffold_2	11012144	11026163	+	14020	2671
random925	HD2_scaffold_2	8755639	8757477	+	1839	402
random926	HD2_scaffold_12	4554193	4555281	+	1089	201
random927	HD2_scaffold_2	1684419	1686146	+	1728	182
random928	HD2_scaffold_7	12785211	12786840	+	1630	341
random929	HD2_scaffold_11	5856382	5881813	+	25432	3523
random930	HD2_scaffold_12	4142872	4146126	+	3255	631
random931	HD2_scaffold_2	13291375	13307186	+	15812	3070
random932	HD2_scaffold_7	13234563	13236479	+	1917	393
random933	HD2_scaffold_7	9932862	9935332	+	2471	590
random934	HD2_scaffold_11	5920017	5946627	+	26611	3774
random935	HD2_scaffold_10	847188	861207	+	14020	2138
random936	HD2_scaffold_10	6752981	6754819	+	1839	391
random937	HD2_scaffold_10	8798687	8799775	+	1089	243
random938	HD2_scaffold_5	10809398	10811125	+	1728	368
random939	HD2_scaffold_10	4660815	4662444	+	1630	338
random940	HD2_scaffold_3	2097110	2122541	+	25432	4779
random941	HD2_scaffold_2	5123635	5126889	+	3255	760
random942	HD2_scaffold_6	6257461	6273272	+	15812	2892
