# Program:featureCounts v2.0.1; Command:"featureCounts" "../St3.bam" "-a" "Hd2_IVSPER2.randoms.gff" "-o" "St3.Hd2_IVSPER2.randoms.counts.txt" "-t" "random loci" "-g" "locus" "-C" "-p" "-s" "0" "-O" "-T" "12" 
Geneid	Chr	Start	End	Strand	Length	../St3.bam
random460	HD2_scaffold_7	9385537	9388007	+	2471	2509
random461	HD2_scaffold_3	9878901	9905511	+	26611	24739
random462	HD2_scaffold_6	12076760	12090779	+	14020	15377
random463	HD2_scaffold_3	8339769	8341607	+	1839	1998
random464	HD2_scaffold_9	11123333	11124421	+	1089	470
random465	HD2_scaffold_11	5888111	5889838	+	1728	1623
random466	HD2_scaffold_11	389211	390840	+	1630	1496
random467	HD2_scaffold_8	3137328	3162759	+	25432	22857
random468	HD2_scaffold_5	5847516	5850770	+	3255	3110
random469	HD2_scaffold_9	2125522	2141333	+	15812	14246
random470	HD2_scaffold_7	9015923	9017839	+	1917	2198
random471	HD2_scaffold_4	15720213	15722683	+	2471	2790
random472	HD2_scaffold_2	1428428	1455038	+	26611	21355
random473	HD2_scaffold_56	11885	25904	+	14020	15582
random474	HD2_scaffold_7	606471	608309	+	1839	1321
random475	HD2_scaffold_2	20954736	20955824	+	1089	1233
random476	HD2_scaffold_9	9592708	9594435	+	1728	1865
random477	HD2_scaffold_2	3100489	3102118	+	1630	1581
random478	HD2_scaffold_8	10744877	10770308	+	25432	23012
random479	HD2_scaffold_7	1632149	1635403	+	3255	3216
random480	HD2_scaffold_1	9646693	9662504	+	15812	14288
random481	HD2_scaffold_3	6830012	6831928	+	1917	1955
random482	HD2_scaffold_9	4348663	4351133	+	2471	2235
random483	HD2_scaffold_1	8219374	8245984	+	26611	25237
random484	HD2_scaffold_9	426050	440069	+	14020	13368
random485	HD2_scaffold_7	1099936	1101774	+	1839	1824
random486	HD2_scaffold_1	21197685	21198773	+	1089	1116
random487	HD2_scaffold_9	2689705	2691432	+	1728	1573
random488	HD2_scaffold_3	13832588	13834217	+	1630	1930
random489	HD2_scaffold_1	5479231	5504662	+	25432	24747
random490	HD2_scaffold_7	4417789	4421043	+	3255	2986
random491	HD2_scaffold_4	6802080	6817891	+	15812	15538
random492	HD2_scaffold_5	6102802	6104718	+	1917	2074
random493	HD2_scaffold_11	5285632	5288102	+	2471	2432
random494	HD2_scaffold_9	471698	498308	+	26611	25067
random495	HD2_scaffold_9	6496072	6510091	+	14020	11944
random496	HD2_scaffold_2	3538091	3539929	+	1839	1934
random497	HD2_scaffold_4	143149	144237	+	1089	1273
random498	HD2_scaffold_3	18768662	18770389	+	1728	1496
random499	HD2_scaffold_7	5925070	5926699	+	1630	1758
random500	HD2_scaffold_2	18073507	18098938	+	25432	27324
random501	HD2_scaffold_9	7006764	7010018	+	3255	3500
random502	HD2_scaffold_3	3181233	3197044	+	15812	14007
random503	HD2_scaffold_7	12294593	12296509	+	1917	2510
random504	HD2_scaffold_12	2517457	2519927	+	2471	2413
random505	HD2_scaffold_2	21347795	21374405	+	26611	25310
random506	HD2_scaffold_3	16154856	16168875	+	14020	15522
random507	HD2_scaffold_9	11415660	11417498	+	1839	1835
random508	HD2_scaffold_2	6354703	6355791	+	1089	1508
random509	HD2_scaffold_1	9016915	9018642	+	1728	1759
random510	HD2_scaffold_3	4346103	4347732	+	1630	1776
random511	HD2_scaffold_2	12982702	13008133	+	25432	23682
random512	HD2_scaffold_1	19719098	19722352	+	3255	3338
random513	HD2_scaffold_6	8404395	8420206	+	15812	14840
random514	HD2_scaffold_3	18821132	18823048	+	1917	1897
random515	HD2_scaffold_2	1827640	1830110	+	2471	1868
random516	HD2_scaffold_6	9770399	9797009	+	26611	23895
random517	HD2_scaffold_3	16864968	16878987	+	14020	12555
random518	HD2_scaffold_6	3138534	3140372	+	1839	1757
random519	HD2_scaffold_8	697137	698225	+	1089	1140
random520	HD2_scaffold_3	11070416	11072143	+	1728	1865
random521	HD2_scaffold_7	10559026	10560655	+	1630	1635
random522	HD2_scaffold_6	4999795	5025226	+	25432	24265
random523	HD2_scaffold_1	13906925	13910179	+	3255	8490
random524	HD2_scaffold_8	10535517	10551328	+	15812	13333
random525	HD2_scaffold_3	16175699	16177615	+	1917	2138
random526	HD2_scaffold_2	7189918	7192388	+	2471	2487
random527	HD2_scaffold_2	10682260	10708870	+	26611	24307
random528	HD2_scaffold_3	2734797	2748816	+	14020	12692
random529	HD2_scaffold_226	3511	5349	+	1839	1870
random530	HD2_scaffold_6	1138209	1139297	+	1089	769
random531	HD2_scaffold_3	20137440	20139167	+	1728	1223
random532	HD2_scaffold_6	3640618	3642247	+	1630	1740
random533	HD2_scaffold_10	10823433	10848864	+	25432	22144
random534	HD2_scaffold_8	3344558	3347812	+	3255	3498
random535	HD2_scaffold_5	10988443	11004254	+	15812	14324
random536	HD2_scaffold_5	5576366	5578282	+	1917	2047
random537	HD2_scaffold_3	18577284	18579754	+	2471	2357
random538	HD2_scaffold_6	9284012	9310622	+	26611	25075
random539	HD2_scaffold_1	4673287	4687306	+	14020	13144
random540	HD2_scaffold_8	1929002	1930840	+	1839	1980
random541	HD2_scaffold_8	1291301	1292389	+	1089	1150
random542	HD2_scaffold_7	191124	192851	+	1728	1863
random543	HD2_scaffold_12	2223595	2225224	+	1630	1726
random544	HD2_scaffold_6	1324325	1349756	+	25432	21937
random545	HD2_scaffold_3	5717130	5720384	+	3255	3730
random546	HD2_scaffold_7	5148571	5164382	+	15812	14856
random547	HD2_scaffold_4	9049437	9051353	+	1917	1860
random548	HD2_scaffold_5	11089464	11091934	+	2471	2626
random549	HD2_scaffold_2	13520520	13547130	+	26611	25771
random550	HD2_scaffold_8	8337065	8351084	+	14020	13193
random551	HD2_scaffold_1	20172732	20174570	+	1839	1995
random552	HD2_scaffold_3	20448580	20449668	+	1089	604
random553	HD2_scaffold_4	11425252	11426979	+	1728	1742
random554	HD2_scaffold_2	20084905	20086534	+	1630	1765
random555	HD2_scaffold_1	24522683	24548114	+	25432	23665
random556	HD2_scaffold_1	7451633	7454887	+	3255	3219
random557	HD2_scaffold_1	4045093	4060904	+	15812	14200
random558	HD2_scaffold_961	832	2748	+	1917	6450
random559	HD2_scaffold_1	14005428	14007898	+	2471	2505
random560	HD2_scaffold_1	2299532	2326142	+	26611	17027
random561	HD2_scaffold_8	6729494	6743513	+	14020	12904
random562	HD2_scaffold_3	19379627	19381465	+	1839	1567
random563	HD2_scaffold_2	18265338	18266426	+	1089	1388
random564	HD2_scaffold_9	7714138	7715865	+	1728	1902
random565	HD2_scaffold_1	5454082	5455711	+	1630	1618
random566	HD2_scaffold_2	6096092	6121523	+	25432	23444
random567	HD2_scaffold_9	2097362	2100616	+	3255	3206
random568	HD2_scaffold_8	2878259	2894070	+	15812	19444
random569	HD2_scaffold_11	5810389	5812305	+	1917	1916
random570	HD2_scaffold_10	7022359	7024829	+	2471	2564
random571	HD2_scaffold_6	13219552	13246162	+	26611	25550
random572	HD2_scaffold_3	20534443	20548462	+	14020	11917
random573	HD2_scaffold_3	8252889	8254727	+	1839	2308
random574	HD2_scaffold_11	4728890	4729978	+	1089	1226
random575	HD2_scaffold_6	9190474	9192201	+	1728	1806
random576	HD2_scaffold_5	12312289	12313918	+	1630	2101
random577	HD2_scaffold_12	2661119	2686550	+	25432	23154
random578	HD2_scaffold_3	1793873	1797127	+	3255	3379
random579	HD2_scaffold_8	6371330	6387141	+	15812	15393
random580	HD2_scaffold_7	1239570	1241486	+	1917	1919
random581	HD2_scaffold_1	18612581	18615051	+	2471	2388
random582	HD2_scaffold_10	5802989	5829599	+	26611	24530
random583	HD2_scaffold_3	11181058	11195077	+	14020	12222
random584	HD2_scaffold_2	19905358	19907196	+	1839	2145
random585	HD2_scaffold_10	1736971	1738059	+	1089	1043
random586	HD2_scaffold_7	13802943	13804670	+	1728	2258
random587	HD2_scaffold_3	15542439	15544068	+	1630	1660
random588	HD2_scaffold_5	9719844	9745275	+	25432	24730
random589	HD2_scaffold_10	4331909	4335163	+	3255	3272
random590	HD2_scaffold_2	709857	725668	+	15812	12625
random591	HD2_scaffold_2	17222752	17224668	+	1917	1843
random592	HD2_scaffold_2	21175374	21177844	+	2471	2474
random593	HD2_scaffold_6	6485910	6512520	+	26611	24197
random594	HD2_scaffold_1	23764178	23778197	+	14020	12820
random595	HD2_scaffold_2	10601693	10603531	+	1839	1806
random596	HD2_scaffold_7	806204	807292	+	1089	842
random597	HD2_scaffold_10	716629	718356	+	1728	2153
random598	HD2_scaffold_7	1914878	1916507	+	1630	1557
random599	HD2_scaffold_4	11407315	11432746	+	25432	23744
random600	HD2_scaffold_1	27334228	27337482	+	3255	3196
random601	HD2_scaffold_6	12112528	12128339	+	15812	14548
random602	HD2_scaffold_7	11891599	11893515	+	1917	2083
random603	HD2_scaffold_6	13301191	13303661	+	2471	2628
random604	HD2_scaffold_8	7619639	7646249	+	26611	21742
random605	HD2_scaffold_31	17053	31072	+	14020	79224
random606	HD2_scaffold_4	8954014	8955852	+	1839	1734
random607	HD2_scaffold_10	7021301	7022389	+	1089	1268
random608	HD2_scaffold_3	7660058	7661785	+	1728	1894
random609	HD2_scaffold_7	13822651	13824280	+	1630	1456
random610	HD2_scaffold_3	13564199	13589630	+	25432	23861
random611	HD2_scaffold_3	2420255	2423509	+	3255	3452
random612	HD2_scaffold_5	10527266	10543077	+	15812	14248
random613	HD2_scaffold_5	10463833	10465749	+	1917	1881
random614	HD2_scaffold_8	5462067	5464537	+	2471	2497
random615	HD2_scaffold_4	2075079	2101689	+	26611	25677
random616	HD2_scaffold_1	4255216	4269235	+	14020	12844
random617	HD2_scaffold_10	7402042	7403880	+	1839	2001
random618	HD2_scaffold_4	3560404	3561492	+	1089	1155
random619	HD2_scaffold_2	18560423	18562150	+	1728	1711
random620	HD2_scaffold_1	20178479	20180108	+	1630	1710
random621	HD2_scaffold_4	14322582	14348013	+	25432	21979
random622	HD2_scaffold_1	15794530	15797784	+	3255	2950
random623	HD2_scaffold_11	6719341	6735152	+	15812	7252
random624	HD2_scaffold_10	4535351	4537267	+	1917	1914
random625	HD2_scaffold_10	3841404	3843874	+	2471	2460
random626	HD2_scaffold_7	12830122	12856732	+	26611	23738
random627	HD2_scaffold_6	12985378	12999397	+	14020	13371
random628	HD2_scaffold_9	861480	863318	+	1839	1963
random629	HD2_scaffold_3	9619362	9620450	+	1089	1184
random630	HD2_scaffold_73	33216	34943	+	1728	2226
random631	HD2_scaffold_2	2377705	2379334	+	1630	1671
random632	HD2_scaffold_1	18816825	18842256	+	25432	21796
random633	HD2_scaffold_3	2060669	2063923	+	3255	3350
random634	HD2_scaffold_2	10199068	10214879	+	15812	13865
random635	HD2_scaffold_121	4819	6735	+	1917	1454
random636	HD2_scaffold_5	8226949	8229419	+	2471	3344
random637	HD2_scaffold_10	4569929	4596539	+	26611	26199
random638	HD2_scaffold_1	2924445	2938464	+	14020	13038
random639	HD2_scaffold_8	7772889	7774727	+	1839	1692
random640	HD2_scaffold_3	8098205	8099293	+	1089	1253
random641	HD2_scaffold_9	3333287	3335014	+	1728	1880
random642	HD2_scaffold_9	1869555	1871184	+	1630	1739
random643	HD2_scaffold_5	6716699	6742130	+	25432	25859
random644	HD2_scaffold_1	15760545	15763799	+	3255	3109
random645	HD2_scaffold_3	14167706	14183517	+	15812	15203
random646	HD2_scaffold_2	15940425	15942341	+	1917	2055
random647	HD2_scaffold_3	16130228	16132698	+	2471	2554
random648	HD2_scaffold_2	2856843	2883453	+	26611	22848
random649	HD2_scaffold_4	1757710	1771729	+	14020	13020
random650	HD2_scaffold_9	6271195	6273033	+	1839	1852
random651	HD2_scaffold_6	9946418	9947506	+	1089	1241
random652	HD2_scaffold_315	2405	4132	+	1728	1655
random653	HD2_scaffold_3	5459897	5461526	+	1630	1697
random654	HD2_scaffold_5	7329155	7354586	+	25432	23069
random655	HD2_scaffold_1	11885562	11888816	+	3255	2961
random656	HD2_scaffold_1	6164115	6179926	+	15812	14244
random657	HD2_scaffold_3	19901605	19903521	+	1917	1933
random658	HD2_scaffold_8	290826	293296	+	2471	2275
random659	HD2_scaffold_10	5818305	5844915	+	26611	25367
random660	HD2_scaffold_1	28965621	28979640	+	14020	11520
random661	HD2_scaffold_8	8903865	8905703	+	1839	1802
random662	HD2_scaffold_6	6352519	6353607	+	1089	1308
random663	HD2_scaffold_2	13039467	13041194	+	1728	1788
random664	HD2_scaffold_3	13995642	13997271	+	1630	1720
random665	HD2_scaffold_2	11098378	11123809	+	25432	25752
random666	HD2_scaffold_8	2227440	2230694	+	3255	3400
random667	HD2_scaffold_3	9670916	9686727	+	15812	14254
random668	HD2_scaffold_6	5364014	5365930	+	1917	2614
random669	HD2_scaffold_10	1741557	1744027	+	2471	2268
random670	HD2_scaffold_3	10595731	10622341	+	26611	23775
random671	HD2_scaffold_3	5770166	5784185	+	14020	13885
random672	HD2_scaffold_4	14246500	14248338	+	1839	1502
random673	HD2_scaffold_47	26738	27826	+	1089	3175
random674	HD2_scaffold_6	1971874	1973601	+	1728	1614
random675	HD2_scaffold_169	15907	17536	+	1630	11796
random676	HD2_scaffold_10	6759713	6785144	+	25432	22291
random677	HD2_scaffold_1	20902634	20905888	+	3255	3333
random678	HD2_scaffold_1	4201548	4217359	+	15812	14428
random679	HD2_scaffold_2	10614292	10616208	+	1917	2199
random680	HD2_scaffold_8	12042894	12045364	+	2471	2682
random681	HD2_scaffold_6	7164279	7190889	+	26611	25392
random682	HD2_scaffold_16	6539	20558	+	14020	21533
random683	HD2_scaffold_5	771239	773077	+	1839	2155
random684	HD2_scaffold_1	28415554	28416642	+	1089	1178
random685	HD2_scaffold_7	3718591	3720318	+	1728	1905
random686	HD2_scaffold_1	26239480	26241109	+	1630	1681
random687	HD2_scaffold_4	12646434	12671865	+	25432	23492
random688	HD2_scaffold_7	8370142	8373396	+	3255	3186
random689	HD2_scaffold_5	14346260	14362071	+	15812	11547
random690	HD2_scaffold_10	2618326	2620242	+	1917	1954
random691	HD2_scaffold_4	11947173	11949643	+	2471	2391
random692	HD2_scaffold_12	3962618	3989228	+	26611	29371
random693	HD2_scaffold_8	3444523	3458542	+	14020	14360
random694	HD2_scaffold_1	19860958	19862796	+	1839	1877
random695	HD2_scaffold_9	10680870	10681958	+	1089	1219
random696	HD2_scaffold_3	8815217	8816944	+	1728	1762
random697	HD2_scaffold_11	3620190	3621819	+	1630	1750
random698	HD2_scaffold_1	174372	199803	+	25432	20341
random699	HD2_scaffold_8	4379632	4382886	+	3255	3217
random700	HD2_scaffold_5	14271049	14286860	+	15812	13702
random701	HD2_scaffold_10	6364683	6366599	+	1917	2141
random702	HD2_scaffold_2	16162715	16165185	+	2471	3185
random703	HD2_scaffold_6	1810133	1836743	+	26611	19346
random704	HD2_scaffold_5	3642879	3656898	+	14020	12256
random705	HD2_scaffold_1	593849	595687	+	1839	1740
random706	HD2_scaffold_7	2861934	2863022	+	1089	1230
random707	HD2_scaffold_1	5310295	5312022	+	1728	1876
random708	HD2_scaffold_41	42805	44434	+	1630	5137
random709	HD2_scaffold_1	14278491	14303922	+	25432	23197
random710	HD2_scaffold_4	7253678	7256932	+	3255	3929
random711	HD2_scaffold_1	26775313	26791124	+	15812	14200
random712	HD2_scaffold_4	12151087	12153003	+	1917	1735
random713	HD2_scaffold_1	18904969	18907439	+	2471	2564
random714	HD2_scaffold_2	4229241	4255851	+	26611	22572
random715	HD2_scaffold_1	25418784	25432803	+	14020	7952
random716	HD2_scaffold_6	7838711	7840549	+	1839	1813
random717	HD2_scaffold_11	2550574	2551662	+	1089	1810
random718	HD2_scaffold_10	7443157	7444884	+	1728	1767
random719	HD2_scaffold_4	13313551	13315180	+	1630	1740
random720	HD2_scaffold_5	14812122	14837553	+	25432	17405
random721	HD2_scaffold_4	9072245	9075499	+	3255	3113
random722	HD2_scaffold_8	7379691	7395502	+	15812	12352
random723	HD2_scaffold_6	8815862	8817778	+	1917	2212
random724	HD2_scaffold_9	2210537	2213007	+	2471	2499
random725	HD2_scaffold_5	11539760	11566370	+	26611	28628
random726	HD2_scaffold_1	20515650	20529669	+	14020	12324
random727	HD2_scaffold_39	26591	28429	+	1839	4308
random728	HD2_scaffold_5	9210040	9211128	+	1089	1288
random729	HD2_scaffold_11	3463307	3465034	+	1728	2173
random730	HD2_scaffold_10	4288409	4290038	+	1630	1666
random731	HD2_scaffold_7	6253042	6278473	+	25432	22956
random732	HD2_scaffold_2	18806866	18810120	+	3255	3110
random733	HD2_scaffold_47	15520	31331	+	15812	25526
random734	HD2_scaffold_3	11392411	11394327	+	1917	1748
random735	HD2_scaffold_6	11015924	11018394	+	2471	2658
random736	HD2_scaffold_3	19185019	19211629	+	26611	22048
random737	HD2_scaffold_2	14429862	14443881	+	14020	13437
random738	HD2_scaffold_9	9613944	9615782	+	1839	1800
random739	HD2_scaffold_1	8239468	8240556	+	1089	1193
random740	HD2_scaffold_579	772	2499	+	1728	2213
random741	HD2_scaffold_6	7970654	7972283	+	1630	1686
random742	HD2_scaffold_6	11674264	11699695	+	25432	21646
random743	HD2_scaffold_2	12162776	12166030	+	3255	3359
random744	HD2_scaffold_35	33454	49265	+	15812	19884
random745	HD2_scaffold_8	10465336	10467252	+	1917	1991
random746	HD2_scaffold_1	21781399	21783869	+	2471	2424
random747	HD2_scaffold_6	4259413	4286023	+	26611	22077
random748	HD2_scaffold_1	23869258	23883277	+	14020	12859
random749	HD2_scaffold_9	9022782	9024620	+	1839	1838
random750	HD2_scaffold_10	9510604	9511692	+	1089	1264
random751	HD2_scaffold_177	9077	10804	+	1728	3053
random752	HD2_scaffold_3	16337553	16339182	+	1630	1633
random753	HD2_scaffold_3	14235631	14261062	+	25432	24218
random754	HD2_scaffold_12	3878698	3881952	+	3255	2852
random755	HD2_scaffold_2	14787225	14803036	+	15812	15326
random756	HD2_scaffold_5	2419463	2421379	+	1917	2055
random757	HD2_scaffold_8	1521337	1523807	+	2471	2367
random758	HD2_scaffold_12	2706734	2733344	+	26611	27380
random759	HD2_scaffold_9	7569695	7583714	+	14020	12395
random760	HD2_scaffold_1	3015505	3017343	+	1839	1876
random761	HD2_scaffold_44	19158	20246	+	1089	0
random762	HD2_scaffold_5	9575621	9577348	+	1728	1926
random763	HD2_scaffold_5	4538611	4540240	+	1630	1799
random764	HD2_scaffold_3	20440695	20466126	+	25432	17180
random765	HD2_scaffold_7	6431474	6434728	+	3255	3043
random766	HD2_scaffold_4	4716997	4732808	+	15812	15733
random767	HD2_scaffold_3	18020092	18022008	+	1917	1868
random768	HD2_scaffold_2	7615658	7618128	+	2471	2604
random769	HD2_scaffold_12	2666625	2693235	+	26611	23505
random770	HD2_scaffold_3	2697410	2711429	+	14020	12815
random771	HD2_scaffold_4	6472399	6474237	+	1839	1945
random772	HD2_scaffold_9	8619997	8621085	+	1089	1170
random773	HD2_scaffold_8	4990644	4992371	+	1728	1831
random774	HD2_scaffold_3	10276379	10278008	+	1630	1620
random775	HD2_scaffold_3	12530515	12555946	+	25432	23186
random776	HD2_scaffold_2	14311697	14314951	+	3255	3230
random777	HD2_scaffold_2	21463352	21479163	+	15812	17684
random778	HD2_scaffold_5	2268327	2270243	+	1917	2010
random779	HD2_scaffold_6	1324651	1327121	+	2471	3032
random780	HD2_scaffold_6	6197712	6224322	+	26611	24992
random781	HD2_scaffold_58	21054	35073	+	14020	66958
random782	HD2_scaffold_46	2444	4282	+	1839	827
random783	HD2_scaffold_5	3492649	3493737	+	1089	1263
random784	HD2_scaffold_2	9019951	9021678	+	1728	1734
random785	HD2_scaffold_6	4928026	4929655	+	1630	1958
random786	HD2_scaffold_1	9641897	9667328	+	25432	22910
random787	HD2_scaffold_2	22013281	22016535	+	3255	3374
random788	HD2_scaffold_7	8393906	8409717	+	15812	15379
random789	HD2_scaffold_2	17145938	17147854	+	1917	1949
random790	HD2_scaffold_6	13321891	13324361	+	2471	2788
random791	HD2_scaffold_3	5049313	5075923	+	26611	24432
random792	HD2_scaffold_9	6324402	6338421	+	14020	12839
random793	HD2_scaffold_5	7568542	7570380	+	1839	1989
random794	HD2_scaffold_4	2091944	2093032	+	1089	1182
random795	HD2_scaffold_2	8351372	8353099	+	1728	1851
random796	HD2_scaffold_12	4941676	4943305	+	1630	1249
random797	HD2_scaffold_6	7160485	7185916	+	25432	25089
random798	HD2_scaffold_1	24722895	24726149	+	3255	3260
random799	HD2_scaffold_7	9035270	9051081	+	15812	15609
random800	HD2_scaffold_5	12658183	12660099	+	1917	2038
random801	HD2_scaffold_1	12569576	12572046	+	2471	3522
random802	HD2_scaffold_12	6075904	6102514	+	26611	22521
random803	HD2_scaffold_6	1166791	1180810	+	14020	10055
random804	HD2_scaffold_12	3836324	3838162	+	1839	1820
random805	HD2_scaffold_5	732348	733436	+	1089	2293
random806	HD2_scaffold_10	8975622	8977349	+	1728	1501
random807	HD2_scaffold_7	12240412	12242041	+	1630	1660
random808	HD2_scaffold_2	2155174	2180605	+	25432	21211
random809	HD2_scaffold_1	7574007	7577261	+	3255	2856
random810	HD2_scaffold_8	6527983	6543794	+	15812	14879
random811	HD2_scaffold_4	3857491	3859407	+	1917	2089
random812	HD2_scaffold_4	13777121	13779591	+	2471	2560
random813	HD2_scaffold_3	7606429	7633039	+	26611	25824
random814	HD2_scaffold_2	10450047	10464066	+	14020	11721
random815	HD2_scaffold_6	7280062	7281900	+	1839	1843
random816	HD2_scaffold_3	1496051	1497139	+	1089	1208
random817	HD2_scaffold_4	4223341	4225068	+	1728	1765
random818	HD2_scaffold_452	5645	7274	+	1630	2185
random819	HD2_scaffold_4	11619595	11645026	+	25432	23874
random820	HD2_scaffold_1	26392902	26396156	+	3255	3193
random821	HD2_scaffold_3	1555596	1571407	+	15812	15766
random822	HD2_scaffold_4	8333983	8335899	+	1917	2035
random823	HD2_scaffold_5	9890672	9893142	+	2471	2563
random824	HD2_scaffold_7	10825515	10852125	+	26611	25834
random825	HD2_scaffold_10	9789798	9803817	+	14020	13277
random826	HD2_scaffold_8	176292	178130	+	1839	1894
random827	HD2_scaffold_9	10278656	10279744	+	1089	1159
random828	HD2_scaffold_8	5458120	5459847	+	1728	1780
random829	HD2_scaffold_6	9186231	9187860	+	1630	1628
random830	HD2_scaffold_8	5599311	5624742	+	25432	24887
random831	HD2_scaffold_6	2648391	2651645	+	3255	3150
random832	HD2_scaffold_12	3574360	3590171	+	15812	13648
random833	HD2_scaffold_445	3179	5095	+	1917	3046
random834	HD2_scaffold_8	2559441	2561911	+	2471	2544
random835	HD2_scaffold_5	81717	108327	+	26611	25897
random836	HD2_scaffold_7	9422511	9436530	+	14020	13554
random837	HD2_scaffold_10	1000830	1002668	+	1839	1515
random838	HD2_scaffold_1	28023715	28024803	+	1089	1309
random839	HD2_scaffold_10	8592715	8594442	+	1728	1576
random840	HD2_scaffold_8	4692157	4693786	+	1630	1686
random841	HD2_scaffold_4	7195564	7220995	+	25432	26722
random842	HD2_scaffold_10	6331459	6334713	+	3255	3299
random843	HD2_scaffold_1	15993541	16009352	+	15812	14305
random844	HD2_scaffold_3	17759834	17761750	+	1917	2301
random845	HD2_scaffold_3	19845968	19848438	+	2471	2353
random846	HD2_scaffold_5	2089528	2116138	+	26611	24265
random847	HD2_scaffold_11	2125168	2139187	+	14020	12920
random848	HD2_scaffold_9	2328747	2330585	+	1839	2307
random849	HD2_scaffold_12	4573155	4574243	+	1089	1549
random850	HD2_scaffold_9	7836500	7838227	+	1728	1973
random851	HD2_scaffold_8	2755643	2757272	+	1630	3124
random852	HD2_scaffold_9	2051205	2076636	+	25432	22720
random853	HD2_scaffold_4	10318193	10321447	+	3255	3409
random854	HD2_scaffold_3	19278876	19294687	+	15812	14747
random855	HD2_scaffold_3	20341144	20343060	+	1917	1976
random856	HD2_scaffold_11	2664623	2667093	+	2471	2187
random857	HD2_scaffold_7	2273353	2299963	+	26611	22230
random858	HD2_scaffold_11	5258215	5272234	+	14020	16698
random859	HD2_scaffold_4	14662047	14663885	+	1839	1134
random860	HD2_scaffold_8	11134490	11135578	+	1089	910
random861	HD2_scaffold_4	699686	701413	+	1728	1644
random862	HD2_scaffold_7	2868036	2869665	+	1630	1770
random863	HD2_scaffold_10	10308731	10334162	+	25432	23504
random864	HD2_scaffold_11	5349732	5352986	+	3255	3136
random865	HD2_scaffold_3	13083708	13099519	+	15812	14031
random866	HD2_scaffold_1	1120835	1122751	+	1917	788
random867	HD2_scaffold_9	6350242	6352712	+	2471	2052
random868	HD2_scaffold_14	90534	117144	+	26611	77109
random869	HD2_scaffold_9	1668519	1682538	+	14020	13648
random870	HD2_scaffold_3	15048371	15050209	+	1839	1913
random871	HD2_scaffold_6	5684734	5685822	+	1089	1287
random872	HD2_scaffold_9	6486026	6487753	+	1728	1309
random873	HD2_scaffold_3	2419698	2421327	+	1630	1927
random874	HD2_scaffold_4	9155631	9181062	+	25432	23098
random875	HD2_scaffold_10	1226816	1230070	+	3255	2866
random876	HD2_scaffold_6	10905675	10921486	+	15812	13577
random877	HD2_scaffold_6	6066303	6068219	+	1917	2184
random878	HD2_scaffold_5	14087242	14089712	+	2471	5099
random879	HD2_scaffold_6	3976350	4002960	+	26611	24822
random880	HD2_scaffold_6	7651610	7665629	+	14020	13512
random881	HD2_scaffold_6	10762088	10763926	+	1839	2081
random882	HD2_scaffold_952	720	1808	+	1089	362
random883	HD2_scaffold_3	11759461	11761188	+	1728	1762
random884	HD2_scaffold_8	9598336	9599965	+	1630	1705
random885	HD2_scaffold_3	14301596	14327027	+	25432	24522
random886	HD2_scaffold_10	11081244	11084498	+	3255	2657
random887	HD2_scaffold_9	11950016	11965827	+	15812	15393
random888	HD2_scaffold_5	613683	615599	+	1917	1919
random889	HD2_scaffold_11	4696019	4698489	+	2471	2280
random890	HD2_scaffold_4	13046795	13073405	+	26611	25447
random891	HD2_scaffold_10	6313021	6327040	+	14020	13180
random892	HD2_scaffold_2	11304087	11305925	+	1839	1872
random893	HD2_scaffold_7	1177689	1178777	+	1089	1036
random894	HD2_scaffold_5	1838213	1839940	+	1728	1904
random895	HD2_scaffold_1	11460019	11461648	+	1630	1570
random896	HD2_scaffold_2	4756174	4781605	+	25432	24739
random897	HD2_scaffold_9	363629	366883	+	3255	2955
random898	HD2_scaffold_2	8790231	8806042	+	15812	14468
random899	HD2_scaffold_4	11860225	11862141	+	1917	1796
random900	HD2_scaffold_12	6271337	6273807	+	2471	1609
random901	HD2_scaffold_54	9477	36087	+	26611	33642
random902	HD2_scaffold_3	10148557	10162576	+	14020	12688
random903	HD2_scaffold_4	3015495	3017333	+	1839	1975
random904	HD2_scaffold_3	2700395	2701483	+	1089	1154
random905	HD2_scaffold_5	12226527	12228254	+	1728	1387
random906	HD2_scaffold_6	8869895	8871524	+	1630	1725
random907	HD2_scaffold_6	12901353	12926784	+	25432	24540
random908	HD2_scaffold_1	1852009	1855263	+	3255	2690
random909	HD2_scaffold_7	8609831	8625642	+	15812	14676
random910	HD2_scaffold_9	9913190	9915106	+	1917	2545
random911	HD2_scaffold_12	1380237	1382707	+	2471	2595
random912	HD2_scaffold_5	14875437	14902047	+	26611	21502
random913	HD2_scaffold_1	15147975	15161994	+	14020	12760
random914	HD2_scaffold_12	4050471	4052309	+	1839	1708
random915	HD2_scaffold_11	4472169	4473257	+	1089	1103
random916	HD2_scaffold_6	12207690	12209417	+	1728	1924
random917	HD2_scaffold_6	1098723	1100352	+	1630	1908
random918	HD2_scaffold_7	12596185	12621616	+	25432	23724
random919	HD2_scaffold_1	17540400	17543654	+	3255	3218
random920	HD2_scaffold_3	16444590	16460401	+	15812	14224
random921	HD2_scaffold_4	7695844	7697760	+	1917	2030
random922	HD2_scaffold_8	4057381	4059851	+	2471	2598
random923	HD2_scaffold_9	2519237	2545847	+	26611	26828
