# Program:featureCounts v2.0.1; Command:"featureCounts" "../St1.bam" "-a" "Hd2_EVErep.randoms.gff" "-o" "St1.Hd2_EVErep.randoms.counts.txt" "-t" "random loci" "-g" "locus" "-C" "-p" "-s" "0" "-O" "-T" "12" 
Geneid	Chr	Start	End	Strand	Length	../St1.bam
random1596	HD2_scaffold_12	3674731	3685191	+	10461	22091
random1597	HD2_scaffold_6	12827033	12828569	+	1537	3957
random1598	HD2_scaffold_12	4793639	4800502	+	6864	14682
random1599	HD2_scaffold_6	7261257	7268612	+	7356	19026
random1600	HD2_scaffold_8	9621786	9632111	+	10326	33394
random1601	HD2_scaffold_5	4197070	4204799	+	7730	18400
random1602	HD2_scaffold_6	6299626	6305544	+	5919	14902
random1603	HD2_scaffold_10	5095938	5100633	+	4696	12107
random1604	HD2_scaffold_3	8846139	8850260	+	4122	11078
random1605	HD2_scaffold_6	5251902	5255263	+	3362	8701
random1606	HD2_scaffold_9	7611443	7615899	+	4457	10222
random1607	HD2_scaffold_1	8854962	8859135	+	4174	11128
random1608	HD2_scaffold_6	3895911	3902417	+	6507	16150
random1609	HD2_scaffold_1	23817366	23826555	+	9190	21470
random1610	HD2_scaffold_4	5378387	5386090	+	7704	18805
random1611	HD2_scaffold_1	24465767	24471668	+	5902	12109
random1612	HD2_scaffold_4	9760655	9765010	+	4356	10736
random1613	HD2_scaffold_3	18158076	18162772	+	4697	11472
random1614	HD2_scaffold_5	10895421	10899255	+	3835	10095
random1615	HD2_scaffold_2	4757164	4762150	+	4987	14119
random1616	HD2_scaffold_12	5947569	5952764	+	5196	4080
random1617	HD2_scaffold_8	11284421	11292336	+	7916	21264
random1618	HD2_scaffold_1	5728393	5731549	+	3157	7828
random1619	HD2_scaffold_10	6041752	6046119	+	4368	10534
random1620	HD2_scaffold_6	9530533	9535881	+	5349	13297
random1621	HD2_scaffold_1	12332002	12342015	+	10014	23195
random1622	HD2_scaffold_2	14726064	14729771	+	3708	9204
random1623	HD2_scaffold_1	3713042	3717655	+	4614	12090
random1624	HD2_scaffold_1	3008378	3012087	+	3710	9084
random1625	HD2_scaffold_4	11899067	11904084	+	5018	12165
random1626	HD2_scaffold_12	3597090	3600753	+	3664	8862
random1627	HD2_scaffold_97	9231	12968	+	3738	6052
random1628	HD2_scaffold_8	1928159	1933945	+	5787	13872
random1629	HD2_scaffold_9	11431452	11436716	+	5265	7706
random1630	HD2_scaffold_3	609448	613556	+	4109	9081
random1631	HD2_scaffold_5	8260574	8264732	+	4159	30418
random1632	HD2_scaffold_3	9877911	9882088	+	4178	9817
random1633	HD2_scaffold_12	5550314	5553322	+	3009	7415
random1634	HD2_scaffold_1	26833726	26838556	+	4831	12165
random1635	HD2_scaffold_12	2804289	2808452	+	4164	9505
random1636	HD2_scaffold_8	7544047	7553719	+	9673	21891
random1637	HD2_scaffold_8	7130505	7134944	+	4440	10548
random1638	HD2_scaffold_2	9541985	9549937	+	7953	21782
random1639	HD2_scaffold_6	4958409	4960459	+	2051	5330
random1640	HD2_scaffold_11	283642	287855	+	4214	9969
random1641	HD2_scaffold_3	3357067	3362823	+	5757	15114
random1642	HD2_scaffold_10	1791244	1794737	+	3494	8307
random1643	HD2_scaffold_9	5883552	5901443	+	17892	41556
random1644	HD2_scaffold_5	14854381	14869151	+	14771	32354
random1645	HD2_scaffold_3	2821773	2825891	+	4119	9972
random1646	HD2_scaffold_10	10015378	10019379	+	4002	9342
random1647	HD2_scaffold_7	1896955	1901025	+	4071	9245
random1648	HD2_scaffold_1	10724063	10737775	+	13713	33161
random1649	HD2_scaffold_11	5377431	5381933	+	4503	11008
random1650	HD2_scaffold_11	1398928	1406993	+	8066	15855
random1651	HD2_scaffold_1	12184087	12198023	+	13937	34027
random1652	HD2_scaffold_5	8783453	8793913	+	10461	25245
random1653	HD2_scaffold_4	7750213	7751749	+	1537	4229
random1654	HD2_scaffold_1	7607871	7614734	+	6864	16651
random1655	HD2_scaffold_9	9093815	9101170	+	7356	16436
random1656	HD2_scaffold_8	10077885	10088210	+	10326	22321
random1657	HD2_scaffold_1	11581742	11589471	+	7730	18038
random1658	HD2_scaffold_1	8991016	8996934	+	5919	14726
random1659	HD2_scaffold_6	12900184	12904879	+	4696	11544
random1660	HD2_scaffold_2	8678861	8682982	+	4122	10351
random1661	HD2_scaffold_7	679287	682648	+	3362	7271
random1662	HD2_scaffold_5	8244639	8249095	+	4457	11596
random1663	HD2_scaffold_11	710894	715067	+	4174	10346
random1664	HD2_scaffold_6	11441151	11447657	+	6507	16039
random1665	HD2_scaffold_9	10955429	10964618	+	9190	21010
random1666	HD2_scaffold_3	20818833	20826536	+	7704	14260
random1667	HD2_scaffold_9	11860086	11865987	+	5902	12892
random1668	HD2_scaffold_4	3845332	3849687	+	4356	11018
random1669	HD2_scaffold_2	17050086	17054782	+	4697	12265
random1670	HD2_scaffold_12	4175996	4179830	+	3835	12059
random1671	HD2_scaffold_5	12224095	12229081	+	4987	10977
random1672	HD2_scaffold_2	7314837	7320032	+	5196	13301
random1673	HD2_scaffold_10	4529734	4537649	+	7916	18452
random1674	HD2_scaffold_1	16566992	16570148	+	3157	8212
random1675	HD2_scaffold_1	2776187	2780554	+	4368	10796
random1676	HD2_scaffold_11	3621481	3626829	+	5349	13741
random1677	HD2_scaffold_3	5021574	5031587	+	10014	29432
random1678	HD2_scaffold_1	21658323	21662030	+	3708	8873
random1679	HD2_scaffold_1	12433243	12437856	+	4614	11259
random1680	HD2_scaffold_5	1902128	1905837	+	3710	9185
random1681	HD2_scaffold_7	8228935	8233952	+	5018	12893
random1682	HD2_scaffold_9	9920258	9923921	+	3664	8089
random1683	HD2_scaffold_7	12425809	12429546	+	3738	9938
random1684	HD2_scaffold_2	22024750	22030536	+	5787	14531
random1685	HD2_scaffold_3	4868130	4873394	+	5265	12013
random1686	HD2_scaffold_7	5552101	5556209	+	4109	10373
random1687	HD2_scaffold_2	135084	139242	+	4159	11035
random1688	HD2_scaffold_4	15432090	15436267	+	4178	9020
random1689	HD2_scaffold_8	1482187	1485195	+	3009	8011
random1690	HD2_scaffold_4	5869868	5874698	+	4831	11814
random1691	HD2_scaffold_10	9132293	9136456	+	4164	11018
random1692	HD2_scaffold_12	1227291	1236963	+	9673	21438
random1693	HD2_scaffold_11	2534502	2538941	+	4440	10540
random1694	HD2_scaffold_3	189474	197426	+	7953	19384
random1695	HD2_scaffold_16	74268	76318	+	2051	4878
random1696	HD2_scaffold_11	5814093	5818306	+	4214	7614
random1697	HD2_scaffold_2	15175942	15181698	+	5757	14573
random1698	HD2_scaffold_1	27349704	27353197	+	3494	9090
random1699	HD2_scaffold_2	925611	943502	+	17892	30338
random1700	HD2_scaffold_4	12940036	12954806	+	14771	34411
random1701	HD2_scaffold_6	5851048	5855166	+	4119	10093
random1702	HD2_scaffold_1	22934483	22938484	+	4002	19128
random1703	HD2_scaffold_4	14056896	14060966	+	4071	8107
random1704	HD2_scaffold_1	28916892	28930604	+	13713	36321
random1705	HD2_scaffold_5	8050612	8055114	+	4503	10664
random1706	HD2_scaffold_2	8136613	8144678	+	8066	19945
random1707	HD2_scaffold_9	942568	956504	+	13937	32149
random1708	HD2_scaffold_4	11315899	11326359	+	10461	24912
random1709	HD2_scaffold_5	15035388	15036924	+	1537	2225
random1710	HD2_scaffold_9	9504278	9511141	+	6864	15760
random1711	HD2_scaffold_1	19364530	19371885	+	7356	17174
random1712	HD2_scaffold_12	5617705	5628030	+	10326	21914
random1713	HD2_scaffold_3	20373729	20381458	+	7730	11037
random1714	HD2_scaffold_8	3449100	3455018	+	5919	13307
random1715	HD2_scaffold_6	13454670	13459365	+	4696	12128
random1716	HD2_scaffold_10	8961668	8965789	+	4122	10287
random1717	HD2_scaffold_4	9472439	9475800	+	3362	8582
random1718	HD2_scaffold_8	12291581	12296037	+	4457	11197
random1719	HD2_scaffold_4	3512717	3516890	+	4174	11079
random1720	HD2_scaffold_5	7839225	7845731	+	6507	15856
random1721	HD2_scaffold_2	17432555	17441744	+	9190	23002
random1722	HD2_scaffold_3	4375231	4382934	+	7704	17524
random1723	HD2_scaffold_3	5929310	5935211	+	5902	14797
random1724	HD2_scaffold_2	12706267	12710622	+	4356	10515
random1725	HD2_scaffold_5	1615056	1619752	+	4697	11400
random1726	HD2_scaffold_3	14935513	14939347	+	3835	9900
random1727	HD2_scaffold_3	14712118	14717104	+	4987	13461
random1728	HD2_scaffold_7	9434690	9439885	+	5196	13636
random1729	HD2_scaffold_5	15156233	15164148	+	7916	8673
random1730	HD2_scaffold_11	6847500	6850656	+	3157	8243
random1731	HD2_scaffold_2	2050265	2054632	+	4368	10322
random1732	HD2_scaffold_2	16730385	16735733	+	5349	12843
random1733	HD2_scaffold_8	1273707	1283720	+	10014	25812
random1734	HD2_scaffold_3	16485491	16489198	+	3708	9997
random1735	HD2_scaffold_5	2090973	2095586	+	4614	11532
random1736	HD2_scaffold_6	11997623	12001332	+	3710	10088
random1737	HD2_scaffold_155	11890	16907	+	5018	8604
random1738	HD2_scaffold_5	12982410	12986073	+	3664	8299
random1739	HD2_scaffold_7	7667789	7671526	+	3738	9086
random1740	HD2_scaffold_10	4001141	4006927	+	5787	14098
random1741	HD2_scaffold_1	22632875	22638139	+	5265	13692
random1742	HD2_scaffold_11	4095875	4099983	+	4109	16300
random1743	HD2_scaffold_5	219141	223299	+	4159	10633
random1744	HD2_scaffold_4	4367913	4372090	+	4178	10868
random1745	HD2_scaffold_1	4128896	4131904	+	3009	7581
random1746	HD2_scaffold_5	10309845	10314675	+	4831	12588
random1747	HD2_scaffold_12	6343101	6347264	+	4164	10482
random1748	HD2_scaffold_8	8353294	8362966	+	9673	21321
random1749	HD2_scaffold_10	9099821	9104260	+	4440	11684
random1750	HD2_scaffold_9	7028331	7036283	+	7953	18265
random1751	HD2_scaffold_11	1644370	1646420	+	2051	4561
random1752	HD2_scaffold_1	5696299	5700512	+	4214	10502
random1753	HD2_scaffold_4	4436536	4442292	+	5757	15081
random1754	HD2_scaffold_5	11130419	11133912	+	3494	8208
random1755	HD2_scaffold_4	15652300	15670191	+	17892	42490
random1756	HD2_scaffold_6	2749632	2764402	+	14771	35226
random1757	HD2_scaffold_9	4423577	4427695	+	4119	10245
random1758	HD2_scaffold_1	4480629	4484630	+	4002	9635
random1759	HD2_scaffold_3	13782173	13786243	+	4071	9841
random1760	HD2_scaffold_145	13597	27309	+	13713	30283
random1761	HD2_scaffold_11	551511	556013	+	4503	10460
random1762	HD2_scaffold_8	4203112	4211177	+	8066	19428
random1763	HD2_scaffold_7	2175542	2189478	+	13937	30477
random1764	HD2_scaffold_10	5068253	5078713	+	10461	26076
random1765	HD2_scaffold_7	317230	318766	+	1537	4208
random1766	HD2_scaffold_3	19088322	19095185	+	6864	17199
random1767	HD2_scaffold_10	333181	340536	+	7356	14530
random1768	HD2_scaffold_2	6963704	6974029	+	10326	23753
random1769	HD2_scaffold_8	8744034	8751763	+	7730	19095
random1770	HD2_scaffold_3	1113983	1119901	+	5919	14419
random1771	HD2_scaffold_10	3220856	3225551	+	4696	11978
random1772	HD2_scaffold_7	4632153	4636274	+	4122	10751
random1773	HD2_scaffold_8	2090039	2093400	+	3362	7766
random1774	HD2_scaffold_7	9502669	9507125	+	4457	12139
random1775	HD2_scaffold_7	751478	755651	+	4174	8514
random1776	HD2_scaffold_2	19356352	19362858	+	6507	15988
random1777	HD2_scaffold_5	2340914	2350103	+	9190	23390
random1778	HD2_scaffold_1	27564814	27572517	+	7704	19752
random1779	HD2_scaffold_8	1312700	1318601	+	5902	15806
random1780	HD2_scaffold_5	4095788	4100143	+	4356	10856
random1781	HD2_scaffold_6	1202039	1206735	+	4697	9967
random1782	HD2_scaffold_10	10077458	10081292	+	3835	9863
random1783	HD2_scaffold_2	20398343	20403329	+	4987	12397
random1784	HD2_scaffold_3	5276455	5281650	+	5196	13106
random1785	HD2_scaffold_9	3765358	3773273	+	7916	18214
random1786	HD2_scaffold_7	11161828	11164984	+	3157	7645
random1787	HD2_scaffold_7	4194610	4198977	+	4368	11145
random1788	HD2_scaffold_3	7497892	7503240	+	5349	13465
random1789	HD2_scaffold_2	11065480	11075493	+	10014	25781
random1790	HD2_scaffold_10	8203650	8207357	+	3708	8531
random1791	HD2_scaffold_5	11282612	11287225	+	4614	12460
random1792	HD2_scaffold_1	28992727	28996436	+	3710	8541
random1793	HD2_scaffold_6	5680030	5685047	+	5018	11579
random1794	HD2_scaffold_2	9175786	9179449	+	3664	8683
random1795	HD2_scaffold_1	28197437	28201174	+	3738	8362
random1796	HD2_scaffold_330	7090	12876	+	5787	29689
random1797	HD2_scaffold_1	12572917	12578181	+	5265	13255
random1798	HD2_scaffold_9	8143978	8148086	+	4109	10066
random1799	HD2_scaffold_7	1748472	1752630	+	4159	9723
random1800	HD2_scaffold_9	8735182	8739359	+	4178	9318
random1801	HD2_scaffold_3	11303273	11306281	+	3009	6329
random1802	HD2_scaffold_1	17905299	17910129	+	4831	11233
random1803	HD2_scaffold_4	7289617	7293780	+	4164	10052
random1804	HD2_scaffold_12	4369562	4379234	+	9673	23813
random1805	HD2_scaffold_9	1796055	1800494	+	4440	10891
random1806	HD2_scaffold_4	14729628	14737580	+	7953	15893
random1807	HD2_scaffold_1	5640624	5642674	+	2051	5667
random1808	HD2_scaffold_2	7586158	7590371	+	4214	10695
random1809	HD2_scaffold_5	1875080	1880836	+	5757	14608
random1810	HD2_scaffold_6	6683072	6686565	+	3494	9977
random1811	HD2_scaffold_3	2913471	2931362	+	17892	41509
random1812	HD2_scaffold_4	14075819	14090589	+	14771	25485
random1813	HD2_scaffold_9	236286	240404	+	4119	13126
random1814	HD2_scaffold_1	26272142	26276143	+	4002	7743
random1815	HD2_scaffold_5	4657287	4661357	+	4071	10355
random1816	HD2_scaffold_2	8692681	8706393	+	13713	33635
random1817	HD2_scaffold_9	6526510	6531012	+	4503	10544
random1818	HD2_scaffold_4	11942708	11950773	+	8066	18497
random1819	HD2_scaffold_11	2763395	2777331	+	13937	29370
random1820	HD2_scaffold_2	20115212	20125672	+	10461	25609
random1821	HD2_scaffold_6	376799	378335	+	1537	3927
random1822	HD2_scaffold_3	5505029	5511892	+	6864	15874
random1823	HD2_scaffold_2	17956654	17964009	+	7356	16674
random1824	HD2_scaffold_1	19056531	19066856	+	10326	26485
random1825	HD2_scaffold_8	4063546	4071275	+	7730	18142
random1826	HD2_scaffold_4	11480393	11486311	+	5919	14990
random1827	HD2_scaffold_6	3613268	3617963	+	4696	10729
random1828	HD2_scaffold_5	6597378	6601499	+	4122	9860
random1829	HD2_scaffold_6	9530329	9533690	+	3362	8604
random1830	HD2_scaffold_3	19976552	19981008	+	4457	9623
random1831	HD2_scaffold_3	20577427	20581600	+	4174	9842
random1832	HD2_scaffold_1	24181411	24187917	+	6507	16289
random1833	HD2_scaffold_2	19155390	19164579	+	9190	21111
random1834	HD2_scaffold_7	1120109	1127812	+	7704	16785
random1835	HD2_scaffold_3	12332458	12338359	+	5902	14913
random1836	HD2_scaffold_7	1824714	1829069	+	4356	10546
random1837	HD2_scaffold_6	6207096	6211792	+	4697	11391
random1838	HD2_scaffold_11	2295889	2299723	+	3835	9407
random1839	HD2_scaffold_11	3010947	3015933	+	4987	12606
random1840	HD2_scaffold_12	4002478	4007673	+	5196	12037
random1841	HD2_scaffold_1	23423642	23431557	+	7916	18147
random1842	HD2_scaffold_9	11404071	11407227	+	3157	7431
random1843	HD2_scaffold_10	11518671	11523038	+	4368	5986
random1844	HD2_scaffold_7	7560833	7566181	+	5349	12995
random1845	HD2_scaffold_3	11417521	11427534	+	10014	22403
random1846	HD2_scaffold_2	6895744	6899451	+	3708	8611
random1847	HD2_scaffold_9	8253383	8257996	+	4614	10555
random1848	HD2_scaffold_5	13044387	13048096	+	3710	9690
random1849	HD2_scaffold_3	16496768	16501785	+	5018	12971
random1850	HD2_scaffold_8	6303620	6307283	+	3664	9682
random1851	HD2_scaffold_4	14763563	14767300	+	3738	7572
random1852	HD2_scaffold_1	20784771	20790557	+	5787	15675
random1853	HD2_scaffold_3	18082532	18087796	+	5265	12801
random1854	HD2_scaffold_1	17755521	17759629	+	4109	10134
random1855	HD2_scaffold_1	6577254	6581412	+	4159	9572
random1856	HD2_scaffold_1	12807804	12811981	+	4178	10613
random1857	HD2_scaffold_9	871552	874560	+	3009	6838
random1858	HD2_scaffold_1	15348569	15353399	+	4831	11749
random1859	HD2_scaffold_4	13705936	13710099	+	4164	10424
random1860	HD2_scaffold_5	11209593	11219265	+	9673	24174
random1861	HD2_scaffold_1	191197	195636	+	4440	10241
random1862	HD2_scaffold_5	11909431	11917383	+	7953	18661
random1863	HD2_scaffold_12	4950030	4952080	+	2051	4831
random1864	HD2_scaffold_1	9436108	9440321	+	4214	8644
random1865	HD2_scaffold_1	15260155	15265911	+	5757	13497
random1866	HD2_scaffold_12	1924667	1928160	+	3494	9587
random1867	HD2_scaffold_5	11331125	11349016	+	17892	45253
random1868	HD2_scaffold_2	22228625	22243395	+	14771	35338
random1869	HD2_scaffold_10	2735951	2740069	+	4119	11326
random1870	HD2_scaffold_2	9594471	9598472	+	4002	10514
random1871	HD2_scaffold_10	8112121	8116191	+	4071	10060
random1872	HD2_scaffold_5	7868615	7882327	+	13713	33243
random1873	HD2_scaffold_3	3067246	3071748	+	4503	11629
random1874	HD2_scaffold_6	5586728	5594793	+	8066	19182
random1875	HD2_scaffold_10	6792376	6806312	+	13937	33462
random1876	HD2_scaffold_9	8667903	8678363	+	10461	20832
random1877	HD2_scaffold_10	4649929	4651465	+	1537	5011
random1878	HD2_scaffold_3	9796859	9803722	+	6864	16397
random1879	HD2_scaffold_87	11769	19124	+	7356	8213
random1880	HD2_scaffold_10	4240761	4251086	+	10326	23478
random1881	HD2_scaffold_9	3179366	3187095	+	7730	18329
random1882	HD2_scaffold_2	18131073	18136991	+	5919	15812
random1883	HD2_scaffold_11	6927546	6932241	+	4696	9824
random1884	HD2_scaffold_11	3525345	3529466	+	4122	9658
random1885	HD2_scaffold_4	13599133	13602494	+	3362	8977
random1886	HD2_scaffold_1	26705072	26709528	+	4457	3329
random1887	HD2_scaffold_4	13930418	13934591	+	4174	10544
random1888	HD2_scaffold_3	10669458	10675964	+	6507	17551
random1889	HD2_scaffold_3	16286386	16295575	+	9190	22096
random1890	HD2_scaffold_6	1121661	1129364	+	7704	16988
random1891	HD2_scaffold_3	6205275	6211176	+	5902	14092
random1892	HD2_scaffold_6	10254614	10258969	+	4356	11081
random1893	HD2_scaffold_5	14069427	14074123	+	4697	10953
random1894	HD2_scaffold_5	6315429	6319263	+	3835	9377
random1895	HD2_scaffold_206	10939	15925	+	4987	12670
random1896	HD2_scaffold_10	5351878	5357073	+	5196	11970
random1897	HD2_scaffold_9	9634075	9641990	+	7916	14600
random1898	HD2_scaffold_10	6407722	6410878	+	3157	7787
random1899	HD2_scaffold_7	5692580	5696947	+	4368	11058
random1900	HD2_scaffold_5	7146641	7151989	+	5349	12819
random1901	HD2_scaffold_4	14027775	14037788	+	10014	25400
random1902	HD2_scaffold_4	500719	504426	+	3708	8782
random1903	HD2_scaffold_5	12789366	12793979	+	4614	10122
random1904	HD2_scaffold_4	12275619	12279328	+	3710	9253
random1905	HD2_scaffold_6	8060574	8065591	+	5018	18179
random1906	HD2_scaffold_6	10236640	10240303	+	3664	9218
random1907	HD2_scaffold_4	8253645	8257382	+	3738	9628
random1908	HD2_scaffold_7	1397084	1402870	+	5787	11877
random1909	HD2_scaffold_2	3085701	3090965	+	5265	13017
random1910	HD2_scaffold_7	13437778	13441886	+	4109	10572
random1911	HD2_scaffold_1	6767564	6771722	+	4159	9986
random1912	HD2_scaffold_7	4191400	4195577	+	4178	10231
random1913	HD2_scaffold_4	11461737	11464745	+	3009	8096
random1914	HD2_scaffold_2	4824777	4829607	+	4831	10414
random1915	HD2_scaffold_9	2080129	2084292	+	4164	10089
random1916	HD2_scaffold_2	103947	113619	+	9673	23516
random1917	HD2_scaffold_1	27898290	27902729	+	4440	11510
random1918	HD2_scaffold_8	7169993	7177945	+	7953	17645
random1919	HD2_scaffold_9	3612355	3614405	+	2051	5382
random1920	HD2_scaffold_9	313246	317459	+	4214	9883
random1921	HD2_scaffold_4	8381564	8387320	+	5757	14063
random1922	HD2_scaffold_2	19083510	19087003	+	3494	8839
random1923	HD2_scaffold_1	7892083	7909974	+	17892	40749
random1924	HD2_scaffold_1	28668875	28683645	+	14771	36324
random1925	HD2_scaffold_9	11602662	11606780	+	4119	11836
random1926	HD2_scaffold_6	1914964	1918965	+	4002	7176
random1927	HD2_scaffold_3	16217144	16221214	+	4071	9348
random1928	HD2_scaffold_6	1857395	1871107	+	13713	30499
random1929	HD2_scaffold_9	11598419	11602921	+	4503	15015
random1930	HD2_scaffold_2	19215789	19223854	+	8066	16950
random1931	HD2_scaffold_12	1765813	1779749	+	13937	29482
random1932	HD2_scaffold_3	7933078	7943538	+	10461	23815
random1933	HD2_scaffold_3	1020023	1021559	+	1537	3757
random1934	HD2_scaffold_6	2202109	2208972	+	6864	12801
random1935	HD2_scaffold_6	14228257	14235612	+	7356	16125
random1936	HD2_scaffold_9	2089196	2099521	+	10326	24911
random1937	HD2_scaffold_1	6810795	6818524	+	7730	18812
random1938	HD2_scaffold_2	18991541	18997459	+	5919	15321
random1939	HD2_scaffold_6	9560283	9564978	+	4696	11352
random1940	HD2_scaffold_1	10168377	10172498	+	4122	10376
random1941	HD2_scaffold_2	14586975	14590336	+	3362	8607
random1942	HD2_scaffold_8	1763770	1768226	+	4457	10821
random1943	HD2_scaffold_5	5421157	5425330	+	4174	10202
random1944	HD2_scaffold_10	11086797	11093303	+	6507	16248
random1945	HD2_scaffold_9	1662924	1672113	+	9190	23188
random1946	HD2_scaffold_4	13181266	13188969	+	7704	17040
random1947	HD2_scaffold_10	60641	66542	+	5902	19779
random1948	HD2_scaffold_11	2883396	2887751	+	4356	11597
random1949	HD2_scaffold_10	4390980	4395676	+	4697	11560
random1950	HD2_scaffold_12	6084610	6088444	+	3835	8334
random1951	HD2_scaffold_1	18084160	18089146	+	4987	10926
random1952	HD2_scaffold_4	14771375	14776570	+	5196	9546
random1953	HD2_scaffold_7	1428712	1436627	+	7916	13256
random1954	HD2_scaffold_1	11986833	11989989	+	3157	7617
random1955	HD2_scaffold_8	4176634	4181001	+	4368	11130
random1956	HD2_scaffold_7	10168143	10173491	+	5349	13066
random1957	HD2_scaffold_227	7485	17498	+	10014	38535
random1958	HD2_scaffold_9	8658994	8662701	+	3708	9075
random1959	HD2_scaffold_5	9359388	9364001	+	4614	11904
random1960	HD2_scaffold_2	6861891	6865600	+	3710	8858
random1961	HD2_scaffold_10	11534163	11539180	+	5018	6566
random1962	HD2_scaffold_2	2843192	2846855	+	3664	8454
random1963	HD2_scaffold_3	6571979	6575716	+	3738	9540
random1964	HD2_scaffold_1	9242991	9248777	+	5787	14312
random1965	HD2_scaffold_3	15549222	15554486	+	5265	16280
random1966	HD2_scaffold_10	8172512	8176620	+	4109	10299
random1967	HD2_scaffold_1	19986486	19990644	+	4159	10676
random1968	HD2_scaffold_5	13468114	13472291	+	4178	10434
random1969	HD2_scaffold_1	3288778	3291786	+	3009	7304
random1970	HD2_scaffold_2	729828	734658	+	4831	15679
random1971	HD2_scaffold_2	7505726	7509889	+	4164	11229
random1972	HD2_scaffold_7	11950356	11960028	+	9673	24639
random1973	HD2_scaffold_10	9499759	9504198	+	4440	13063
random1974	HD2_scaffold_8	11153773	11161725	+	7953	16653
random1975	HD2_scaffold_2	2931015	2933065	+	2051	4570
random1976	HD2_scaffold_11	4294354	4298567	+	4214	9078
random1977	HD2_scaffold_3	11688599	11694355	+	5757	12992
random1978	HD2_scaffold_6	5770495	5773988	+	3494	9322
random1979	HD2_scaffold_6	4576718	4594609	+	17892	42082
random1980	HD2_scaffold_8	10020294	10035064	+	14771	33446
random1981	HD2_scaffold_3	3164500	3168618	+	4119	10843
random1982	HD2_scaffold_2	9263595	9267596	+	4002	9311
random1983	HD2_scaffold_10	8482469	8486539	+	4071	10297
random1984	HD2_scaffold_4	8525992	8539704	+	13713	33827
random1985	HD2_scaffold_10	3392253	3396755	+	4503	11927
random1986	HD2_scaffold_4	3230911	3238976	+	8066	19392
random1987	HD2_scaffold_1	17512242	17526178	+	13937	33446
random1988	HD2_scaffold_10	11695152	11705612	+	10461	20039
random1989	HD2_scaffold_9	5437833	5439369	+	1537	4059
random1990	HD2_scaffold_3	1367556	1374419	+	6864	17203
random1991	HD2_scaffold_210	11343	18698	+	7356	11037
random1992	HD2_scaffold_1	24348336	24358661	+	10326	24143
random1993	HD2_scaffold_7	11809092	11816821	+	7730	18141
random1994	HD2_scaffold_4	3823655	3829573	+	5919	14088
random1995	HD2_scaffold_8	7658408	7663103	+	4696	10909
random1996	HD2_scaffold_9	692404	696525	+	4122	9745
random1997	HD2_scaffold_3	15953593	15956954	+	3362	8990
random1998	HD2_scaffold_3	13752955	13757411	+	4457	10862
random1999	HD2_scaffold_6	11512987	11517160	+	4174	10018
random2000	HD2_scaffold_2	523293	529799	+	6507	13440
random2001	HD2_scaffold_6	12442133	12451322	+	9190	20653
random2002	HD2_scaffold_10	10894255	10901958	+	7704	17970
random2003	HD2_scaffold_1	20751702	20757603	+	5902	14511
random2004	HD2_scaffold_4	732959	737314	+	4356	9998
random2005	HD2_scaffold_5	13165964	13170660	+	4697	11401
random2006	HD2_scaffold_5	11257287	11261121	+	3835	9945
random2007	HD2_scaffold_11	6963034	6968020	+	4987	11672
random2008	HD2_scaffold_3	2706950	2712145	+	5196	12698
random2009	HD2_scaffold_5	4550450	4558365	+	7916	18718
random2010	HD2_scaffold_8	2585195	2588351	+	3157	8212
random2011	HD2_scaffold_6	743229	747596	+	4368	471915
random2012	HD2_scaffold_6	561114	566462	+	5349	11562
random2013	HD2_scaffold_12	1315854	1325867	+	10014	19828
random2014	HD2_scaffold_4	15428681	15432388	+	3708	7769
random2015	HD2_scaffold_4	4868610	4873223	+	4614	11230
random2016	HD2_scaffold_6	1821956	1825665	+	3710	8698
random2017	HD2_scaffold_9	803496	808513	+	5018	11562
random2018	HD2_scaffold_10	7269443	7273106	+	3664	9242
random2019	HD2_scaffold_9	9227956	9231693	+	3738	9286
random2020	HD2_scaffold_133	22416	28202	+	5787	21201
random2021	HD2_scaffold_8	10664160	10669424	+	5265	13035
random2022	HD2_scaffold_1	12393758	12397866	+	4109	9649
random2023	HD2_scaffold_3	9580590	9584748	+	4159	10079
random2024	HD2_scaffold_1	26710194	26714371	+	4178	5557
random2025	HD2_scaffold_7	14055096	14058104	+	3009	7159
random2026	HD2_scaffold_1	23555603	23560433	+	4831	12480
random2027	HD2_scaffold_13	95887	100050	+	4164	41959
random2028	HD2_scaffold_8	11811555	11821227	+	9673	23076
random2029	HD2_scaffold_5	12113272	12117711	+	4440	10868
random2030	HD2_scaffold_3	17767403	17775355	+	7953	18770
random2031	HD2_scaffold_2	21637560	21639610	+	2051	5461
random2032	HD2_scaffold_9	3467451	3471664	+	4214	10364
random2033	HD2_scaffold_1	1380455	1386211	+	5757	7670
random2034	HD2_scaffold_2	12988828	12992321	+	3494	9999
random2035	HD2_scaffold_2	12600368	12618259	+	17892	44892
random2036	HD2_scaffold_2	19575218	19589988	+	14771	41059
random2037	HD2_scaffold_4	9731823	9735941	+	4119	9727
random2038	HD2_scaffold_7	1904621	1908622	+	4002	9171
random2039	HD2_scaffold_191	2003	6073	+	4071	7505
random2040	HD2_scaffold_3	13183345	13197057	+	13713	32136
random2041	HD2_scaffold_8	3874029	3878531	+	4503	11382
random2042	HD2_scaffold_1	14520522	14528587	+	8066	19692
random2043	HD2_scaffold_11	4654904	4668840	+	13937	32024
random2044	HD2_scaffold_2	12552428	12562888	+	10461	26801
