# Program:featureCounts v2.0.1; Command:"featureCounts" "../U16_4.bam" "-a" "Hd2_EVErep.randoms.gff" "-o" "U16_4.Hd2_EVErep.randoms.counts.txt" "-t" "random loci" "-g" "locus" "-C" "-p" "-s" "0" "-O" "-T" "12" 
Geneid	Chr	Start	End	Strand	Length	../U16_4.bam
random1362	HD2_scaffold_3	14508587	14512080	+	3494	918
random1363	HD2_scaffold_2	5545475	5563366	+	17892	3782
random1364	HD2_scaffold_3	18626012	18640782	+	14771	2773
random1365	HD2_scaffold_6	10703250	10707368	+	4119	931
random1366	HD2_scaffold_7	12560246	12564247	+	4002	811
random1367	HD2_scaffold_8	5539457	5543527	+	4071	760
random1368	HD2_scaffold_8	1694486	1708198	+	13713	3134
random1369	HD2_scaffold_9	3783032	3787534	+	4503	856
random1370	HD2_scaffold_4	5454885	5462950	+	8066	1567
random1371	HD2_scaffold_3	3010340	3024276	+	13937	2916
random1372	HD2_scaffold_284	3213	13673	+	10461	2906
random1373	HD2_scaffold_3	6748886	6750422	+	1537	320
random1374	HD2_scaffold_8	8910916	8917779	+	6864	1348
random1375	HD2_scaffold_1	10427758	10435113	+	7356	1534
random1376	HD2_scaffold_3	10606771	10617096	+	10326	2226
random1377	HD2_scaffold_8	2124295	2132024	+	7730	2049
random1378	HD2_scaffold_2	4606393	4612311	+	5919	1210
random1379	HD2_scaffold_1	17924737	17929432	+	4696	820
random1380	HD2_scaffold_4	14338979	14343100	+	4122	775
random1381	HD2_scaffold_6	2492141	2495502	+	3362	741
random1382	HD2_scaffold_5	9450532	9454988	+	4457	881
random1383	HD2_scaffold_7	2212589	2216762	+	4174	896
random1384	HD2_scaffold_7	13067854	13074360	+	6507	1630
random1385	HD2_scaffold_5	6815920	6825109	+	9190	1866
random1386	HD2_scaffold_9	7097953	7105656	+	7704	1413
random1387	HD2_scaffold_9	8455615	8461516	+	5902	1182
random1388	HD2_scaffold_10	11575724	11580079	+	4356	111
random1389	HD2_scaffold_5	5162568	5167264	+	4697	1796
random1390	HD2_scaffold_6	8386871	8390705	+	3835	826
random1391	HD2_scaffold_3	16929598	16934584	+	4987	1008
random1392	HD2_scaffold_9	11149342	11154537	+	5196	740
random1393	HD2_scaffold_9	5118327	5126242	+	7916	1679
random1394	HD2_scaffold_1	24032032	24035188	+	3157	751
random1395	HD2_scaffold_2	2977445	2981812	+	4368	704
random1396	HD2_scaffold_1	13486322	13491670	+	5349	1129
random1397	HD2_scaffold_5	11014855	11024868	+	10014	1757
random1398	HD2_scaffold_3	19901531	19905238	+	3708	817
random1399	HD2_scaffold_9	10432420	10437033	+	4614	912
random1400	HD2_scaffold_8	1306101	1309810	+	3710	689
random1401	HD2_scaffold_8	7757580	7762597	+	5018	796
random1402	HD2_scaffold_8	8132110	8135773	+	3664	610
random1403	HD2_scaffold_2	18513503	18517240	+	3738	805
random1404	HD2_scaffold_1	23473800	23479586	+	5787	1160
random1405	HD2_scaffold_9	11771774	11777038	+	5265	852
random1406	HD2_scaffold_9	1067582	1071690	+	4109	837
random1407	HD2_scaffold_1	5737450	5741608	+	4159	706
random1408	HD2_scaffold_5	11544431	11548608	+	4178	877
random1409	HD2_scaffold_8	342486	345494	+	3009	665
random1410	HD2_scaffold_9	8508496	8513326	+	4831	1054
random1411	HD2_scaffold_9	2308006	2312169	+	4164	1075
random1412	HD2_scaffold_1	25266169	25275841	+	9673	1812
random1413	HD2_scaffold_11	2557867	2562306	+	4440	801
random1414	HD2_scaffold_12	4373755	4381707	+	7953	1520
random1415	HD2_scaffold_6	4918440	4920490	+	2051	431
random1416	HD2_scaffold_7	8137241	8141454	+	4214	955
random1417	HD2_scaffold_6	4028267	4034023	+	5757	1093
random1418	HD2_scaffold_7	4857064	4860557	+	3494	686
random1419	HD2_scaffold_7	3665447	3683338	+	17892	3409
random1420	HD2_scaffold_8	5762599	5777369	+	14771	4729
random1421	HD2_scaffold_7	1277362	1281480	+	4119	595
random1422	HD2_scaffold_7	1844673	1848674	+	4002	702
random1423	HD2_scaffold_2	3427108	3431178	+	4071	850
random1424	HD2_scaffold_5	2220459	2234171	+	13713	3151
random1425	HD2_scaffold_3	3925161	3929663	+	4503	899
random1426	HD2_scaffold_1	991627	999692	+	8066	1658
random1427	HD2_scaffold_9	5965942	5979878	+	13937	2777
random1428	HD2_scaffold_7	12498901	12509361	+	10461	2044
random1429	HD2_scaffold_3	16234814	16236350	+	1537	279
random1430	HD2_scaffold_1	22837766	22844629	+	6864	1147
random1431	HD2_scaffold_1	6684478	6691833	+	7356	1441
random1432	HD2_scaffold_1	5149835	5160160	+	10326	2192
random1433	HD2_scaffold_1	12497836	12505565	+	7730	1741
random1434	HD2_scaffold_32	4524	10442	+	5919	1383
random1435	HD2_scaffold_7	11051601	11056296	+	4696	824
random1436	HD2_scaffold_41	12824	16945	+	4122	992
random1437	HD2_scaffold_6	8019627	8022988	+	3362	730
random1438	HD2_scaffold_3	13582715	13587171	+	4457	936
random1439	HD2_scaffold_2	22433605	22437778	+	4174	985
random1440	HD2_scaffold_3	17423819	17430325	+	6507	1291
random1441	HD2_scaffold_17	54945	64134	+	9190	4774
random1442	HD2_scaffold_9	8968088	8975791	+	7704	1687
random1443	HD2_scaffold_8	2600404	2606305	+	5902	1272
random1444	HD2_scaffold_3	11552906	11557261	+	4356	807
random1445	HD2_scaffold_10	8618918	8623614	+	4697	933
random1446	HD2_scaffold_1	11203656	11207490	+	3835	707
random1447	HD2_scaffold_2	10241690	10246676	+	4987	1014
random1448	HD2_scaffold_2	19742585	19747780	+	5196	938
random1449	HD2_scaffold_7	9129922	9137837	+	7916	1847
random1450	HD2_scaffold_4	8043670	8046826	+	3157	786
random1451	HD2_scaffold_10	5471710	5476077	+	4368	1005
random1452	HD2_scaffold_7	4152597	4157945	+	5349	989
random1453	HD2_scaffold_1	18148254	18158267	+	10014	2194
random1454	HD2_scaffold_6	5448223	5451930	+	3708	835
random1455	HD2_scaffold_3	5148511	5153124	+	4614	1013
random1456	HD2_scaffold_3	12611193	12614902	+	3710	795
random1457	HD2_scaffold_7	2684399	2689416	+	5018	1117
random1458	HD2_scaffold_9	2966491	2970154	+	3664	756
random1459	HD2_scaffold_3	6671809	6675546	+	3738	787
random1460	HD2_scaffold_5	1611257	1617043	+	5787	1285
random1461	HD2_scaffold_4	14337425	14342689	+	5265	964
random1462	HD2_scaffold_5	12186906	12191014	+	4109	747
random1463	HD2_scaffold_9	1027421	1031579	+	4159	857
random1464	HD2_scaffold_6	4216852	4221029	+	4178	852
random1465	HD2_scaffold_1	21899192	21902200	+	3009	568
random1466	HD2_scaffold_1	24841739	24846569	+	4831	955
random1467	HD2_scaffold_1	23080385	23084548	+	4164	855
random1468	HD2_scaffold_3	3917287	3926959	+	9673	1755
random1469	HD2_scaffold_8	8284642	8289081	+	4440	691
random1470	HD2_scaffold_2	9354082	9362034	+	7953	1293
random1471	HD2_scaffold_4	6915135	6917185	+	2051	510
random1472	HD2_scaffold_4	2700602	2704815	+	4214	940
random1473	HD2_scaffold_1	5983220	5988976	+	5757	1200
random1474	HD2_scaffold_7	3717573	3721066	+	3494	768
random1475	HD2_scaffold_1	22712498	22730389	+	17892	3146
random1476	HD2_scaffold_6	2761847	2776617	+	14771	3038
random1477	HD2_scaffold_5	814443	818561	+	4119	888
random1478	HD2_scaffold_1	25183909	25187910	+	4002	1140
random1479	HD2_scaffold_3	11865377	11869447	+	4071	688
random1480	HD2_scaffold_1	5093865	5107577	+	13713	2795
random1481	HD2_scaffold_3	8232426	8236928	+	4503	1096
random1482	HD2_scaffold_1	12094209	12102274	+	8066	1586
random1483	HD2_scaffold_12	2091670	2105606	+	13937	2488
random1484	HD2_scaffold_11	5925002	5935462	+	10461	1341
random1485	HD2_scaffold_7	1764986	1766522	+	1537	265
random1486	HD2_scaffold_1	7631671	7638534	+	6864	1299
random1487	HD2_scaffold_2	12347125	12354480	+	7356	1548
random1488	HD2_scaffold_3	3365739	3376064	+	10326	2175
random1489	HD2_scaffold_6	8513631	8521360	+	7730	1522
random1490	HD2_scaffold_8	2903450	2909368	+	5919	1390
random1491	HD2_scaffold_12	6284110	6288805	+	4696	882
random1492	HD2_scaffold_7	10814071	10818192	+	4122	900
random1493	HD2_scaffold_6	13137997	13141358	+	3362	697
random1494	HD2_scaffold_2	21199623	21204079	+	4457	851
random1495	HD2_scaffold_3	38736	42909	+	4174	835
random1496	HD2_scaffold_5	777463	783969	+	6507	1419
random1497	HD2_scaffold_2	14116412	14125601	+	9190	1875
random1498	HD2_scaffold_2	5809599	5817302	+	7704	1730
random1499	HD2_scaffold_2	8907054	8912955	+	5902	1192
random1500	HD2_scaffold_2	7002829	7007184	+	4356	863
random1501	HD2_scaffold_8	11630019	11634715	+	4697	740
random1502	HD2_scaffold_9	3703777	3707611	+	3835	832
random1503	HD2_scaffold_1	7667187	7672173	+	4987	910
random1504	HD2_scaffold_7	8481278	8486473	+	5196	1159
random1505	HD2_scaffold_1	21674777	21682692	+	7916	1585
random1506	HD2_scaffold_9	5842331	5845487	+	3157	648
random1507	HD2_scaffold_6	3974662	3979029	+	4368	951
random1508	HD2_scaffold_7	293053	298401	+	5349	1018
random1509	HD2_scaffold_163	4078	14091	+	10014	2151
random1510	HD2_scaffold_10	7891177	7894884	+	3708	853
random1511	HD2_scaffold_33	9629	14242	+	4614	922
random1512	HD2_scaffold_10	4085148	4088857	+	3710	884
random1513	HD2_scaffold_8	11839062	11844079	+	5018	861
random1514	HD2_scaffold_7	6472069	6475732	+	3664	714
random1515	HD2_scaffold_1	17277632	17281369	+	3738	758
random1516	HD2_scaffold_2	7313316	7319102	+	5787	1343
random1517	HD2_scaffold_1	12668362	12673626	+	5265	1227
random1518	HD2_scaffold_4	12220115	12224223	+	4109	805
random1519	HD2_scaffold_4	6909534	6913692	+	4159	997
random1520	HD2_scaffold_2	21358092	21362269	+	4178	1056
random1521	HD2_scaffold_2	3512531	3515539	+	3009	376
random1522	HD2_scaffold_2	19174672	19179502	+	4831	1008
random1523	HD2_scaffold_10	2539752	2543915	+	4164	696
random1524	HD2_scaffold_3	5918001	5927673	+	9673	1972
random1525	HD2_scaffold_7	10680938	10685377	+	4440	981
random1526	HD2_scaffold_5	6975626	6983578	+	7953	1817
random1527	HD2_scaffold_1	4065952	4068002	+	2051	403
random1528	HD2_scaffold_10	3101706	3105919	+	4214	906
random1529	HD2_scaffold_1	11031398	11037154	+	5757	1318
random1530	HD2_scaffold_6	231368	234861	+	3494	489
random1531	HD2_scaffold_8	12292503	12310394	+	17892	3786
random1532	HD2_scaffold_5	7252040	7266810	+	14771	2951
random1533	HD2_scaffold_6	13324611	13328729	+	4119	957
random1534	HD2_scaffold_3	8499940	8503941	+	4002	987
random1535	HD2_scaffold_6	3337715	3341785	+	4071	684
random1536	HD2_scaffold_4	4517849	4531561	+	13713	2854
random1537	HD2_scaffold_3	18937506	18942008	+	4503	780
random1538	HD2_scaffold_1	15061612	15069677	+	8066	1457
random1539	HD2_scaffold_3	791870	805806	+	13937	2931
random1540	HD2_scaffold_1	17551746	17562206	+	10461	2125
random1541	HD2_scaffold_7	11346050	11347586	+	1537	308
random1542	HD2_scaffold_1	7456312	7463175	+	6864	1390
random1543	HD2_scaffold_5	15258513	15265868	+	7356	8583
random1544	HD2_scaffold_6	5702583	5712908	+	10326	2298
random1545	HD2_scaffold_7	8547358	8555087	+	7730	1516
random1546	HD2_scaffold_8	11027230	11033148	+	5919	1022
random1547	HD2_scaffold_6	3671943	3676638	+	4696	1018
random1548	HD2_scaffold_1	19579214	19583335	+	4122	816
random1549	HD2_scaffold_2	21141351	21144712	+	3362	683
random1550	HD2_scaffold_6	2917878	2922334	+	4457	837
random1551	HD2_scaffold_4	5202284	5206457	+	4174	997
random1552	HD2_scaffold_2	9438414	9444920	+	6507	1137
random1553	HD2_scaffold_5	13693689	13702878	+	9190	1721
random1554	HD2_scaffold_5	2040700	2048403	+	7704	1667
random1555	HD2_scaffold_7	11487326	11493227	+	5902	1107
random1556	HD2_scaffold_8	4668133	4672488	+	4356	898
random1557	HD2_scaffold_4	9364381	9369077	+	4697	1088
random1558	HD2_scaffold_12	2094695	2098529	+	3835	747
random1559	HD2_scaffold_6	3272394	3277380	+	4987	950
random1560	HD2_scaffold_7	2586990	2592185	+	5196	1184
random1561	HD2_scaffold_1	25801542	25809457	+	7916	1835
random1562	HD2_scaffold_8	12038957	12042113	+	3157	803
random1563	HD2_scaffold_2	13449347	13453714	+	4368	933
random1564	HD2_scaffold_6	1437055	1442403	+	5349	986
random1565	HD2_scaffold_7	2851902	2861915	+	10014	2108
random1566	HD2_scaffold_8	6092860	6096567	+	3708	822
random1567	HD2_scaffold_1	8352090	8356703	+	4614	1094
random1568	HD2_scaffold_4	15888544	15892253	+	3710	900
random1569	HD2_scaffold_2	5588787	5593804	+	5018	1074
random1570	HD2_scaffold_9	1718448	1722111	+	3664	811
random1571	HD2_scaffold_10	2875094	2878831	+	3738	725
random1572	HD2_scaffold_4	7269695	7275481	+	5787	1177
random1573	HD2_scaffold_11	1474576	1479840	+	5265	904
random1574	HD2_scaffold_6	13061579	13065687	+	4109	977
random1575	HD2_scaffold_3	13033033	13037191	+	4159	725
random1576	HD2_scaffold_9	4429041	4433218	+	4178	881
random1577	HD2_scaffold_6	2479613	2482621	+	3009	417
random1578	HD2_scaffold_11	5534005	5538835	+	4831	982
random1579	HD2_scaffold_1	22779321	22783484	+	4164	1171
random1580	HD2_scaffold_2	18530821	18540493	+	9673	2000
random1581	HD2_scaffold_4	5329234	5333673	+	4440	872
random1582	HD2_scaffold_7	9373296	9381248	+	7953	1548
random1583	HD2_scaffold_8	8118458	8120508	+	2051	463
random1584	HD2_scaffold_1	23346520	23350733	+	4214	1071
random1585	HD2_scaffold_1	27775930	27781686	+	5757	1204
random1586	HD2_scaffold_4	5249700	5253193	+	3494	686
random1587	HD2_scaffold_7	10441991	10459882	+	17892	3857
random1588	HD2_scaffold_2	2451485	2466255	+	14771	2449
random1589	HD2_scaffold_4	14778276	14782394	+	4119	751
random1590	HD2_scaffold_1	21985020	21989021	+	4002	812
random1591	HD2_scaffold_6	6961118	6965188	+	4071	768
random1592	HD2_scaffold_6	7920889	7934601	+	13713	2787
random1593	HD2_scaffold_2	332950	337452	+	4503	776
random1594	HD2_scaffold_1	18994569	19002634	+	8066	1669
random1595	HD2_scaffold_8	2446752	2460688	+	13937	2814
random1596	HD2_scaffold_12	3674731	3685191	+	10461	1838
random1597	HD2_scaffold_6	12827033	12828569	+	1537	285
random1598	HD2_scaffold_12	4793639	4800502	+	6864	1066
random1599	HD2_scaffold_6	7261257	7268612	+	7356	1690
random1600	HD2_scaffold_8	9621786	9632111	+	10326	2164
random1601	HD2_scaffold_5	4197070	4204799	+	7730	1412
random1602	HD2_scaffold_6	6299626	6305544	+	5919	1293
random1603	HD2_scaffold_10	5095938	5100633	+	4696	1039
random1604	HD2_scaffold_3	8846139	8850260	+	4122	875
random1605	HD2_scaffold_6	5251902	5255263	+	3362	750
random1606	HD2_scaffold_9	7611443	7615899	+	4457	806
random1607	HD2_scaffold_1	8854962	8859135	+	4174	829
random1608	HD2_scaffold_6	3895911	3902417	+	6507	1455
random1609	HD2_scaffold_1	23817366	23826555	+	9190	1803
random1610	HD2_scaffold_4	5378387	5386090	+	7704	1719
random1611	HD2_scaffold_1	24465767	24471668	+	5902	1091
random1612	HD2_scaffold_4	9760655	9765010	+	4356	839
random1613	HD2_scaffold_3	18158076	18162772	+	4697	950
random1614	HD2_scaffold_5	10895421	10899255	+	3835	885
random1615	HD2_scaffold_2	4757164	4762150	+	4987	1084
random1616	HD2_scaffold_12	5947569	5952764	+	5196	308
random1617	HD2_scaffold_8	11284421	11292336	+	7916	1684
random1618	HD2_scaffold_1	5728393	5731549	+	3157	688
random1619	HD2_scaffold_10	6041752	6046119	+	4368	992
random1620	HD2_scaffold_6	9530533	9535881	+	5349	1355
random1621	HD2_scaffold_1	12332002	12342015	+	10014	2055
random1622	HD2_scaffold_2	14726064	14729771	+	3708	796
random1623	HD2_scaffold_1	3713042	3717655	+	4614	1020
random1624	HD2_scaffold_1	3008378	3012087	+	3710	795
random1625	HD2_scaffold_4	11899067	11904084	+	5018	1056
random1626	HD2_scaffold_12	3597090	3600753	+	3664	699
random1627	HD2_scaffold_97	9231	12968	+	3738	428
random1628	HD2_scaffold_8	1928159	1933945	+	5787	1180
random1629	HD2_scaffold_9	11431452	11436716	+	5265	530
random1630	HD2_scaffold_3	609448	613556	+	4109	853
random1631	HD2_scaffold_5	8260574	8264732	+	4159	949
random1632	HD2_scaffold_3	9877911	9882088	+	4178	825
random1633	HD2_scaffold_12	5550314	5553322	+	3009	423
random1634	HD2_scaffold_1	26833726	26838556	+	4831	868
random1635	HD2_scaffold_12	2804289	2808452	+	4164	786
random1636	HD2_scaffold_8	7544047	7553719	+	9673	1385
random1637	HD2_scaffold_8	7130505	7134944	+	4440	817
random1638	HD2_scaffold_2	9541985	9549937	+	7953	1626
random1639	HD2_scaffold_6	4958409	4960459	+	2051	402
random1640	HD2_scaffold_11	283642	287855	+	4214	820
random1641	HD2_scaffold_3	3357067	3362823	+	5757	1239
random1642	HD2_scaffold_10	1791244	1794737	+	3494	756
random1643	HD2_scaffold_9	5883552	5901443	+	17892	3515
random1644	HD2_scaffold_5	14854381	14869151	+	14771	2667
random1645	HD2_scaffold_3	2821773	2825891	+	4119	862
random1646	HD2_scaffold_10	10015378	10019379	+	4002	728
random1647	HD2_scaffold_7	1896955	1901025	+	4071	819
random1648	HD2_scaffold_1	10724063	10737775	+	13713	2713
random1649	HD2_scaffold_11	5377431	5381933	+	4503	1002
random1650	HD2_scaffold_11	1398928	1406993	+	8066	1226
random1651	HD2_scaffold_1	12184087	12198023	+	13937	3088
random1652	HD2_scaffold_5	8783453	8793913	+	10461	2035
random1653	HD2_scaffold_4	7750213	7751749	+	1537	347
random1654	HD2_scaffold_1	7607871	7614734	+	6864	1421
random1655	HD2_scaffold_9	9093815	9101170	+	7356	1320
random1656	HD2_scaffold_8	10077885	10088210	+	10326	1758
random1657	HD2_scaffold_1	11581742	11589471	+	7730	1394
random1658	HD2_scaffold_1	8991016	8996934	+	5919	1157
random1659	HD2_scaffold_6	12900184	12904879	+	4696	1063
random1660	HD2_scaffold_2	8678861	8682982	+	4122	910
random1661	HD2_scaffold_7	679287	682648	+	3362	643
random1662	HD2_scaffold_5	8244639	8249095	+	4457	1023
random1663	HD2_scaffold_11	710894	715067	+	4174	974
random1664	HD2_scaffold_6	11441151	11447657	+	6507	1296
random1665	HD2_scaffold_9	10955429	10964618	+	9190	1547
random1666	HD2_scaffold_3	20818833	20826536	+	7704	1406
random1667	HD2_scaffold_9	11860086	11865987	+	5902	1059
random1668	HD2_scaffold_4	3845332	3849687	+	4356	923
random1669	HD2_scaffold_2	17050086	17054782	+	4697	1139
random1670	HD2_scaffold_12	4175996	4179830	+	3835	701
random1671	HD2_scaffold_5	12224095	12229081	+	4987	936
random1672	HD2_scaffold_2	7314837	7320032	+	5196	1197
random1673	HD2_scaffold_10	4529734	4537649	+	7916	1618
random1674	HD2_scaffold_1	16566992	16570148	+	3157	667
random1675	HD2_scaffold_1	2776187	2780554	+	4368	954
random1676	HD2_scaffold_11	3621481	3626829	+	5349	1185
random1677	HD2_scaffold_3	5021574	5031587	+	10014	2506
random1678	HD2_scaffold_1	21658323	21662030	+	3708	760
random1679	HD2_scaffold_1	12433243	12437856	+	4614	1040
random1680	HD2_scaffold_5	1902128	1905837	+	3710	833
random1681	HD2_scaffold_7	8228935	8233952	+	5018	1067
random1682	HD2_scaffold_9	9920258	9923921	+	3664	621
random1683	HD2_scaffold_7	12425809	12429546	+	3738	780
random1684	HD2_scaffold_2	22024750	22030536	+	5787	1333
random1685	HD2_scaffold_3	4868130	4873394	+	5265	889
random1686	HD2_scaffold_7	5552101	5556209	+	4109	904
random1687	HD2_scaffold_2	135084	139242	+	4159	928
random1688	HD2_scaffold_4	15432090	15436267	+	4178	704
random1689	HD2_scaffold_8	1482187	1485195	+	3009	648
random1690	HD2_scaffold_4	5869868	5874698	+	4831	990
random1691	HD2_scaffold_10	9132293	9136456	+	4164	803
random1692	HD2_scaffold_12	1227291	1236963	+	9673	1655
random1693	HD2_scaffold_11	2534502	2538941	+	4440	769
random1694	HD2_scaffold_3	189474	197426	+	7953	1749
random1695	HD2_scaffold_16	74268	76318	+	2051	188
random1696	HD2_scaffold_11	5814093	5818306	+	4214	559
random1697	HD2_scaffold_2	15175942	15181698	+	5757	1272
random1698	HD2_scaffold_1	27349704	27353197	+	3494	754
random1699	HD2_scaffold_2	925611	943502	+	17892	2015
random1700	HD2_scaffold_4	12940036	12954806	+	14771	2958
random1701	HD2_scaffold_6	5851048	5855166	+	4119	923
random1702	HD2_scaffold_1	22934483	22938484	+	4002	1579
random1703	HD2_scaffold_4	14056896	14060966	+	4071	731
random1704	HD2_scaffold_1	28916892	28930604	+	13713	2460
random1705	HD2_scaffold_5	8050612	8055114	+	4503	929
random1706	HD2_scaffold_2	8136613	8144678	+	8066	1442
random1707	HD2_scaffold_9	942568	956504	+	13937	2626
random1708	HD2_scaffold_4	11315899	11326359	+	10461	2006
random1709	HD2_scaffold_5	15035388	15036924	+	1537	195
random1710	HD2_scaffold_9	9504278	9511141	+	6864	1227
random1711	HD2_scaffold_1	19364530	19371885	+	7356	1574
random1712	HD2_scaffold_12	5617705	5628030	+	10326	1683
random1713	HD2_scaffold_3	20373729	20381458	+	7730	768
random1714	HD2_scaffold_8	3449100	3455018	+	5919	1044
random1715	HD2_scaffold_6	13454670	13459365	+	4696	1070
random1716	HD2_scaffold_10	8961668	8965789	+	4122	798
random1717	HD2_scaffold_4	9472439	9475800	+	3362	683
random1718	HD2_scaffold_8	12291581	12296037	+	4457	919
random1719	HD2_scaffold_4	3512717	3516890	+	4174	891
random1720	HD2_scaffold_5	7839225	7845731	+	6507	1419
random1721	HD2_scaffold_2	17432555	17441744	+	9190	1899
random1722	HD2_scaffold_3	4375231	4382934	+	7704	1408
random1723	HD2_scaffold_3	5929310	5935211	+	5902	1228
random1724	HD2_scaffold_2	12706267	12710622	+	4356	955
random1725	HD2_scaffold_5	1615056	1619752	+	4697	1134
random1726	HD2_scaffold_3	14935513	14939347	+	3835	868
random1727	HD2_scaffold_3	14712118	14717104	+	4987	1169
random1728	HD2_scaffold_7	9434690	9439885	+	5196	1088
random1729	HD2_scaffold_5	15156233	15164148	+	7916	710
random1730	HD2_scaffold_11	6847500	6850656	+	3157	643
random1731	HD2_scaffold_2	2050265	2054632	+	4368	881
random1732	HD2_scaffold_2	16730385	16735733	+	5349	1064
random1733	HD2_scaffold_8	1273707	1283720	+	10014	2006
random1734	HD2_scaffold_3	16485491	16489198	+	3708	835
random1735	HD2_scaffold_5	2090973	2095586	+	4614	910
random1736	HD2_scaffold_6	11997623	12001332	+	3710	704
random1737	HD2_scaffold_155	11890	16907	+	5018	876
random1738	HD2_scaffold_5	12982410	12986073	+	3664	741
random1739	HD2_scaffold_7	7667789	7671526	+	3738	758
random1740	HD2_scaffold_10	4001141	4006927	+	5787	1199
random1741	HD2_scaffold_1	22632875	22638139	+	5265	1251
random1742	HD2_scaffold_11	4095875	4099983	+	4109	1081
random1743	HD2_scaffold_5	219141	223299	+	4159	891
random1744	HD2_scaffold_4	4367913	4372090	+	4178	934
random1745	HD2_scaffold_1	4128896	4131904	+	3009	692
random1746	HD2_scaffold_5	10309845	10314675	+	4831	1006
random1747	HD2_scaffold_12	6343101	6347264	+	4164	831
random1748	HD2_scaffold_8	8353294	8362966	+	9673	1696
random1749	HD2_scaffold_10	9099821	9104260	+	4440	991
random1750	HD2_scaffold_9	7028331	7036283	+	7953	1567
random1751	HD2_scaffold_11	1644370	1646420	+	2051	338
random1752	HD2_scaffold_1	5696299	5700512	+	4214	893
random1753	HD2_scaffold_4	4436536	4442292	+	5757	1344
random1754	HD2_scaffold_5	11130419	11133912	+	3494	655
random1755	HD2_scaffold_4	15652300	15670191	+	17892	3674
random1756	HD2_scaffold_6	2749632	2764402	+	14771	2876
random1757	HD2_scaffold_9	4423577	4427695	+	4119	794
random1758	HD2_scaffold_1	4480629	4484630	+	4002	815
random1759	HD2_scaffold_3	13782173	13786243	+	4071	876
random1760	HD2_scaffold_145	13597	27309	+	13713	2852
random1761	HD2_scaffold_11	551511	556013	+	4503	858
random1762	HD2_scaffold_8	4203112	4211177	+	8066	1747
random1763	HD2_scaffold_7	2175542	2189478	+	13937	2409
random1764	HD2_scaffold_10	5068253	5078713	+	10461	2319
random1765	HD2_scaffold_7	317230	318766	+	1537	298
random1766	HD2_scaffold_3	19088322	19095185	+	6864	1235
random1767	HD2_scaffold_10	333181	340536	+	7356	930
random1768	HD2_scaffold_2	6963704	6974029	+	10326	1778
random1769	HD2_scaffold_8	8744034	8751763	+	7730	1298
random1770	HD2_scaffold_3	1113983	1119901	+	5919	1226
random1771	HD2_scaffold_10	3220856	3225551	+	4696	982
random1772	HD2_scaffold_7	4632153	4636274	+	4122	960
random1773	HD2_scaffold_8	2090039	2093400	+	3362	604
random1774	HD2_scaffold_7	9502669	9507125	+	4457	962
random1775	HD2_scaffold_7	751478	755651	+	4174	826
random1776	HD2_scaffold_2	19356352	19362858	+	6507	1300
random1777	HD2_scaffold_5	2340914	2350103	+	9190	1848
random1778	HD2_scaffold_1	27564814	27572517	+	7704	1676
random1779	HD2_scaffold_8	1312700	1318601	+	5902	1127
random1780	HD2_scaffold_5	4095788	4100143	+	4356	938
random1781	HD2_scaffold_6	1202039	1206735	+	4697	720
random1782	HD2_scaffold_10	10077458	10081292	+	3835	939
random1783	HD2_scaffold_2	20398343	20403329	+	4987	1129
random1784	HD2_scaffold_3	5276455	5281650	+	5196	1111
random1785	HD2_scaffold_9	3765358	3773273	+	7916	1444
random1786	HD2_scaffold_7	11161828	11164984	+	3157	636
random1787	HD2_scaffold_7	4194610	4198977	+	4368	957
random1788	HD2_scaffold_3	7497892	7503240	+	5349	1224
random1789	HD2_scaffold_2	11065480	11075493	+	10014	2207
random1790	HD2_scaffold_10	8203650	8207357	+	3708	733
random1791	HD2_scaffold_5	11282612	11287225	+	4614	984
random1792	HD2_scaffold_1	28992727	28996436	+	3710	642
random1793	HD2_scaffold_6	5680030	5685047	+	5018	938
random1794	HD2_scaffold_2	9175786	9179449	+	3664	638
random1795	HD2_scaffold_1	28197437	28201174	+	3738	672
random1796	HD2_scaffold_330	7090	12876	+	5787	2231
random1797	HD2_scaffold_1	12572917	12578181	+	5265	1235
random1798	HD2_scaffold_9	8143978	8148086	+	4109	903
random1799	HD2_scaffold_7	1748472	1752630	+	4159	718
random1800	HD2_scaffold_9	8735182	8739359	+	4178	864
random1801	HD2_scaffold_3	11303273	11306281	+	3009	449
random1802	HD2_scaffold_1	17905299	17910129	+	4831	889
random1803	HD2_scaffold_4	7289617	7293780	+	4164	873
random1804	HD2_scaffold_12	4369562	4379234	+	9673	1729
random1805	HD2_scaffold_9	1796055	1800494	+	4440	798
random1806	HD2_scaffold_4	14729628	14737580	+	7953	1264
random1807	HD2_scaffold_1	5640624	5642674	+	2051	445
random1808	HD2_scaffold_2	7586158	7590371	+	4214	985
random1809	HD2_scaffold_5	1875080	1880836	+	5757	1221
random1810	HD2_scaffold_6	6683072	6686565	+	3494	786
random1811	HD2_scaffold_3	2913471	2931362	+	17892	3674
random1812	HD2_scaffold_4	14075819	14090589	+	14771	2258
random1813	HD2_scaffold_9	236286	240404	+	4119	801
random1814	HD2_scaffold_1	26272142	26276143	+	4002	525
random1815	HD2_scaffold_5	4657287	4661357	+	4071	875
random1816	HD2_scaffold_2	8692681	8706393	+	13713	2807
random1817	HD2_scaffold_9	6526510	6531012	+	4503	858
