# Program:featureCounts v2.0.1; Command:"featureCounts" "../St3.bam" "-a" "Hd2_EVErep.randoms.gff" "-o" "St3.Hd2_EVErep.randoms.counts.txt" "-t" "random loci" "-g" "locus" "-C" "-p" "-s" "0" "-O" "-T" "12" 
Geneid	Chr	Start	End	Strand	Length	../St3.bam
random1557	HD2_scaffold_4	9364381	9369077	+	4697	4558
random1558	HD2_scaffold_12	2094695	2098529	+	3835	3454
random1559	HD2_scaffold_6	3272394	3277380	+	4987	4830
random1560	HD2_scaffold_7	2586990	2592185	+	5196	5261
random1561	HD2_scaffold_1	25801542	25809457	+	7916	7616
random1562	HD2_scaffold_8	12038957	12042113	+	3157	3315
random1563	HD2_scaffold_2	13449347	13453714	+	4368	4284
random1564	HD2_scaffold_6	1437055	1442403	+	5349	4533
random1565	HD2_scaffold_7	2851902	2861915	+	10014	9176
random1566	HD2_scaffold_8	6092860	6096567	+	3708	3470
random1567	HD2_scaffold_1	8352090	8356703	+	4614	4445
random1568	HD2_scaffold_4	15888544	15892253	+	3710	5872
random1569	HD2_scaffold_2	5588787	5593804	+	5018	5108
random1570	HD2_scaffold_9	1718448	1722111	+	3664	3630
random1571	HD2_scaffold_10	2875094	2878831	+	3738	3823
random1572	HD2_scaffold_4	7269695	7275481	+	5787	5809
random1573	HD2_scaffold_11	1474576	1479840	+	5265	4487
random1574	HD2_scaffold_6	13061579	13065687	+	4109	7188
random1575	HD2_scaffold_3	13033033	13037191	+	4159	3390
random1576	HD2_scaffold_9	4429041	4433218	+	4178	4126
random1577	HD2_scaffold_6	2479613	2482621	+	3009	2331
random1578	HD2_scaffold_11	5534005	5538835	+	4831	4281
random1579	HD2_scaffold_1	22779321	22783484	+	4164	4634
random1580	HD2_scaffold_2	18530821	18540493	+	9673	9241
random1581	HD2_scaffold_4	5329234	5333673	+	4440	4316
random1582	HD2_scaffold_7	9373296	9381248	+	7953	7847
random1583	HD2_scaffold_8	8118458	8120508	+	2051	1979
random1584	HD2_scaffold_1	23346520	23350733	+	4214	4422
random1585	HD2_scaffold_1	27775930	27781686	+	5757	5194
random1586	HD2_scaffold_4	5249700	5253193	+	3494	3330
random1587	HD2_scaffold_7	10441991	10459882	+	17892	16445
random1588	HD2_scaffold_2	2451485	2466255	+	14771	12070
random1589	HD2_scaffold_4	14778276	14782394	+	4119	3692
random1590	HD2_scaffold_1	21985020	21989021	+	4002	3514
random1591	HD2_scaffold_6	6961118	6965188	+	4071	3902
random1592	HD2_scaffold_6	7920889	7934601	+	13713	12792
random1593	HD2_scaffold_2	332950	337452	+	4503	3479
random1594	HD2_scaffold_1	18994569	19002634	+	8066	7648
random1595	HD2_scaffold_8	2446752	2460688	+	13937	13217
random1596	HD2_scaffold_12	3674731	3685191	+	10461	8986
random1597	HD2_scaffold_6	12827033	12828569	+	1537	1656
random1598	HD2_scaffold_12	4793639	4800502	+	6864	5682
random1599	HD2_scaffold_6	7261257	7268612	+	7356	6521
random1600	HD2_scaffold_8	9621786	9632111	+	10326	12592
random1601	HD2_scaffold_5	4197070	4204799	+	7730	7118
random1602	HD2_scaffold_6	6299626	6305544	+	5919	5809
random1603	HD2_scaffold_10	5095938	5100633	+	4696	4841
random1604	HD2_scaffold_3	8846139	8850260	+	4122	3967
random1605	HD2_scaffold_6	5251902	5255263	+	3362	3394
random1606	HD2_scaffold_9	7611443	7615899	+	4457	4030
random1607	HD2_scaffold_1	8854962	8859135	+	4174	3971
random1608	HD2_scaffold_6	3895911	3902417	+	6507	6377
random1609	HD2_scaffold_1	23817366	23826555	+	9190	8748
random1610	HD2_scaffold_4	5378387	5386090	+	7704	7348
random1611	HD2_scaffold_1	24465767	24471668	+	5902	5161
random1612	HD2_scaffold_4	9760655	9765010	+	4356	4358
random1613	HD2_scaffold_3	18158076	18162772	+	4697	4423
random1614	HD2_scaffold_5	10895421	10899255	+	3835	3871
random1615	HD2_scaffold_2	4757164	4762150	+	4987	5851
random1616	HD2_scaffold_12	5947569	5952764	+	5196	1546
random1617	HD2_scaffold_8	11284421	11292336	+	7916	8126
random1618	HD2_scaffold_1	5728393	5731549	+	3157	3201
random1619	HD2_scaffold_10	6041752	6046119	+	4368	4184
random1620	HD2_scaffold_6	9530533	9535881	+	5349	5520
random1621	HD2_scaffold_1	12332002	12342015	+	10014	9507
random1622	HD2_scaffold_2	14726064	14729771	+	3708	3823
random1623	HD2_scaffold_1	3713042	3717655	+	4614	4587
random1624	HD2_scaffold_1	3008378	3012087	+	3710	3791
random1625	HD2_scaffold_4	11899067	11904084	+	5018	4877
random1626	HD2_scaffold_12	3597090	3600753	+	3664	3552
random1627	HD2_scaffold_97	9231	12968	+	3738	2395
random1628	HD2_scaffold_8	1928159	1933945	+	5787	5720
random1629	HD2_scaffold_9	11431452	11436716	+	5265	2802
random1630	HD2_scaffold_3	609448	613556	+	4109	3723
random1631	HD2_scaffold_5	8260574	8264732	+	4159	7804
random1632	HD2_scaffold_3	9877911	9882088	+	4178	4099
random1633	HD2_scaffold_12	5550314	5553322	+	3009	2783
random1634	HD2_scaffold_1	26833726	26838556	+	4831	4517
random1635	HD2_scaffold_12	2804289	2808452	+	4164	3811
random1636	HD2_scaffold_8	7544047	7553719	+	9673	8424
random1637	HD2_scaffold_8	7130505	7134944	+	4440	4000
random1638	HD2_scaffold_2	9541985	9549937	+	7953	8267
random1639	HD2_scaffold_6	4958409	4960459	+	2051	2142
random1640	HD2_scaffold_11	283642	287855	+	4214	4163
random1641	HD2_scaffold_3	3357067	3362823	+	5757	5530
random1642	HD2_scaffold_10	1791244	1794737	+	3494	3523
random1643	HD2_scaffold_9	5883552	5901443	+	17892	17399
random1644	HD2_scaffold_5	14854381	14869151	+	14771	12271
random1645	HD2_scaffold_3	2821773	2825891	+	4119	3939
random1646	HD2_scaffold_10	10015378	10019379	+	4002	3579
random1647	HD2_scaffold_7	1896955	1901025	+	4071	3619
random1648	HD2_scaffold_1	10724063	10737775	+	13713	12942
random1649	HD2_scaffold_11	5377431	5381933	+	4503	4396
random1650	HD2_scaffold_11	1398928	1406993	+	8066	5793
random1651	HD2_scaffold_1	12184087	12198023	+	13937	13337
random1652	HD2_scaffold_5	8783453	8793913	+	10461	9402
random1653	HD2_scaffold_4	7750213	7751749	+	1537	1710
random1654	HD2_scaffold_1	7607871	7614734	+	6864	6348
random1655	HD2_scaffold_9	9093815	9101170	+	7356	6570
random1656	HD2_scaffold_8	10077885	10088210	+	10326	9110
random1657	HD2_scaffold_1	11581742	11589471	+	7730	7012
random1658	HD2_scaffold_1	8991016	8996934	+	5919	5485
random1659	HD2_scaffold_6	12900184	12904879	+	4696	4891
random1660	HD2_scaffold_2	8678861	8682982	+	4122	3854
random1661	HD2_scaffold_7	679287	682648	+	3362	2948
random1662	HD2_scaffold_5	8244639	8249095	+	4457	3873
random1663	HD2_scaffold_11	710894	715067	+	4174	3969
random1664	HD2_scaffold_6	11441151	11447657	+	6507	6270
random1665	HD2_scaffold_9	10955429	10964618	+	9190	7309
random1666	HD2_scaffold_3	20818833	20826536	+	7704	5856
random1667	HD2_scaffold_9	11860086	11865987	+	5902	5690
random1668	HD2_scaffold_4	3845332	3849687	+	4356	4492
random1669	HD2_scaffold_2	17050086	17054782	+	4697	4682
random1670	HD2_scaffold_12	4175996	4179830	+	3835	3878
random1671	HD2_scaffold_5	12224095	12229081	+	4987	4405
random1672	HD2_scaffold_2	7314837	7320032	+	5196	7676
random1673	HD2_scaffold_10	4529734	4537649	+	7916	7128
random1674	HD2_scaffold_1	16566992	16570148	+	3157	3029
random1675	HD2_scaffold_1	2776187	2780554	+	4368	4291
random1676	HD2_scaffold_11	3621481	3626829	+	5349	5153
random1677	HD2_scaffold_3	5021574	5031587	+	10014	12949
random1678	HD2_scaffold_1	21658323	21662030	+	3708	3504
random1679	HD2_scaffold_1	12433243	12437856	+	4614	4622
random1680	HD2_scaffold_5	1902128	1905837	+	3710	3663
random1681	HD2_scaffold_7	8228935	8233952	+	5018	5237
random1682	HD2_scaffold_9	9920258	9923921	+	3664	3002
random1683	HD2_scaffold_7	12425809	12429546	+	3738	3718
random1684	HD2_scaffold_2	22024750	22030536	+	5787	6032
random1685	HD2_scaffold_3	4868130	4873394	+	5265	4775
random1686	HD2_scaffold_7	5552101	5556209	+	4109	3887
random1687	HD2_scaffold_2	135084	139242	+	4159	4420
random1688	HD2_scaffold_4	15432090	15436267	+	4178	3599
random1689	HD2_scaffold_8	1482187	1485195	+	3009	2990
random1690	HD2_scaffold_4	5869868	5874698	+	4831	4408
random1691	HD2_scaffold_10	9132293	9136456	+	4164	3977
random1692	HD2_scaffold_12	1227291	1236963	+	9673	8259
random1693	HD2_scaffold_11	2534502	2538941	+	4440	3945
random1694	HD2_scaffold_3	189474	197426	+	7953	7888
random1695	HD2_scaffold_16	74268	76318	+	2051	1622
random1696	HD2_scaffold_11	5814093	5818306	+	4214	2898
random1697	HD2_scaffold_2	15175942	15181698	+	5757	5661
random1698	HD2_scaffold_1	27349704	27353197	+	3494	3659
random1699	HD2_scaffold_2	925611	943502	+	17892	11712
random1700	HD2_scaffold_4	12940036	12954806	+	14771	14215
random1701	HD2_scaffold_6	5851048	5855166	+	4119	4602
random1702	HD2_scaffold_1	22934483	22938484	+	4002	7045
random1703	HD2_scaffold_4	14056896	14060966	+	4071	3229
random1704	HD2_scaffold_1	28916892	28930604	+	13713	12932
random1705	HD2_scaffold_5	8050612	8055114	+	4503	4206
random1706	HD2_scaffold_2	8136613	8144678	+	8066	7751
random1707	HD2_scaffold_9	942568	956504	+	13937	12494
random1708	HD2_scaffold_4	11315899	11326359	+	10461	10168
random1709	HD2_scaffold_5	15035388	15036924	+	1537	912
random1710	HD2_scaffold_9	9504278	9511141	+	6864	6361
random1711	HD2_scaffold_1	19364530	19371885	+	7356	7286
random1712	HD2_scaffold_12	5617705	5628030	+	10326	8288
random1713	HD2_scaffold_3	20373729	20381458	+	7730	3814
random1714	HD2_scaffold_8	3449100	3455018	+	5919	5443
random1715	HD2_scaffold_6	13454670	13459365	+	4696	4561
random1716	HD2_scaffold_10	8961668	8965789	+	4122	3937
random1717	HD2_scaffold_4	9472439	9475800	+	3362	3254
random1718	HD2_scaffold_8	12291581	12296037	+	4457	4395
random1719	HD2_scaffold_4	3512717	3516890	+	4174	4550
random1720	HD2_scaffold_5	7839225	7845731	+	6507	6256
random1721	HD2_scaffold_2	17432555	17441744	+	9190	8421
random1722	HD2_scaffold_3	4375231	4382934	+	7704	6494
random1723	HD2_scaffold_3	5929310	5935211	+	5902	5865
random1724	HD2_scaffold_2	12706267	12710622	+	4356	4233
random1725	HD2_scaffold_5	1615056	1619752	+	4697	4889
random1726	HD2_scaffold_3	14935513	14939347	+	3835	3815
random1727	HD2_scaffold_3	14712118	14717104	+	4987	5135
random1728	HD2_scaffold_7	9434690	9439885	+	5196	5095
random1729	HD2_scaffold_5	15156233	15164148	+	7916	3237
random1730	HD2_scaffold_11	6847500	6850656	+	3157	3148
random1731	HD2_scaffold_2	2050265	2054632	+	4368	3730
random1732	HD2_scaffold_2	16730385	16735733	+	5349	5273
random1733	HD2_scaffold_8	1273707	1283720	+	10014	9652
random1734	HD2_scaffold_3	16485491	16489198	+	3708	3782
random1735	HD2_scaffold_5	2090973	2095586	+	4614	4601
random1736	HD2_scaffold_6	11997623	12001332	+	3710	3851
random1737	HD2_scaffold_155	11890	16907	+	5018	4013
random1738	HD2_scaffold_5	12982410	12986073	+	3664	3304
random1739	HD2_scaffold_7	7667789	7671526	+	3738	3228
random1740	HD2_scaffold_10	4001141	4006927	+	5787	5677
random1741	HD2_scaffold_1	22632875	22638139	+	5265	5341
random1742	HD2_scaffold_11	4095875	4099983	+	4109	6565
random1743	HD2_scaffold_5	219141	223299	+	4159	4044
random1744	HD2_scaffold_4	4367913	4372090	+	4178	4266
random1745	HD2_scaffold_1	4128896	4131904	+	3009	2985
random1746	HD2_scaffold_5	10309845	10314675	+	4831	4643
random1747	HD2_scaffold_12	6343101	6347264	+	4164	4016
random1748	HD2_scaffold_8	8353294	8362966	+	9673	8848
random1749	HD2_scaffold_10	9099821	9104260	+	4440	4363
random1750	HD2_scaffold_9	7028331	7036283	+	7953	7051
random1751	HD2_scaffold_11	1644370	1646420	+	2051	1858
random1752	HD2_scaffold_1	5696299	5700512	+	4214	4245
random1753	HD2_scaffold_4	4436536	4442292	+	5757	5998
random1754	HD2_scaffold_5	11130419	11133912	+	3494	3442
random1755	HD2_scaffold_4	15652300	15670191	+	17892	17363
random1756	HD2_scaffold_6	2749632	2764402	+	14771	13116
random1757	HD2_scaffold_9	4423577	4427695	+	4119	4056
random1758	HD2_scaffold_1	4480629	4484630	+	4002	4019
random1759	HD2_scaffold_3	13782173	13786243	+	4071	4225
random1760	HD2_scaffold_145	13597	27309	+	13713	14559
random1761	HD2_scaffold_11	551511	556013	+	4503	3938
random1762	HD2_scaffold_8	4203112	4211177	+	8066	7569
random1763	HD2_scaffold_7	2175542	2189478	+	13937	11762
random1764	HD2_scaffold_10	5068253	5078713	+	10461	10386
random1765	HD2_scaffold_7	317230	318766	+	1537	1594
random1766	HD2_scaffold_3	19088322	19095185	+	6864	6817
random1767	HD2_scaffold_10	333181	340536	+	7356	6154
random1768	HD2_scaffold_2	6963704	6974029	+	10326	9258
random1769	HD2_scaffold_8	8744034	8751763	+	7730	7171
random1770	HD2_scaffold_3	1113983	1119901	+	5919	5458
random1771	HD2_scaffold_10	3220856	3225551	+	4696	4552
random1772	HD2_scaffold_7	4632153	4636274	+	4122	4171
random1773	HD2_scaffold_8	2090039	2093400	+	3362	3064
random1774	HD2_scaffold_7	9502669	9507125	+	4457	4591
random1775	HD2_scaffold_7	751478	755651	+	4174	3514
random1776	HD2_scaffold_2	19356352	19362858	+	6507	6549
random1777	HD2_scaffold_5	2340914	2350103	+	9190	8507
random1778	HD2_scaffold_1	27564814	27572517	+	7704	7823
random1779	HD2_scaffold_8	1312700	1318601	+	5902	5766
random1780	HD2_scaffold_5	4095788	4100143	+	4356	4041
random1781	HD2_scaffold_6	1202039	1206735	+	4697	4292
random1782	HD2_scaffold_10	10077458	10081292	+	3835	3925
random1783	HD2_scaffold_2	20398343	20403329	+	4987	8955
random1784	HD2_scaffold_3	5276455	5281650	+	5196	4945
random1785	HD2_scaffold_9	3765358	3773273	+	7916	6724
random1786	HD2_scaffold_7	11161828	11164984	+	3157	3092
random1787	HD2_scaffold_7	4194610	4198977	+	4368	4083
random1788	HD2_scaffold_3	7497892	7503240	+	5349	5266
random1789	HD2_scaffold_2	11065480	11075493	+	10014	10529
random1790	HD2_scaffold_10	8203650	8207357	+	3708	3461
random1791	HD2_scaffold_5	11282612	11287225	+	4614	4491
random1792	HD2_scaffold_1	28992727	28996436	+	3710	3207
random1793	HD2_scaffold_6	5680030	5685047	+	5018	4905
random1794	HD2_scaffold_2	9175786	9179449	+	3664	3376
random1795	HD2_scaffold_1	28197437	28201174	+	3738	3552
random1796	HD2_scaffold_330	7090	12876	+	5787	12832
random1797	HD2_scaffold_1	12572917	12578181	+	5265	8834
random1798	HD2_scaffold_9	8143978	8148086	+	4109	4303
random1799	HD2_scaffold_7	1748472	1752630	+	4159	3646
random1800	HD2_scaffold_9	8735182	8739359	+	4178	3848
random1801	HD2_scaffold_3	11303273	11306281	+	3009	2355
random1802	HD2_scaffold_1	17905299	17910129	+	4831	4328
random1803	HD2_scaffold_4	7289617	7293780	+	4164	4424
random1804	HD2_scaffold_12	4369562	4379234	+	9673	8700
random1805	HD2_scaffold_9	1796055	1800494	+	4440	4056
random1806	HD2_scaffold_4	14729628	14737580	+	7953	5866
random1807	HD2_scaffold_1	5640624	5642674	+	2051	2257
random1808	HD2_scaffold_2	7586158	7590371	+	4214	4121
random1809	HD2_scaffold_5	1875080	1880836	+	5757	5550
random1810	HD2_scaffold_6	6683072	6686565	+	3494	4029
random1811	HD2_scaffold_3	2913471	2931362	+	17892	16705
random1812	HD2_scaffold_4	14075819	14090589	+	14771	10328
random1813	HD2_scaffold_9	236286	240404	+	4119	5097
random1814	HD2_scaffold_1	26272142	26276143	+	4002	2909
random1815	HD2_scaffold_5	4657287	4661357	+	4071	3881
random1816	HD2_scaffold_2	8692681	8706393	+	13713	12657
random1817	HD2_scaffold_9	6526510	6531012	+	4503	4056
random1818	HD2_scaffold_4	11942708	11950773	+	8066	7562
random1819	HD2_scaffold_11	2763395	2777331	+	13937	11342
random1820	HD2_scaffold_2	20115212	20125672	+	10461	11248
random1821	HD2_scaffold_6	376799	378335	+	1537	1660
random1822	HD2_scaffold_3	5505029	5511892	+	6864	6272
random1823	HD2_scaffold_2	17956654	17964009	+	7356	6545
random1824	HD2_scaffold_1	19056531	19066856	+	10326	10180
random1825	HD2_scaffold_8	4063546	4071275	+	7730	7632
random1826	HD2_scaffold_4	11480393	11486311	+	5919	5890
random1827	HD2_scaffold_6	3613268	3617963	+	4696	4418
random1828	HD2_scaffold_5	6597378	6601499	+	4122	3915
random1829	HD2_scaffold_6	9530329	9533690	+	3362	3615
random1830	HD2_scaffold_3	19976552	19981008	+	4457	3599
random1831	HD2_scaffold_3	20577427	20581600	+	4174	3646
random1832	HD2_scaffold_1	24181411	24187917	+	6507	6295
random1833	HD2_scaffold_2	19155390	19164579	+	9190	8914
random1834	HD2_scaffold_7	1120109	1127812	+	7704	6589
random1835	HD2_scaffold_3	12332458	12338359	+	5902	5569
random1836	HD2_scaffold_7	1824714	1829069	+	4356	3705
random1837	HD2_scaffold_6	6207096	6211792	+	4697	4658
random1838	HD2_scaffold_11	2295889	2299723	+	3835	3563
random1839	HD2_scaffold_11	3010947	3015933	+	4987	4949
random1840	HD2_scaffold_12	4002478	4007673	+	5196	4592
random1841	HD2_scaffold_1	23423642	23431557	+	7916	7133
random1842	HD2_scaffold_9	11404071	11407227	+	3157	2769
random1843	HD2_scaffold_10	11518671	11523038	+	4368	2269
random1844	HD2_scaffold_7	7560833	7566181	+	5349	4817
random1845	HD2_scaffold_3	11417521	11427534	+	10014	8557
random1846	HD2_scaffold_2	6895744	6899451	+	3708	3386
random1847	HD2_scaffold_9	8253383	8257996	+	4614	4293
random1848	HD2_scaffold_5	13044387	13048096	+	3710	3161
random1849	HD2_scaffold_3	16496768	16501785	+	5018	4789
random1850	HD2_scaffold_8	6303620	6307283	+	3664	3734
random1851	HD2_scaffold_4	14763563	14767300	+	3738	2790
random1852	HD2_scaffold_1	20784771	20790557	+	5787	5571
random1853	HD2_scaffold_3	18082532	18087796	+	5265	4788
random1854	HD2_scaffold_1	17755521	17759629	+	4109	4316
random1855	HD2_scaffold_1	6577254	6581412	+	4159	3993
random1856	HD2_scaffold_1	12807804	12811981	+	4178	4447
random1857	HD2_scaffold_9	871552	874560	+	3009	2763
random1858	HD2_scaffold_1	15348569	15353399	+	4831	4685
random1859	HD2_scaffold_4	13705936	13710099	+	4164	4031
random1860	HD2_scaffold_5	11209593	11219265	+	9673	9324
random1861	HD2_scaffold_1	191197	195636	+	4440	3595
random1862	HD2_scaffold_5	11909431	11917383	+	7953	7044
random1863	HD2_scaffold_12	4950030	4952080	+	2051	2043
random1864	HD2_scaffold_1	9436108	9440321	+	4214	3517
random1865	HD2_scaffold_1	15260155	15265911	+	5757	5123
random1866	HD2_scaffold_12	1924667	1928160	+	3494	4023
random1867	HD2_scaffold_5	11331125	11349016	+	17892	17073
random1868	HD2_scaffold_2	22228625	22243395	+	14771	13839
random1869	HD2_scaffold_10	2735951	2740069	+	4119	8137
random1870	HD2_scaffold_2	9594471	9598472	+	4002	3814
random1871	HD2_scaffold_10	8112121	8116191	+	4071	4131
random1872	HD2_scaffold_5	7868615	7882327	+	13713	12921
random1873	HD2_scaffold_3	3067246	3071748	+	4503	4650
random1874	HD2_scaffold_6	5586728	5594793	+	8066	7847
random1875	HD2_scaffold_10	6792376	6806312	+	13937	13104
random1876	HD2_scaffold_9	8667903	8678363	+	10461	7883
random1877	HD2_scaffold_10	4649929	4651465	+	1537	1893
random1878	HD2_scaffold_3	9796859	9803722	+	6864	6443
random1879	HD2_scaffold_87	11769	19124	+	7356	3392
random1880	HD2_scaffold_10	4240761	4251086	+	10326	9486
random1881	HD2_scaffold_9	3179366	3187095	+	7730	7375
random1882	HD2_scaffold_2	18131073	18136991	+	5919	5931
random1883	HD2_scaffold_11	6927546	6932241	+	4696	3721
random1884	HD2_scaffold_11	3525345	3529466	+	4122	4057
random1885	HD2_scaffold_4	13599133	13602494	+	3362	3389
random1886	HD2_scaffold_1	26705072	26709528	+	4457	664
random1887	HD2_scaffold_4	13930418	13934591	+	4174	3941
random1888	HD2_scaffold_3	10669458	10675964	+	6507	6495
random1889	HD2_scaffold_3	16286386	16295575	+	9190	8685
random1890	HD2_scaffold_6	1121661	1129364	+	7704	6934
random1891	HD2_scaffold_3	6205275	6211176	+	5902	5665
random1892	HD2_scaffold_6	10254614	10258969	+	4356	4281
random1893	HD2_scaffold_5	14069427	14074123	+	4697	4331
random1894	HD2_scaffold_5	6315429	6319263	+	3835	3805
random1895	HD2_scaffold_206	10939	15925	+	4987	5388
random1896	HD2_scaffold_10	5351878	5357073	+	5196	4664
random1897	HD2_scaffold_9	9634075	9641990	+	7916	5655
random1898	HD2_scaffold_10	6407722	6410878	+	3157	3491
random1899	HD2_scaffold_7	5692580	5696947	+	4368	4374
random1900	HD2_scaffold_5	7146641	7151989	+	5349	5092
random1901	HD2_scaffold_4	14027775	14037788	+	10014	9915
random1902	HD2_scaffold_4	500719	504426	+	3708	3718
random1903	HD2_scaffold_5	12789366	12793979	+	4614	4293
random1904	HD2_scaffold_4	12275619	12279328	+	3710	3285
random1905	HD2_scaffold_6	8060574	8065591	+	5018	6059
random1906	HD2_scaffold_6	10236640	10240303	+	3664	3764
random1907	HD2_scaffold_4	8253645	8257382	+	3738	3926
random1908	HD2_scaffold_7	1397084	1402870	+	5787	4514
random1909	HD2_scaffold_2	3085701	3090965	+	5265	5355
random1910	HD2_scaffold_7	13437778	13441886	+	4109	4091
random1911	HD2_scaffold_1	6767564	6771722	+	4159	3725
random1912	HD2_scaffold_7	4191400	4195577	+	4178	3793
random1913	HD2_scaffold_4	11461737	11464745	+	3009	2931
random1914	HD2_scaffold_2	4824777	4829607	+	4831	4141
random1915	HD2_scaffold_9	2080129	2084292	+	4164	3876
random1916	HD2_scaffold_2	103947	113619	+	9673	9397
random1917	HD2_scaffold_1	27898290	27902729	+	4440	4667
random1918	HD2_scaffold_8	7169993	7177945	+	7953	7124
random1919	HD2_scaffold_9	3612355	3614405	+	2051	2086
random1920	HD2_scaffold_9	313246	317459	+	4214	4075
random1921	HD2_scaffold_4	8381564	8387320	+	5757	5608
random1922	HD2_scaffold_2	19083510	19087003	+	3494	3368
random1923	HD2_scaffold_1	7892083	7909974	+	17892	16443
random1924	HD2_scaffold_1	28668875	28683645	+	14771	13891
random1925	HD2_scaffold_9	11602662	11606780	+	4119	3842
random1926	HD2_scaffold_6	1914964	1918965	+	4002	2973
random1927	HD2_scaffold_3	16217144	16221214	+	4071	3612
random1928	HD2_scaffold_6	1857395	1871107	+	13713	11615
random1929	HD2_scaffold_9	11598419	11602921	+	4503	4872
random1930	HD2_scaffold_2	19215789	19223854	+	8066	6997
random1931	HD2_scaffold_12	1765813	1779749	+	13937	12009
random1932	HD2_scaffold_3	7933078	7943538	+	10461	9851
random1933	HD2_scaffold_3	1020023	1021559	+	1537	1510
random1934	HD2_scaffold_6	2202109	2208972	+	6864	4787
random1935	HD2_scaffold_6	14228257	14235612	+	7356	6692
random1936	HD2_scaffold_9	2089196	2099521	+	10326	9651
random1937	HD2_scaffold_1	6810795	6818524	+	7730	7108
random1938	HD2_scaffold_2	18991541	18997459	+	5919	5993
random1939	HD2_scaffold_6	9560283	9564978	+	4696	4764
random1940	HD2_scaffold_1	10168377	10172498	+	4122	3978
random1941	HD2_scaffold_2	14586975	14590336	+	3362	3561
random1942	HD2_scaffold_8	1763770	1768226	+	4457	4310
random1943	HD2_scaffold_5	5421157	5425330	+	4174	4142
random1944	HD2_scaffold_10	11086797	11093303	+	6507	5921
random1945	HD2_scaffold_9	1662924	1672113	+	9190	9721
random1946	HD2_scaffold_4	13181266	13188969	+	7704	6604
random1947	HD2_scaffold_10	60641	66542	+	5902	8431
random1948	HD2_scaffold_11	2883396	2887751	+	4356	4199
random1949	HD2_scaffold_10	4390980	4395676	+	4697	4384
random1950	HD2_scaffold_12	6084610	6088444	+	3835	3061
random1951	HD2_scaffold_1	18084160	18089146	+	4987	4478
random1952	HD2_scaffold_4	14771375	14776570	+	5196	3698
random1953	HD2_scaffold_7	1428712	1436627	+	7916	4997
random1954	HD2_scaffold_1	11986833	11989989	+	3157	3080
random1955	HD2_scaffold_8	4176634	4181001	+	4368	4473
random1956	HD2_scaffold_7	10168143	10173491	+	5349	5338
random1957	HD2_scaffold_227	7485	17498	+	10014	16180
random1958	HD2_scaffold_9	8658994	8662701	+	3708	3342
random1959	HD2_scaffold_5	9359388	9364001	+	4614	4597
random1960	HD2_scaffold_2	6861891	6865600	+	3710	3584
random1961	HD2_scaffold_10	11534163	11539180	+	5018	2404
random1962	HD2_scaffold_2	2843192	2846855	+	3664	3451
random1963	HD2_scaffold_3	6571979	6575716	+	3738	7797
random1964	HD2_scaffold_1	9242991	9248777	+	5787	5429
random1965	HD2_scaffold_3	15549222	15554486	+	5265	6131
random1966	HD2_scaffold_10	8172512	8176620	+	4109	4085
random1967	HD2_scaffold_1	19986486	19990644	+	4159	8632
random1968	HD2_scaffold_5	13468114	13472291	+	4178	4707
random1969	HD2_scaffold_1	3288778	3291786	+	3009	2925
random1970	HD2_scaffold_2	729828	734658	+	4831	6375
random1971	HD2_scaffold_2	7505726	7509889	+	4164	4608
random1972	HD2_scaffold_7	11950356	11960028	+	9673	8911
random1973	HD2_scaffold_10	9499759	9504198	+	4440	5526
random1974	HD2_scaffold_8	11153773	11161725	+	7953	6751
random1975	HD2_scaffold_2	2931015	2933065	+	2051	1655
random1976	HD2_scaffold_11	4294354	4298567	+	4214	3451
random1977	HD2_scaffold_3	11688599	11694355	+	5757	4987
random1978	HD2_scaffold_6	5770495	5773988	+	3494	4402
random1979	HD2_scaffold_6	4576718	4594609	+	17892	17274
random1980	HD2_scaffold_8	10020294	10035064	+	14771	12771
random1981	HD2_scaffold_3	3164500	3168618	+	4119	4084
random1982	HD2_scaffold_2	9263595	9267596	+	4002	3712
random1983	HD2_scaffold_10	8482469	8486539	+	4071	4088
random1984	HD2_scaffold_4	8525992	8539704	+	13713	13997
random1985	HD2_scaffold_10	3392253	3396755	+	4503	5124
random1986	HD2_scaffold_4	3230911	3238976	+	8066	7990
random1987	HD2_scaffold_1	17512242	17526178	+	13937	12965
random1988	HD2_scaffold_10	11695152	11705612	+	10461	7430
random1989	HD2_scaffold_9	5437833	5439369	+	1537	1577
random1990	HD2_scaffold_3	1367556	1374419	+	6864	6987
random1991	HD2_scaffold_210	11343	18698	+	7356	3669
random1992	HD2_scaffold_1	24348336	24358661	+	10326	9147
random1993	HD2_scaffold_7	11809092	11816821	+	7730	7353
random1994	HD2_scaffold_4	3823655	3829573	+	5919	5869
random1995	HD2_scaffold_8	7658408	7663103	+	4696	4061
random1996	HD2_scaffold_9	692404	696525	+	4122	4040
random1997	HD2_scaffold_3	15953593	15956954	+	3362	4032
random1998	HD2_scaffold_3	13752955	13757411	+	4457	4779
random1999	HD2_scaffold_6	11512987	11517160	+	4174	4060
random2000	HD2_scaffold_2	523293	529799	+	6507	5614
random2001	HD2_scaffold_6	12442133	12451322	+	9190	8319
random2002	HD2_scaffold_10	10894255	10901958	+	7704	7556
random2003	HD2_scaffold_1	20751702	20757603	+	5902	5583
random2004	HD2_scaffold_4	732959	737314	+	4356	3995
